RUNID	ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
17940	1	4104001	4103996	4104200	5	204	6	94
17940	2	4103990	4103984	4104191	6	207	7	94
17940	3	4104001	4103995	4104201	6	206	4	94
17940	4	4104015	4104008	4104213	7	205	5	94
17940	5	4104049	4104022	4104249	27	227	11	105
17940	6	4104007	4103997	4104206	10	209	6	94
17940	7	4104003	4103999	4104201	4	202	6	94
17940	8	4104067	4104021	4104268	46	247	16	112
17940	9	4104001	4103992	4104199	9	207	5	94
17940	10	4103994	4103988	4104192	6	204	5	94
17940	11	4103983	4103975	4104183	8	208	6	94
17940	12	4103990	4103986	4104189	4	203	6	94
17940	13	4104008	4103999	4104208	9	209	7	94
17940	14	4104008	4104003	4104206	5	203	6	94
17940	15	4103998	4103992	4104196	6	204	4	94
17940	16	4103995	4103986	4104195	9	209	6	94
17940	17	4103986	4103983	4104188	3	205	7	94
17940	18	4103990	4103982	4104189	8	207	7	94
17940	19	4104011	4104006	4104209	5	203	7	94
17940	20	4104015	4104007	4104214	8	207	5	94
17940	21	4104009	4104002	4104208	7	206	6	94
17940	22	4103989	4103976	4104191	13	215	9	94
17940	23	4103982	4103968	4104182	14	214	7	94
17940	24	4103991	4103982	4104193	9	211	7	94
17940	25	4104005	4103998	4104208	7	210	8	94
17940	26	4104042	4104014	4104241	28	227	11	105
17940	27	4103985	4103977	4104185	8	208	7	94
17940	28	4103983	4103970	4104184	13	214	7	94
17940	29	4104064	4104007	4104262	57	255	16	112
17940	30	4104011	4104002	4104209	9	207	5	94
17940	31	4104016	4104004	4104217	12	213	8	94
17940	32	4104011	4104005	4104211	6	206	7	94
17940	33	4104003	4103993	4104202	10	209	6	94
17940	34	4103992	4103985	4104189	7	204	6	94
17940	35	4104003	4103999	4104207	4	208	7	94
17940	36	4103990	4103986	4104192	4	206	7	94
17940	37	4103997	4103992	4104195	5	203	4	94
17940	38	4104007	4103997	4104204	10	207	6	94
17940	39	4104012	4104007	4104212	5	205	5	94
17940	40	4104004	4103998	4104204	6	206	5	94
17940	41	4103995	4103990	4104196	5	206	4	94
17940	42	4103984	4103977	4104185	7	208	7	94
17940	43	4103986	4103982	4104185	4	203	5	94
17940	44	4103997	4103988	4104195	9	207	7	94
17940	45	4103992	4103985	4104192	7	207	6	94
17940	46	4103996	4103988	4104193	8	205	5	94
17940	47	4104033	4104002	4104230	31	228	11	105
17940	48	4104004	4103999	4104206	5	207	6	94
17940	49	4104007	4104001	4104207	6	206	5	94
17940	50	4104051	4103993	4104252	58	259	16	112
17940	51	4103980	4103970	4104179	10	209	6	94
17940	52	4103980	4103972	4104181	8	209	6	95
17940	53	4103973	4103968	4104173	5	205	5	94
17940	54	4104006	4104001	4104205	5	204	5	94
17940	55	4104012	4104000	4104213	12	213	7	94
17940	56	4104010	4104002	4104213	8	211	7	94
17940	57	4104005	4103999	4104207	6	208	6	94
17940	58	4103993	4103990	4104193	3	203	6	94
17940	59	4103989	4103980	4104185	9	205	7	94
17940	60	4104005	4103995	4104206	10	211	5	94
17940	61	4104015	4104001	4104216	14	215	8	94
17940	62	4104010	4104006	4104210	4	204	6	94
17940	63	4103998	4103989	4104199	9	210	7	94
17940	64	4103991	4103980	4104188	11	208	6	94
17940	65	4104013	4104010	4104213	3	203	4	94
17940	66	4104002	4103995	4104199	7	204	5	94
17940	67	4104000	4103994	4104201	6	207	6	94
17940	68	4104028	4104002	4104227	26	225	10	105
17940	69	4104005	4104001	4104209	4	208	6	94
17940	70	4104016	4104007	4104217	9	210	5	94
17940	71	4104068	4104019	4104266	49	247	14	112
17940	72	4103991	4103984	4104191	7	207	6	94
17940	73	4104002	4103996	4104203	6	207	5	94
17940	74	4104016	4104001	4104213	15	212	7	94
17940	75	4104008	4104001	4104208	7	207	7	94
17940	76	4103987	4103979	4104189	8	210	8	94
17940	77	4103980	4103974	4104179	6	205	5	94
17940	78	4103975	4103971	4104175	4	204	5	94
17940	79	4103981	4103971	4104183	10	212	7	94
17940	80	4104000	4103992	4104197	8	205	5	94
17940	81	4104005	4103997	4104206	8	209	8	94
17940	82	4104009	4104002	4104208	7	206	6	94
17940	83	4104013	4104004	4104213	9	209	7	94
17940	84	4103989	4103984	4104189	5	205	6	94
17940	85	4103982	4103975	4104181	7	206	6	94
17940	86	4103990	4103984	4104191	6	207	6	94
17940	87	4104005	4103997	4104204	8	207	6	94
17940	88	4104006	4103997	4104207	9	210	6	94
17940	89	4104022	4103995	4104222	27	227	9	105
17940	90	4103992	4103987	4104191	5	204	5	94
17940	91	4104006	4103999	4104206	7	207	7	94
17940	92	4104072	4104018	4104273	54	255	15	112
17940	93	4104016	4104007	4104215	9	208	6	94
17940	94	4103997	4103993	4104197	4	204	5	94
17940	95	4103991	4103986	4104190	5	204	4	94
17940	96	4104008	4104003	4104210	5	207	6	94
17940	97	4104012	4104000	4104209	12	209	8	94
17940	98	4104009	4104006	4104210	3	204	5	94
17940	99	4103992	4103989	4104193	3	204	7	94
17940	100	4103987	4103980	4104187	7	207	7	94
17940	101	4103979	4103969	4104181	10	212	6	94
17940	102	4103986	4103976	4104187	10	211	8	94
17940	103	4104003	4103988	4104202	15	214	9	94
17940	104	4104005	4104001	4104205	4	204	6	94
17940	105	4104006	4103993	4104207	13	214	7	94
17940	106	4103996	4103992	4104195	4	203	5	94
17940	107	4103993	4103987	4104194	6	207	8	94
17940	108	4104002	4103995	4104203	7	208	7	94
17940	109	4103999	4103991	4104197	8	206	7	94
17940	110	4104042	4104010	4104238	32	228	11	105
17940	111	4104010	4104002	4104211	8	209	5	94
17940	112	4104018	4104007	4104218	11	211	7	94
17940	113	4104069	4104019	4104270	50	251	16	112
17940	114	4104010	4104004	4104209	6	205	5	94
17940	115	4103998	4103990	4104197	8	207	6	94
17940	116	4103995	4103992	4104197	3	205	5	94
17940	117	4103992	4103981	4104190	11	209	7	94
17940	118	4103993	4103985	4104192	8	207	7	94
17940	119	4103996	4103989	4104196	7	207	6	94
17940	120	4104010	4104001	4104210	9	209	7	94
17940	121	4104013	4104003	4104213	10	210	6	94
17940	122	4104011	4104003	4104213	8	210	6	94
17940	123	4103985	4103971	4104184	14	213	6	94
17940	124	4103982	4103977	4104183	5	206	6	94
17940	125	4103991	4103984	4104193	7	209	6	94
17940	126	4104005	4103997	4104204	8	207	6	94
17940	127	4103998	4103987	4104197	11	210	6	94
17940	128	4103983	4103980	4104184	3	204	5	94
17940	129	4103992	4103984	4104191	8	207	7	94
17940	130	4104006	4103997	4104205	9	208	5	94
17940	131	4104042	4104011	4104241	31	230	9	105
17940	132	4104012	4104002	4104211	10	209	8	94
17940	133	4104012	4104005	4104212	7	207	6	94
17940	134	4104045	4103998	4104243	47	245	11	112
17940	135	4104010	4104000	4104213	10	213	6	95
17940	136	4103985	4103978	4104183	7	205	7	94
17940	137	4103995	4103985	4104194	10	209	7	94
17940	138	4104014	4104006	4104216	8	210	6	94
17940	139	4104009	4104001	4104205	8	204	5	94
17940	140	4103979	4103966	4104177	13	211	7	94
17940	141	4103979	4103971	4104177	8	206	6	94
17940	142	4104011	4104005	4104210	6	205	5	94
17940	143	4104011	4104004	4104213	7	209	6	94
17940	144	4104015	4104008	4104215	7	207	7	94
17940	145	4104004	4103997	4104206	7	209	8	94
17940	146	4103998	4103995	4104200	3	205	7	94
17940	147	4103978	4103975	4104179	3	204	5	94
17940	148	4103976	4103967	4104176	9	209	7	94
17940	149	4103990	4103983	4104189	7	206	5	94
17940	150	4103999	4103989	4104200	10	211	6	94
17940	151	4104013	4104006	4104212	7	206	7	94
17940	152	4104054	4104025	4104254	29	229	11	105
17940	153	4104015	4104012	4104214	3	202	6	94
17940	154	4104012	4104009	4104212	3	203	5	94
17940	155	4104055	4104002	4104256	53	254	15	112
17940	156	4103989	4103980	4104186	9	206	6	94
17940	157	4103982	4103971	4104182	11	211	8	94
17940	158	4104010	4103996	4104209	14	213	7	94
17940	159	4104012	4104003	4104212	9	209	7	94
17940	160	4104001	4103992	4104199	9	207	7	94
17940	161	4103991	4103982	4104194	9	212	6	94
17940	162	4103991	4103984	4104191	7	207	4	94
17940	163	4103992	4103989	4104196	3	207	4	95
17940	164	4103982	4103972	4104181	10	209	7	94
17940	165	4103981	4103974	4104180	7	206	4	94
17940	166	4104009	4104004	4104208	5	204	7	94
17940	167	4104008	4104001	4104208	7	207	4	94
17940	168	4104004	4104000	4104206	4	206	5	94
17940	169	4103994	4103986	4104196	8	210	8	94
17940	170	4103986	4103977	4104185	9	208	6	94
17940	171	4104009	4104000	4104210	9	210	7	94
17940	172	4104010	4103998	4104211	12	213	7	94
17940	173	4104038	4104004	4104236	34	232	11	105
17940	174	4104015	4104008	4104215	7	207	7	94
17940	175	4103985	4103970	4104183	15	213	8	94
17940	176	4104062	4104012	4104262	50	250	15	112
17940	177	4103997	4103987	4104196	10	209	7	94
17940	178	4104009	4104002	4104209	7	207	6	94
17940	179	4104010	4104005	4104210	5	205	6	94
17940	180	4104010	4104002	4104207	8	205	4	94
17940	181	4103999	4103986	4104197	13	211	6	94
17940	182	4103998	4103991	4104199	7	208	8	94
17940	183	4104012	4104002	4104211	10	209	5	94
17940	184	4104006	4103998	4104204	8	206	7	94
17940	185	4104011	4104002	4104210	9	208	6	94
17940	186	4104013	4104001	4104212	12	211	9	94
17940	187	4104015	4104006	4104214	9	208	6	94
17940	188	4104006	4103995	4104205	11	210	6	94
17940	189	4103989	4103983	4104189	6	206	6	94
17940	190	4104003	4103998	4104203	5	205	7	94
17940	191	4103990	4103983	4104194	7	211	6	95
17940	192	4104000	4103991	4104199	9	208	7	94
17940	193	4104007	4104003	4104207	4	204	5	94
