RUNID	ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
17860	1	64124	64123	64328	1	205	3	96
17860	2	64130	64129	64334	1	205	3	96
17860	3	64124	64124	64331	0	207	4	96
17860	4	64124	64124	64329	0	205	3	96
17860	5	64125	64123	64329	2	206	4	96
17860	6	64125	64125	64332	0	207	3	96
17860	7	64129	64129	64334	0	205	3	96
17860	8	64124	64124	64331	0	207	3	96
17860	9	64124	64125	64328	-1	203	3	96
17860	10	64124	64125	64329	-1	204	4	96
17860	11	64130	64130	64334	0	204	4	96
17860	12	64124	64123	64330	1	207	4	96
17860	13	64124	64124	64330	0	206	4	96
17860	14	64125	64125	64330	0	205	3	96
17860	15	64125	64124	64330	1	206	4	96
17860	16	64130	64130	64334	0	204	4	96
17860	17	64124	64125	64330	-1	205	3	96
17860	18	64123	64123	64327	0	204	4	96
17860	19	64124	64124	64330	0	206	4	96
17860	20	64129	64129	64333	0	204	4	96
17860	21	64124	64124	64330	0	206	4	96
17860	22	64124	64124	64329	0	205	3	96
17860	23	64124	64124	64329	0	205	3	96
17860	24	64124	64125	64328	-1	203	3	96
17860	25	64130	64130	64336	0	206	4	96
17860	26	64124	64124	64328	0	204	4	96
17860	27	64124	64124	64329	0	205	3	96
17860	28	64124	64125	64328	-1	203	3	96
17860	29	64130	64128	64340	2	212	5	97
17860	30	64124	64124	64329	0	205	3	96
17860	31	64124	64123	64329	1	206	4	96
17860	32	64125	64124	64329	1	205	3	96
17860	33	64128	64128	64333	0	205	3	96
17860	34	64128	64127	64332	1	205	3	96
17860	35	64124	64122	64328	2	206	4	96
17860	36	64125	64125	64328	0	203	3	96
17860	37	64123	64124	64329	-1	205	3	96
17860	38	64129	64130	64333	-1	203	3	96
17860	39	64125	64124	64330	1	206	4	96
17860	40	64125	64123	64327	2	204	4	96
17860	41	64124	64124	64328	0	204	4	96
17860	42	64130	64130	64333	0	203	3	96
