RUNID	ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
17760	1	2004	2005	2207	-1	202	2	95
17760	2	2004	2005	2205	-1	200	2	95
17760	3	2005	2004	2208	1	204	2	95
17760	4	2005	2005	2205	0	200	2	95
17760	5	2004	2005	2205	-1	200	2	95
17760	6	2002	2002	2204	0	202	2	95
17760	7	2005	2005	2205	0	200	2	95
17760	8	2004	2005	2207	-1	202	2	95
17760	9	2005	2005	2207	0	202	2	95
17760	10	2005	2005	2205	0	200	2	95
17760	11	2004	2005	2207	-1	202	2	95
17760	12	2004	2004	2204	0	200	2	95
17760	13	2001	2002	2202	-1	200	2	95
17760	14	2005	2005	2207	0	202	2	95
17760	15	2005	2005	2205	0	200	2	95
17760	16	2005	2005	2205	0	200	2	95
17760	17	2005	2005	2205	0	200	2	95
17760	18	2005	2005	2205	0	200	2	95
17760	19	2004	2003	2205	1	202	2	95
17760	20	2002	2002	2202	0	200	2	95
17760	21	2004	2005	2207	-1	202	2	95
17760	22	2005	2004	2206	1	202	2	95
17760	23	2005	2005	2207	0	202	2	95
17760	24	2005	2005	2205	0	200	2	95
17760	25	2004	2004	2206	0	202	2	95
17760	26	2003	2003	2205	0	202	2	95
17760	27	2003	2002	2206	1	204	2	95
17760	28	2004	2005	2205	-1	200	2	95
17760	29	2005	2004	2206	1	202	2	95
17760	30	2005	2005	2205	0	200	2	95
17760	31	2005	2004	2208	1	204	2	95
17760	32	2005	2005	2205	0	200	2	95
17760	33	2003	2003	2205	0	202	2	95
17760	34	2002	2002	2206	0	204	2	95
17760	35	2005	2004	2208	1	204	2	95
17760	36	2005	2004	2208	1	204	2	95
17760	37	2005	2005	2205	0	200	2	95
17760	38	2004	2005	2205	-1	200	2	95
17760	39	2005	2004	2208	1	204	2	95
17760	40	2003	2003	2203	0	200	2	95
17760	41	2003	2004	2204	-1	200	2	95
17760	42	2005	2004	2208	1	204	2	95
17760	43	2005	2004	2208	1	204	2	95
17760	44	2005	2004	2205	1	201	3	95
17760	45	2004	2005	2207	-1	202	2	95
17760	46	2005	2004	2206	1	202	2	95
17760	47	2002	2002	2204	0	202	2	95
17760	48	2004	2004	2204	0	200	2	95
17760	49	2004	2004	2208	0	204	2	95
17760	50	2005	2005	2205	0	200	2	95
17760	51	2005	2004	2208	1	204	2	95
17760	52	2004	2004	2208	0	204	2	95
17760	53	2005	2005	2205	0	200	2	95
17760	54	2001	2002	2204	-1	202	2	95
17760	55	2004	2004	2206	0	202	2	95
17760	56	2005	2005	2207	0	202	2	95
17760	57	2005	2004	2206	1	202	2	95
17760	58	2005	2004	2208	1	204	2	95
17760	59	2005	2005	2205	0	200	2	95
17760	60	2004	2005	2206	-1	201	2	95
17760	61	2000	2000	2204	0	204	2	95
17760	62	2005	2005	2205	0	200	2	95
17760	63	2004	2005	2205	-1	200	2	95
17760	64	2005	2004	2208	1	204	2	95
17760	65	2005	2005	2205	0	200	2	95
17760	66	2004	2005	2205	-1	200	2	95
17760	67	2005	2005	2207	0	202	2	95
17760	68	2001	2001	2201	0	200	2	95
17760	69	2005	2004	2206	1	202	2	95
17760	70	2004	2005	2205	-1	200	2	95
17760	71	2004	2005	2205	-1	200	2	95
17760	72	2005	2005	2205	0	200	2	95
17760	73	2005	2004	2208	1	204	2	95
17760	74	2004	2004	2206	0	202	2	95
17760	75	2000	2000	2202	0	202	2	95
17760	76	2005	2004	2208	1	204	2	95
17760	77	2004	2005	2207	-1	202	2	95
17760	78	2005	2005	2205	0	200	2	95
17760	79	2004	2005	2205	-1	200	2	95
17760	80	2004	2005	2207	-1	202	2	95
17760	81	2005	2004	2206	1	202	2	95
17760	82	2000	2000	2200	0	200	2	95
17760	83	2005	2004	2208	1	204	2	95
17760	84	2005	2005	2205	0	200	2	95
17760	85	2005	2005	2205	0	200	2	95
17760	86	2005	2005	2205	0	200	2	95
17760	87	2005	2005	2207	0	202	2	95
17760	88	2005	2005	2205	0	200	2	95
17760	89	2000	1999	2201	1	202	2	95
17760	90	2004	2004	2208	0	204	2	95
17760	91	2005	2005	2205	0	200	2	95
17760	92	2005	2004	2208	1	204	2	95
17760	93	2004	2005	2207	-1	202	2	95
17760	94	2005	2005	2205	0	200	2	95
17760	95	2005	2004	2208	1	204	2	95
17760	96	2000	1999	2203	1	204	2	95
17760	97	2004	2005	2207	-1	202	2	95
17760	98	2005	2005	2205	0	200	2	95
17760	99	2005	2004	2208	1	204	2	95
17760	100	2004	2004	2208	0	204	2	95
17760	101	2005	2005	2205	0	200	2	95
17760	102	2004	2004	2206	0	202	2	95
17760	103	1999	1999	2201	0	202	2	95
17760	104	2005	2004	2206	1	202	2	95
17760	105	2004	2005	2206	-1	201	2	95
17760	106	2005	2004	2208	1	204	2	95
17760	107	2005	2005	2205	0	200	2	95
17760	108	2004	2005	2207	-1	202	2	95
17760	109	2005	2004	2208	1	204	2	95
17760	110	2000	1999	2201	1	202	2	95
17760	111	2004	2005	2205	-1	200	2	95
17760	112	2005	2004	2208	1	204	2	95
17760	113	2005	2005	2205	0	200	2	95
17760	114	2004	2005	2207	-1	202	2	95
17760	115	2005	2005	2205	0	200	2	95
17760	116	2005	2005	2205	0	200	2	95
17760	117	2000	1999	2203	1	204	2	95
17760	118	2004	2004	2208	0	204	2	95
17760	119	2005	2005	2205	0	200	2	95
