ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	1026008	1026005	1026272	3	267	5	124
2	1026013	1026010	1026275	3	265	5	124
3	1026014	1026010	1026277	4	267	5	124
4	1026014	1026012	1026277	1	265	5	124
5	1026019	1026015	1026280	4	265	6	124
6	1026014	1026011	1026276	3	265	4	125
7	1026019	1026017	1026280	2	263	4	124
8	1026014	1026012	1026274	1	262	3	124
9	1026011	1026008	1026273	3	265	5	124
10	1026014	1026012	1026277	2	265	4	124
11	1026016	1026007	1026279	9	272	6	125
12	1026014	1026010	1026276	3	266	5	124
13	1026565	1026019	1026825	546	806	8	125
14	1026016	1026015	1026280	1	265	5	124
15	1026020	1026016	1026283	4	267	4	124
16	1026008	1026004	1026267	3	263	6	124
17	1026021	1026017	1026283	4	266	5	125
18	1026010	1026007	1026272	3	265	5	124
19	1026007	1026003	1026271	4	268	5	124
20	1026014	1026012	1026275	1	263	4	124
21	1026015	1026014	1026278	1	264	3	124
22	1026008	1026005	1026273	3	268	6	124
23	1026013	1026009	1026275	4	266	5	125
24	1026001	1025997	1026262	4	265	6	124
25	1026009	1026004	1026269	4	265	6	124
26	1026018	1026014	1026280	4	266	5	124
27	1044649	1026141	1044909	18508	18768	8	125
28	1026024	1026014	1026286	10	272	6	126
29	1026019	1026009	1026280	9	271	7	125
30	1026014	1026008	1026276	6	268	6	124
31	1026012	1026012	1026275	0	263	4	124
32	1026011	1026008	1026273	3	265	5	124
33	1026014	1026011	1026276	2	265	4	124
34	1026012	1026010	1026276	2	266	5	124
35	1026014	1026007	1026275	7	268	6	125
36	1026011	1026010	1026272	1	262	3	124
37	1026016	1026012	1026278	3	266	5	124
38	1026007	1026000	1026270	7	270	5	124
39	1026009	1026007	1026272	2	265	6	124
40	1026011	1026008	1026272	3	264	4	124
41	1026453	1026013	1026711	439	698	9	126
42	1026012	1026013	1026275	-1	262	3	124
43	1026017	1026017	1026279	0	262	3	124
44	1026010	1026008	1026273	2	265	4	124
45	1026016	1026013	1026276	3	263	5	124
46	1026015	1026014	1026276	0	262	3	124
47	1026019	1026011	1026283	8	272	6	125
48	1026017	1026016	1026282	1	266	5	124
49	1026015	1026013	1026276	2	263	5	124
50	1026017	1026012	1026279	4	267	5	124
51	1026019	1026015	1026281	4	266	5	124
52	1026021	1026013	1026283	8	270	5	125
53	1026013	1026010	1026275	3	265	4	124
54	1026010	1026007	1026273	2	266	5	124
55	1026540	1026009	1026798	531	789	7	125
56	1026014	1026013	1026278	1	265	4	124
57	1026011	1026010	1026275	1	265	4	124
58	1026016	1026011	1026278	4	267	4	125
59	1026012	1026010	1026274	2	264	5	124
60	1026019	1026018	1026282	1	264	3	124
61	1026017	1026013	1026280	4	267	5	124
62	1026013	1026011	1026274	1	263	4	124
63	1026018	1026012	1026281	6	269	5	124
64	1026021	1026017	1026283	4	266	4	125
65	1026016	1026013	1026278	3	265	5	124
66	1026016	1026012	1026276	3	264	4	124
67	1026014	1026013	1026276	1	263	4	124
68	1026011	1026009	1026271	2	262	4	124
69	1026448	1026019	1026707	429	688	6	125
70	1026021	1026011	1026282	10	271	5	125
71	1026014	1026010	1026276	3	266	5	124
72	1026013	1026012	1026276	1	264	3	124
73	1026007	1026004	1026271	3	267	6	124
74	1026015	1026013	1026279	2	266	5	124
75	1026007	1026003	1026269	3	266	5	124
76	1026020	1026015	1026283	5	268	6	125
77	1026008	1026004	1026270	4	266	6	124
78	1026011	1026009	1026274	2	265	4	124
79	1026016	1026011	1026277	4	266	4	124
80	1026010	1026008	1026275	2	267	5	124
81	1026016	1026015	1026280	1	265	4	124
82	1026018	1026012	1026280	6	268	5	125
83	1026545	1026012	1026803	532	791	7	125
84	1026015	1026011	1026277	4	266	5	124
85	1026004	1026003	1026269	1	266	5	124
86	1026013	1026011	1026277	2	266	4	124
87	1026017	1026013	1026278	3	265	6	124
88	1026103	1026037	1026361	66	324	13	152
89	1026014	1026010	1026283	4	273	5	127
90	1026019	1026019	1026287	0	268	3	127
91	1026015	1026014	1026286	1	272	5	127
92	1026010	1026002	1026277	7	275	5	127
93	1026019	1026015	1026289	4	274	5	128
94	1026016	1026014	1026283	2	269	4	127
95	1026012	1026012	1026281	0	269	4	127
96	1026002	1025996	1026271	5	275	5	127
97	1026446	1026018	1026712	428	694	6	128
98	1026011	1026010	1026282	1	272	4	127
99	1026016	1026010	1026286	6	276	6	128
100	1026014	1026009	1026282	4	273	5	127
101	1026010	1026005	1026279	5	274	5	127
102	1026007	1026006	1026276	1	270	3	127
103	1026009	1026006	1026277	3	271	5	127
104	1026014	1026010	1026284	3	274	5	127
105	1026020	1026017	1026288	3	271	4	128
106	1026012	1026011	1026281	1	270	4	127
107	1026020	1026017	1026287	3	270	5	127
108	1026013	1026012	1026280	0	268	3	127
109	1026013	1026008	1026282	5	274	5	127
110	1026017	1026017	1026286	0	269	4	127
111	1026556	1026016	1026822	540	806	9	129
112	1026011	1026008	1026277	3	269	4	127
113	1026025	1026011	1026290	13	279	6	129
114	1026017	1026017	1026287	0	270	3	127
115	1026012	1026011	1026282	1	271	5	127
116	1026016	1026014	1026288	2	274	6	127
117	1026023	1026011	1026290	11	279	6	128
118	1026006	1026002	1026274	4	272	4	127
119	1026009	1026007	1026277	2	270	5	127
120	1026008	1026006	1026277	2	271	4	127
121	1026014	1026012	1026282	1	270	3	127
122	1026011	1026009	1026280	2	271	4	127
123	1026016	1026009	1026286	7	277	5	128
124	1026005	1026001	1026273	4	272	6	127
125	1026444	1026015	1026709	428	694	7	128
126	1026013	1026008	1026282	5	274	4	127
127	1026007	1026003	1026275	4	272	6	127
128	1026014	1026006	1026283	8	277	6	128
129	1026013	1026012	1026283	0	271	4	127
130	1026014	1026011	1026282	3	271	5	127
131	1026009	1026007	1026279	2	272	6	127
132	1026018	1026016	1026288	2	272	5	127
133	1026020	1026013	1026289	6	276	5	127
134	1026021	1026014	1026290	7	276	6	128
135	1026552	1026018	1026819	534	801	7	128
136	1026019	1026017	1026287	2	270	5	127
137	1026017	1026014	1026289	3	275	5	127
138	1026016	1026015	1026283	0	268	3	127
139	1026011	1026011	1026280	0	269	4	127
140	1026020	1026015	1026290	5	275	5	128
141	1026010	1026007	1026278	3	271	4	127
142	1026012	1026003	1026282	8	279	8	127
143	1026014	1026014	1026282	0	268	3	127
144	1026018	1026015	1026287	3	272	5	127
145	1026010	1026011	1026279	-1	268	3	127
146	1026023	1026018	1026293	4	275	5	128
147	1026017	1026012	1026286	5	274	6	127
148	1026008	1026006	1026277	2	271	4	127
149	1026442	1026007	1026708	435	701	6	128
150	1026000	1025998	1026267	1	269	4	127
151	1026011	1026011	1026281	0	270	4	127
152	1026019	1026015	1026287	4	272	4	128
153	1026011	1026007	1026280	4	273	5	127
154	1026010	1026009	1026279	0	270	3	127
155	1026009	1026005	1026277	4	272	4	127
156	1026011	1026009	1026280	2	271	6	127
157	1026012	1026009	1026282	3	273	6	127
158	1026023	1026016	1026292	7	276	5	128
159	1026014	1026009	1026283	4	274	6	127
160	1026018	1026017	1026287	1	270	3	127
161	1026012	1026011	1026282	1	271	4	127
162	1026020	1026019	1026292	1	273	4	127
