ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	8427	8388	8426	39	1	7	177
2	8456	8387	8457	69	-1	11	179
3	9180	8462	9167	718	13	106	436
4	8379	8363	8381	16	-2	10	180
5	8367	8364	8369	3	-2	5	176
6	8385	8371	8384	14	1	8	178
7	8366	8363	8368	3	-2	5	175
8	8497	8407	8499	90	-2	13	182
9	8391	8358	8394	33	-3	24	197
10	8332	8328	8334	4	-2	5	175
11	8644	8371	8645	273	-1	11	179
12	8364	8356	8367	8	-3	8	172
13	8364	8360	8366	4	-2	6	174
14	8365	8362	8368	3	-3	5	176
15	8442	8390	8443	52	-1	11	178
16	8379	8368	8380	11	-1	8	181
17	8378	8361	8380	17	-2	11	183
18	8378	8365	8377	13	1	8	175
19	8370	8364	8371	6	-1	5	177
20	8361	8358	8364	3	-3	4	172
21	8472	8400	8470	72	2	8	182
22	8378	8367	8379	11	-1	10	178
23	8385	8368	8385	17	0	11	182
24	8370	8366	8372	4	-2	5	181
25	8380	8367	8378	13	2	8	177
26	8367	8363	8370	4	-3	5	173
27	8364	8352	8365	12	-1	8	177
28	8412	8361	8412	51	0	11	176
29	8368	8363	8370	5	-2	6	176
30	8380	8362	8380	18	0	11	184
31	8378	8370	8380	8	-2	8	176
32	8366	8362	8367	4	-1	4	177
33	8365	8364	8367	1	-2	3	176
34	8474	8392	8476	82	-2	10	177
35	8373	8365	8376	8	-3	6	179
36	8462	8371	8462	91	0	11	179
37	8387	8372	8386	15	1	6	176
38	8368	8360	8370	8	-2	7	176
39	8364	8361	8366	3	-2	6	173
40	8428	8385	8428	43	0	10	179
41	8727	8401	8729	326	-2	17	178
42	8383	8363	8383	20	0	9	180
43	8369	8360	8369	9	0	6	178
44	8384	8372	8386	12	-2	8	174
45	8352	8344	8354	8	-2	6	174
46	8335	8329	8336	6	-1	6	176
47	8500	8395	8501	105	-1	13	179
48	8368	8359	8369	9	-1	8	177
49	8377	8360	8377	17	0	9	183
50	8378	8366	8377	12	1	7	174
51	8368	8358	8369	10	-1	8	177
52	8363	8358	8365	5	-2	6	172
53	8415	8378	8418	37	-3	11	180
54	8385	8373	8386	12	-1	5	179
55	8382	8368	8380	14	2	8	185
56	8365	8359	8367	6	-2	8	177
57	8386	8371	8385	15	1	9	177
58	8367	8360	8367	7	0	7	173
59	8372	8357	8374	15	-2	7	176
60	8440	8379	8441	61	-1	11	176
61	8378	8373	8381	5	-3	5	177
62	8367	8364	8370	3	-3	6	179
63	8371	8362	8373	9	-2	6	179
64	8332	8328	8334	4	-2	6	176
65	8366	8362	8368	4	-2	6	175
66	8372	8362	8375	10	-3	7	172
67	8447	8379	8449	68	-2	11	180
68	8382	8365	8385	17	-3	14	180
69	8366	8357	8367	9	-1	8	177
70	8381	8368	8380	13	1	6	179
71	8608	8367	8609	241	-1	6	177
72	8370	8361	8369	9	1	5	175
73	8443	8385	8446	58	-3	13	179
74	8445	8386	8445	59	0	14	185
75	8369	8363	8370	6	-1	5	178
76	8374	8365	8374	9	0	6	174
77	8366	8363	8368	3	-2	4	174
78	8371	8359	8373	12	-2	8	176
79	8372	8364	8374	8	-2	7	177
80	8459	8391	8459	68	0	11	179
81	8370	8350	8371	20	-1	12	183
82	8335	8332	8338	3	-3	6	174
83	8372	8363	8375	9	-3	8	178
84	8374	8364	8374	10	0	7	173
85	8377	8363	8377	14	0	8	174
86	8370	8363	8371	7	-1	5	176
87	8451	8390	8454	61	-3	20	187
88	8360	8359	8361	1	-1	2	177
89	8367	8361	8366	6	1	3	177
90	8376	8363	8378	13	-2	8	175
