ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	2095	2094	2097	1	-2	3	172
2	2094	2094	2097	0	-3	3	170
3	2093	2091	2095	2	-2	5	173
4	2093	2091	2093	2	0	3	172
5	2092	2090	2094	2	-2	4	171
6	2091	2090	2093	1	-2	3	171
7	2348	2090	2351	258	-3	5	172
8	2094	2092	2096	2	-2	4	171
9	2168	2123	2170	45	-2	5	176
10	2093	2090	2095	3	-2	4	173
11	2097	2093	2099	4	-2	4	172
12	2093	2086	2094	7	-1	5	174
13	2083	2082	2086	1	-3	4	174
14	2090	2083	2091	7	-1	5	173
15	2084	2083	2085	1	-1	2	173
16	2084	2084	2086	0	-2	2	173
17	2090	2090	2092	0	-2	2	172
18	2093	2090	2094	3	-1	4	173
19	2105	2098	2105	7	0	4	172
20	2104	2094	2107	10	-3	7	177
21	2097	2091	2098	6	-1	5	171
22	2093	2090	2094	3	-1	4	173
23	2090	2090	2091	0	-1	2	170
24	2091	2091	2093	0	-2	3	171
25	2093	2093	2095	0	-2	3	171
26	2091	2092	2094	-1	-3	2	171
27	2094	2094	2096	0	-2	2	172
28	2093	2093	2094	0	-1	2	172
29	2161	2119	2163	42	-2	8	175
30	2094	2093	2095	1	-1	2	173
31	2099	2093	2101	6	-2	6	174
32	2101	2097	2101	4	0	4	173
33	2092	2090	2094	2	-2	5	173
34	2095	2091	2096	4	-1	5	173
35	2093	2093	2095	0	-2	2	173
36	2092	2091	2095	1	-3	4	172
37	2094	2093	2097	1	-3	4	174
38	2094	2093	2096	1	-2	3	174
39	2107	2094	2107	13	0	5	173
40	2106	2096	2108	10	-2	7	176
41	2097	2090	2099	7	-2	7	171
42	2093	2093	2095	0	-2	3	170
43	2093	2089	2093	4	0	5	171
44	2094	2092	2095	2	-1	4	171
45	2091	2090	2093	1	-2	2	171
46	2090	2090	2092	0	-2	2	171
47	2093	2091	2093	2	0	3	174
48	2089	2090	2092	-1	-3	2	171
49	2154	2114	2156	40	-2	6	176
50	2092	2091	2094	1	-2	3	174
51	2097	2093	2098	4	-1	4	173
52	2098	2094	2099	4	-1	4	176
53	2135	2110	2138	25	-3	6	177
54	2093	2092	2095	1	-2	3	172
55	2093	2092	2094	1	-1	2	173
