RUNID	ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
17720	1	128285	128272	128485	13	213	6	94
17720	2	128291	128275	128490	16	215	6	94
17720	3	128289	128272	128492	17	220	8	94
17720	4	128282	128269	128482	13	213	7	94
17720	5	128285	128271	128485	14	214	7	94
17720	6	128293	128276	128491	17	215	6	94
17720	7	128286	128269	128486	17	217	7	94
17720	8	128283	128270	128483	13	213	6	94
17720	9	128291	128276	128490	15	214	6	94
17720	10	128286	128271	128485	15	214	6	94
17720	11	128284	128270	128483	14	213	6	94
17720	12	128281	128268	128481	13	213	7	94
17720	13	128291	128276	128491	15	215	6	94
17720	14	128285	128271	128486	14	215	7	94
17720	15	128285	128270	128486	15	216	6	94
17720	16	128290	128274	128492	16	218	7	94
17720	17	128284	128270	128484	14	214	5	94
17720	18	128284	128270	128484	14	214	5	94
17720	19	128284	128271	128487	13	216	7	94
17720	20	128289	128276	128490	13	214	6	94
17720	21	128284	128268	128484	16	216	6	94
17720	22	128283	128267	128485	16	218	7	94
17720	23	128287	128272	128485	15	213	6	94
17720	24	128289	128275	128489	14	214	6	94
17720	25	128285	128272	128484	13	212	5	94
17720	26	128286	128271	128486	15	215	6	94
17720	27	128282	128268	128482	14	214	6	94
17720	28	128291	128275	128492	16	217	6	94
17720	29	128285	128272	128488	13	216	6	95
17720	30	128283	128270	128483	13	213	6	94
17720	31	128288	128276	128488	12	212	5	94
17720	32	128291	128276	128491	15	215	6	94
17720	33	128284	128270	128484	14	214	5	94
17720	34	128287	128272	128488	15	216	7	94
17720	35	128291	128275	128489	16	214	6	94
17720	36	128283	128268	128483	15	215	7	94
17720	37	128283	128269	128484	14	215	6	94
17720	38	128285	128271	128487	14	216	6	94
17720	39	128291	128275	128490	16	215	6	94
17720	40	128287	128271	128487	16	216	6	94
17720	41	128282	128268	128485	14	217	6	94
17720	42	128285	128270	128485	15	215	6	94
17720	43	128284	128270	128485	14	215	6	94
17720	44	128286	128270	128485	16	215	6	94
17720	45	128286	128271	128485	15	214	6	94
17720	46	128286	128272	128486	14	214	7	94
17720	47	128292	128278	128493	14	215	6	94
17720	48	128285	128270	128485	15	215	6	94
17720	49	128284	128270	128485	14	215	6	94
17720	50	128286	128271	128486	15	215	6	94
17720	51	128289	128275	128489	14	214	7	94
17720	52	128285	128271	128484	14	213	6	94
17720	53	128289	128274	128489	15	215	6	94
17720	54	128285	128269	128486	16	217	6	94
17720	55	128285	128273	128485	12	212	5	94
17720	56	128284	128271	128485	13	214	6	94
17720	57	128283	128268	128483	15	215	7	94
17720	58	128285	128267	128485	18	218	6	94
17720	59	128284	128269	128483	15	214	7	94
17720	60	128284	128269	128485	15	216	6	94
17720	61	128284	128269	128484	15	215	8	94
17720	62	128290	128275	128491	15	216	7	94
17720	63	128284	128269	128483	15	214	6	94
17720	64	128284	128269	128482	15	213	6	94
17720	65	128284	128270	128484	14	214	7	94
17720	66	128286	128270	128486	16	216	7	94
17720	67	128285	128270	128484	15	214	6	94
17720	68	128288	128276	128489	12	213	6	94
17720	69	128289	128276	128489	13	213	5	94
17720	70	128284	128269	128483	15	214	6	94
17720	71	128284	128268	128484	16	216	6	94
17720	72	128285	128271	128485	14	214	6	94
17720	73	128284	128269	128483	15	214	7	94
17720	74	128286	128273	128486	13	213	6	94
17720	75	128285	128271	128485	14	214	6	94
17720	76	128287	128272	128488	15	216	7	94
17720	77	128286	128271	128487	15	216	6	94
17720	78	128294	128278	128495	16	217	8	94
17720	79	128285	128270	128485	15	215	6	94
17720	80	128286	128270	128487	16	217	7	94
17720	81	128286	128269	128487	17	218	8	94
17720	82	128284	128268	128485	16	217	6	94
17720	83	128293	128277	128493	16	216	6	94
17720	84	128283	128268	128484	15	216	7	94
17720	85	128286	128271	128487	15	216	7	94
17720	86	128284	128269	128482	15	213	6	94
17720	87	128289	128274	128492	15	218	7	94
17720	88	128290	128277	128492	13	215	6	94
17720	89	128286	128269	128486	17	217	6	94
17720	90	128284	128268	128485	16	217	7	94
17720	91	128289	128275	128491	14	216	7	94
17720	92	128285	128272	128486	13	214	7	94
17720	93	128283	128267	128482	16	215	7	94
17720	94	128286	128272	128486	14	214	5	94
17720	95	128290	128275	128489	15	214	6	94
17720	96	128286	128271	128486	15	215	6	94
17720	97	128285	128270	128486	15	216	6	94
17720	98	128289	128274	128488	15	214	6	94
17720	99	128287	128272	128487	15	215	6	94
17720	100	128284	128270	128485	14	215	6	94
17720	101	128283	128270	128483	13	213	6	94
17720	102	128290	128276	128491	14	215	6	94
17720	103	128283	128270	128482	13	212	5	94
17720	104	128285	128271	128484	14	213	6	94
17720	105	128288	128274	128488	14	214	7	94
17720	106	128284	128270	128483	14	213	6	94
17720	107	128291	128278	128491	13	213	5	94
17720	108	128288	128274	128487	14	213	6	94
17720	109	128285	128272	128485	13	213	6	94
17720	110	128289	128274	128491	15	217	7	94
17720	111	128284	128269	128482	15	213	6	94
17720	112	128289	128275	128490	14	215	6	94
17720	113	128284	128272	128484	12	212	5	94
17720	114	128287	128272	128486	15	214	6	94
17720	115	128287	128272	128488	15	216	6	94
17720	116	128284	128269	128483	15	214	6	94
17720	117	128288	128275	128489	13	214	5	94
17720	118	128285	128270	128485	15	215	7	94
17720	119	128288	128275	128487	13	212	5	94
17720	120	128281	128266	128481	15	215	6	94
17720	121	128290	128275	128489	15	214	6	94
17720	122	128284	128267	128485	17	218	6	94
17720	123	128289	128273	128489	16	216	6	94
17720	124	128285	128271	128485	14	214	6	94
17720	125	128283	128269	128483	14	214	6	94
17720	126	128291	128275	128493	16	218	6	94
17720	127	128282	128268	128482	14	214	7	94
17720	128	128289	128274	128490	15	216	6	94
17720	129	128285	128270	128484	15	214	6	94
17720	130	128282	128266	128483	16	217	6	94
17720	131	128288	128275	128488	13	213	6	94
17720	132	128286	128272	128487	14	215	6	94
17720	133	128291	128278	128490	13	212	5	94
17720	134	128284	128269	128483	15	214	6	94
17720	135	128292	128277	128492	15	215	6	94
17720	136	128285	128270	128485	15	215	6	94
17720	137	128288	128272	128489	16	217	7	94
17720	138	128280	128268	128481	12	213	6	94
17720	139	128291	128275	128491	16	216	6	94
17720	140	128282	128268	128483	14	215	6	94
17720	141	128289	128275	128491	14	216	6	94
17720	142	128286	128271	128484	15	213	6	94
17720	143	128283	128269	128482	14	213	6	94
17720	144	128290	128276	128491	14	215	6	94
17720	145	128280	128267	128479	13	212	6	94
17720	146	128291	128277	128491	14	214	5	94
17720	147	128283	128270	128483	13	213	6	94
17720	148	128290	128275	128490	15	215	6	94
17720	149	128285	128268	128485	17	217	6	94
17720	150	128290	128274	128490	16	216	6	94
17720	151	128285	128272	128486	13	214	5	94
17720	152	128281	128268	128482	13	214	6	94
17720	153	128291	128277	128495	14	218	6	95
17720	154	128284	128269	128482	15	213	6	94
17720	155	128285	128271	128486	14	215	6	94
17720	156	128291	128276	128492	15	216	6	94
17720	157	128285	128270	128486	15	216	6	94
17720	158	128290	128276	128492	14	216	7	94
17720	159	128285	128270	128485	15	215	6	94
17720	160	128285	128270	128486	15	216	7	94
17720	161	128292	128277	128492	15	215	6	94
17720	162	128284	128271	128483	13	212	5	94
17720	163	128287	128272	128486	15	214	6	94
17720	164	128291	128277	128493	14	216	6	94
17720	165	128283	128268	128484	15	216	7	94
17720	166	128287	128273	128487	14	214	5	94
17720	167	128293	128277	128492	16	215	6	94
17720	168	128284	128270	128483	14	213	6	94
17720	169	128283	128269	128482	14	213	6	94
17720	170	128284	128268	128482	16	214	6	94
17720	171	128294	128277	128494	17	217	6	94
17720	172	128284	128270	128485	14	215	6	94
17720	173	128286	128272	128486	14	214	6	94
17720	174	128284	128271	128483	13	212	6	94
17720	175	128292	128275	128492	17	217	6	94
17720	176	128287	128272	128487	15	215	6	94
17720	177	128284	128270	128485	14	215	6	94
17720	178	128285	128273	128487	12	214	5	94
17720	179	128285	128268	128486	17	218	7	94
17720	180	128290	128275	128489	15	214	6	94
17720	181	128285	128272	128484	13	212	6	94
17720	182	128282	128269	128483	13	214	6	94
17720	183	128284	128268	128484	16	216	6	94
17720	184	128285	128270	128487	15	217	6	95
17720	185	128291	128278	128492	13	214	5	94
17720	186	128284	128271	128485	13	214	6	94
17720	187	128285	128270	128486	15	216	6	94
17720	188	128288	128271	128487	17	216	7	94
17720	189	128289	128274	128490	15	216	7	94
17720	190	128288	128272	128486	16	214	6	94
17720	191	128290	128275	128490	15	215	6	94
