RUNID	ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
17540	1	16034	16034	16231	0	197	3	93
17540	2	16036	16033	16234	3	201	5	93
17540	3	16038	16038	16237	0	199	3	93
17540	4	16040	16037	16237	3	200	4	93
17540	5	16036	16035	16233	1	198	4	93
17540	6	16035	16034	16231	1	197	3	93
17540	7	16038	16033	16235	5	202	5	93
17540	8	16037	16033	16234	4	201	5	93
17540	9	16034	16033	16231	1	198	4	93
17540	10	16036	16034	16233	2	199	4	93
17540	11	16042	16039	16238	3	199	5	93
17540	12	16034	16034	16231	0	197	3	93
17540	13	16036	16035	16233	1	198	4	93
17540	14	16034	16033	16230	1	197	3	93
17540	15	16034	16033	16231	1	198	4	93
17540	16	16037	16034	16234	3	200	4	93
17540	17	16034	16033	16230	1	197	3	93
17540	18	16042	16040	16240	2	200	4	93
17540	19	16038	16035	16235	3	200	4	93
17540	20	16034	16033	16231	1	198	3	93
17540	21	16036	16035	16233	1	198	4	93
17540	22	16037	16033	16234	4	201	5	93
17540	23	16035	16033	16233	2	200	4	93
17540	24	16037	16034	16234	3	200	4	93
17540	25	16040	16038	16237	2	199	5	93
17540	26	16039	16038	16235	1	197	3	93
17540	27	16038	16035	16236	3	201	5	93
17540	28	16035	16033	16230	2	197	3	93
17540	29	16036	16033	16232	3	199	5	93
17540	30	16037	16033	16234	4	201	5	93
17540	31	16034	16034	16231	0	197	3	93
17540	32	16036	16035	16233	1	198	4	93
17540	33	16043	16040	16240	3	200	4	93
17540	34	16035	16033	16230	2	197	3	93
17540	35	16036	16034	16234	2	200	4	93
17540	36	16036	16035	16233	1	198	4	93
17540	37	16035	16032	16232	3	200	4	93
17540	38	16036	16034	16234	2	200	4	93
17540	39	16036	16035	16233	1	198	4	93
17540	40	16040	16040	16237	0	197	3	93
17540	41	16038	16036	16236	2	200	4	93
17540	42	16034	16032	16232	2	200	4	93
17540	43	16036	16034	16233	2	199	5	93
17540	44	16036	16035	16233	1	198	4	93
17540	45	16036	16033	16233	3	200	4	93
17540	46	16036	16035	16233	1	198	4	93
17540	47	16037	16036	16234	1	198	4	93
17540	48	16041	16039	16238	2	199	3	93
17540	49	16037	16034	16234	3	200	4	93
17540	50	16036	16034	16233	2	199	5	93
17540	51	16034	16033	16231	1	198	4	93
17540	52	16037	16034	16234	3	200	4	93
17540	53	16035	16032	16234	3	202	4	93
17540	54	16034	16033	16230	1	197	3	93
17540	55	16042	16040	16238	2	198	4	93
17540	56	16036	16034	16233	2	199	3	93
17540	57	16036	16033	16233	3	200	5	93
17540	58	16036	16034	16234	2	200	4	93
17540	59	16034	16034	16231	0	197	3	93
17540	60	16036	16034	16234	2	200	4	93
17540	61	16037	16033	16234	4	201	5	93
17540	62	16036	16034	16232	2	198	4	93
17540	63	16042	16039	16241	3	202	4	93
17540	64	16037	16034	16234	3	200	4	93
17540	65	16034	16033	16232	1	199	3	93
17540	66	16036	16035	16233	1	198	4	93
17540	67	16035	16033	16232	2	199	3	93
17540	68	16034	16033	16231	1	198	4	93
17540	69	16036	16033	16232	3	199	5	93
17540	70	16041	16039	16238	2	199	3	93
17540	71	16039	16037	16237	2	200	4	93
17540	72	16036	16035	16233	1	198	4	93
17540	73	16034	16034	16231	0	197	3	93
17540	74	16037	16034	16234	3	200	4	93
17540	75	16036	16033	16234	3	201	5	93
17540	76	16034	16034	16231	0	197	3	93
17540	77	16041	16038	16238	3	200	4	93
17540	78	16040	16038	16236	2	198	4	93
17540	79	16034	16033	16230	1	197	3	93
17540	80	16036	16035	16233	1	198	4	93
17540	81	16034	16033	16232	1	199	3	93
17540	82	16036	16033	16234	3	201	5	93
17540	83	16036	16034	16233	2	199	5	93
17540	84	16035	16033	16232	2	199	3	93
17540	85	16042	16040	16238	2	198	4	93
