ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	1026273	1026154	1026470	119	316	8	92
2	1026280	1026165	1026474	115	309	6	92
3	1026289	1026169	1026485	120	316	6	92
4	1026283	1026163	1026480	120	317	9	92
5	1026279	1026162	1026474	117	312	8	92
6	1026273	1026156	1026469	117	313	8	92
7	1026290	1026171	1026487	119	316	8	92
8	1026280	1026166	1026475	114	309	7	92
9	1026274	1026161	1026469	113	308	7	92
10	1026295	1026178	1026493	117	315	8	92
11	1026288	1026166	1026483	122	317	6	92
12	1026285	1026173	1026481	112	308	6	92
13	1026280	1026161	1026476	119	315	6	92
14	1026280	1026158	1026477	122	319	8	92
15	1026287	1026171	1026483	116	312	8	92
16	1026282	1026165	1026480	117	315	7	92
17	1026296	1026177	1026491	119	314	7	92
18	1026284	1026163	1026481	121	318	9	92
19	1026272	1026149	1026470	123	321	9	92
20	1026273	1026160	1026469	113	309	6	92
21	1026321	1026176	1026516	145	340	12	103
22	1026274	1026159	1026472	115	313	8	92
23	1026270	1026157	1026465	113	308	6	92
24	1026282	1026161	1026478	121	317	8	92
25	1026294	1026174	1026490	120	316	8	92
26	1026287	1026167	1026483	120	316	7	92
27	1026282	1026168	1026478	114	310	9	92
28	1026291	1026174	1026487	117	313	6	92
29	1026283	1026167	1026478	116	311	7	92
30	1026279	1026164	1026475	115	311	7	92
31	1026284	1026169	1026480	115	311	6	92
32	1026332	1026173	1026529	159	356	15	110
33	1026285	1026174	1026479	111	305	6	92
34	1026275	1026165	1026472	110	307	7	92
35	1026290	1026179	1026485	111	306	7	92
36	1026278	1026165	1026473	113	308	6	92
37	1026280	1026165	1026476	115	311	7	92
38	1026285	1026166	1026480	119	314	7	92
39	1026283	1026170	1026479	113	309	6	92
40	1026288	1026167	1026481	121	314	6	92
41	1026279	1026161	1026474	118	313	8	92
42	1026286	1026169	1026482	117	313	6	92
43	1026284	1026168	1026480	116	312	7	92
44	1026279	1026166	1026474	113	308	7	92
45	1026280	1026164	1026477	116	313	8	92
46	1026285	1026171	1026483	114	312	6	92
47	1026288	1026169	1026484	119	315	6	92
48	1026288	1026175	1026484	113	309	7	92
49	1026277	1026163	1026475	114	312	7	92
50	1026284	1026169	1026480	115	311	6	92
51	1026283	1026167	1026479	116	312	7	92
52	1026282	1026168	1026481	114	313	6	92
53	1026272	1026160	1026467	112	307	8	92
54	1026281	1026165	1026477	116	312	6	92
55	1026283	1026170	1026477	113	307	6	92
56	1026289	1026173	1026485	116	312	8	92
57	1026276	1026161	1026472	115	311	6	92
58	1026277	1026157	1026473	120	316	7	92
59	1026284	1026170	1026482	114	312	10	92
60	1026275	1026158	1026472	117	314	7	92
61	1026276	1026161	1026472	115	311	8	92
62	1026293	1026176	1026488	117	312	7	92
63	1026286	1026169	1026480	117	311	8	92
64	1026275	1026161	1026471	114	310	6	92
65	1026285	1026171	1026482	114	311	7	92
66	1026292	1026175	1026487	117	312	7	92
67	1026287	1026176	1026483	111	307	6	92
68	1026279	1026160	1026475	119	315	7	92
69	1026291	1026173	1026486	118	313	6	92
70	1026289	1026170	1026485	119	315	6	92
71	1026275	1026158	1026470	117	312	6	92
72	1026286	1026168	1026481	118	313	6	92
73	1026293	1026182	1026488	111	306	6	92
74	1026283	1026167	1026479	116	312	7	92
75	1026284	1026168	1026481	116	313	9	92
76	1026278	1026163	1026473	115	310	6	92
77	1026283	1026170	1026479	113	309	6	92
78	1026279	1026164	1026475	115	311	7	92
79	1026273	1026165	1026471	108	306	6	92
80	1026290	1026171	1026486	119	315	9	92
81	1026272	1026159	1026468	113	309	6	92
82	1026273	1026158	1026468	115	310	6	92
83	1026280	1026168	1026476	112	308	6	92
84	1026289	1026171	1026484	118	313	7	92
85	1026282	1026166	1026477	116	311	6	92
86	1026281	1026168	1026479	113	311	7	92
87	1026288	1026167	1026485	121	318	9	92
88	1026281	1026165	1026476	116	311	6	92
89	1026292	1026172	1026487	120	315	7	92
90	1026284	1026171	1026480	113	309	6	92
91	1026294	1026176	1026489	118	313	8	92
92	1026283	1026168	1026479	115	311	6	92
93	1026285	1026168	1026480	117	312	8	92
94	1026290	1026169	1026486	121	317	7	92
95	1026278	1026157	1026474	121	317	6	92
96	1026282	1026167	1026478	115	311	6	92
97	1026280	1026163	1026475	117	312	7	92
98	1026296	1026178	1026491	118	313	7	92
99	1026281	1026166	1026476	115	310	8	92
100	1026286	1026172	1026483	114	311	6	92
101	1026284	1026168	1026478	116	310	6	92
102	1026279	1026164	1026476	115	312	7	92
103	1026274	1026161	1026468	113	307	7	92
104	1026274	1026161	1026469	113	308	6	92
105	1026319	1026180	1026516	139	336	13	103
106	1026284	1026168	1026479	116	311	6	92
107	1026271	1026158	1026468	113	310	6	92
108	1026279	1026166	1026474	113	308	6	92
109	1026279	1026162	1026476	117	314	7	92
110	1026277	1026161	1026472	116	311	6	92
111	1026278	1026159	1026473	119	314	7	92
112	1026290	1026168	1026485	122	317	9	92
113	1026292	1026173	1026490	119	317	7	92
114	1026281	1026164	1026477	117	313	6	92
115	1026286	1026169	1026482	117	313	7	92
116	1026286	1026173	1026482	113	309	6	92
117	1026339	1026174	1026532	165	358	12	110
118	1026277	1026159	1026474	118	315	6	92
119	1026277	1026163	1026473	114	310	6	92
120	1026278	1026162	1026472	116	310	6	92
121	1026278	1026165	1026475	113	310	7	92
122	1026283	1026168	1026477	115	309	6	92
123	1026284	1026169	1026480	115	311	7	92
124	1026281	1026163	1026476	118	313	6	92
125	1026294	1026176	1026490	118	314	7	92
126	1026281	1026162	1026479	119	317	8	92
127	1026273	1026161	1026469	112	308	8	92
128	1026286	1026158	1026481	128	323	8	92
129	1026279	1026169	1026476	110	307	7	92
130	1026275	1026158	1026472	117	314	6	92
131	1026282	1026158	1026477	124	319	7	92
132	1026280	1026163	1026477	117	314	8	92
133	1026277	1026162	1026473	115	311	7	92
134	1026273	1026162	1026468	111	306	6	92
135	1026290	1026167	1026485	123	318	8	92
136	1026286	1026173	1026482	113	309	6	92
137	1026289	1026169	1026484	120	315	8	92
138	1026275	1026162	1026470	113	308	7	92
