ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	256579	256548	256779	31	231	6	94
2	256572	256546	256774	26	228	7	94
3	256571	256540	256769	31	229	6	94
4	256580	256548	256779	32	231	7	94
5	256581	256552	256782	29	230	7	94
6	256574	256546	256777	28	231	7	94
7	256573	256542	256774	31	232	8	94
8	256572	256544	256773	28	229	7	94
9	256572	256542	256773	30	231	6	94
10	256574	256544	256775	30	231	7	94
11	256571	256540	256770	31	230	7	94
12	256571	256542	256771	29	229	8	94
13	256573	256544	256774	29	230	6	94
14	256573	256544	256773	29	229	6	94
15	256566	256537	256766	29	229	6	94
16	256574	256545	256775	29	230	7	94
17	256574	256543	256774	31	231	6	94
18	256572	256544	256774	28	230	7	94
19	256582	256552	256782	30	230	6	94
20	256573	256544	256775	29	231	7	94
21	256572	256544	256772	28	228	6	94
22	256574	256545	256776	29	231	6	94
23	256580	256550	256780	30	230	6	94
24	256568	256538	256769	30	231	7	94
25	256572	256544	256774	28	230	6	94
26	256579	256548	256778	31	230	6	94
27	256569	256542	256769	27	227	5	94
28	256572	256546	256773	26	227	7	94
29	256574	256544	256776	30	232	8	94
30	256573	256540	256774	33	234	7	94
31	256579	256550	256778	29	228	7	94
32	256576	256546	256777	30	231	8	94
33	256575	256545	256775	30	230	6	94
34	256573	256544	256774	29	230	7	94
35	256576	256546	256776	30	230	7	94
36	256569	256539	256769	30	230	7	94
37	256581	256552	256782	29	230	7	94
38	256573	256545	256775	28	230	7	94
39	256568	256541	256768	27	227	6	94
40	256575	256546	256777	29	231	7	94
41	256567	256538	256766	29	228	7	94
42	256576	256546	256775	30	229	7	94
43	256578	256547	256778	31	231	8	94
44	256569	256542	256771	27	229	8	94
45	256574	256543	256775	31	232	7	94
46	256578	256549	256779	29	230	7	94
47	256573	256542	256774	31	232	6	94
48	256581	256550	256779	31	229	7	94
49	256568	256539	256767	29	228	6	94
50	256576	256547	256775	29	228	7	94
51	256569	256540	256770	29	230	7	94
52	256573	256543	256772	30	229	6	94
53	256569	256539	256770	30	231	6	94
54	256575	256546	256775	29	229	6	94
55	256576	256546	256776	30	230	6	94
56	256570	256539	256770	31	231	7	94
57	256571	256541	256770	30	229	7	94
58	256579	256550	256779	29	229	7	94
59	256571	256539	256770	32	231	6	94
60	256574	256544	256774	30	230	8	94
61	256578	256546	256778	32	232	7	94
62	256574	256541	256774	33	233	7	94
63	256574	256546	256775	28	229	6	94
64	256578	256552	256780	26	228	7	94
65	256576	256544	256776	32	232	6	94
66	256568	256540	256768	28	228	7	94
67	256578	256549	256779	29	230	6	94
68	256577	256548	256777	29	229	8	94
69	256575	256548	256774	27	226	6	94
70	256572	256546	256772	26	226	6	94
71	256571	256540	256770	31	230	7	94
72	256569	256540	256769	29	229	6	94
73	256572	256544	256772	28	228	6	94
74	256574	256544	256773	30	229	7	94
75	256576	256546	256774	30	228	6	94
76	256568	256538	256769	30	231	6	94
77	256573	256544	256773	29	229	6	94
78	256577	256547	256776	30	229	7	94
79	256572	256544	256773	28	229	6	94
80	256567	256538	256767	29	229	6	94
81	256575	256544	256776	31	232	7	94
82	256571	256541	256770	30	229	6	94
83	256569	256540	256768	29	228	7	94
84	256568	256539	256769	29	230	6	94
85	256575	256546	256776	29	230	7	94
86	256572	256543	256773	29	230	6	94
87	256568	256540	256767	28	227	6	94
88	256570	256541	256770	29	229	6	94
89	256582	256552	256782	30	230	7	94
90	256580	256551	256781	29	230	6	94
91	256574	256545	256774	29	229	6	94
92	256578	256552	256778	26	226	6	94
93	256572	256542	256772	30	230	7	94
94	256572	256544	256771	28	227	7	94
95	256568	256539	256769	29	230	7	94
96	256577	256547	256778	30	231	6	94
97	256577	256548	256778	29	230	6	94
98	256578	256547	256778	31	231	7	94
99	256575	256545	256776	30	231	6	94
100	256572	256543	256771	29	228	7	94
101	256574	256545	256775	29	230	7	94
102	256578	256551	256778	27	227	7	94
103	256580	256544	256779	36	235	7	94
104	256573	256542	256773	31	231	8	94
105	256577	256547	256777	30	230	6	94
106	256583	256552	256784	31	232	7	94
107	256579	256549	256778	30	229	8	94
108	256574	256545	256775	29	230	6	94
109	256568	256538	256768	30	230	6	94
110	256572	256543	256774	29	231	7	94
111	256578	256550	256781	28	231	7	94
112	256573	256542	256774	31	232	6	94
113	256576	256550	256775	26	225	6	94
114	256573	256540	256772	33	232	7	94
115	256570	256542	256769	28	227	6	94
116	256576	256549	256776	27	227	6	94
117	256584	256550	256784	34	234	8	94
118	256572	256540	256772	32	232	6	94
119	256570	256542	256770	28	228	7	94
120	256583	256557	256783	26	226	7	94
121	256574	256547	256774	27	227	6	94
