RUNID	ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
17600	1	32069	32067	32268	2	201	4	93
17600	2	32070	32067	32266	3	199	4	93
17600	3	32070	32067	32268	3	201	4	93
17600	4	32078	32072	32275	6	203	5	93
17600	5	32070	32066	32266	4	200	5	93
17600	6	32070	32065	32267	5	202	5	93
17600	7	32074	32069	32271	5	202	5	93
17600	8	32076	32071	32272	5	201	5	93
17600	9	32074	32070	32271	4	201	4	93
17600	10	32070	32066	32266	4	200	4	93
17600	11	32076	32073	32272	3	199	4	93
17600	12	32072	32068	32270	4	202	4	93
17600	13	32069	32066	32266	3	200	5	93
17600	14	32071	32067	32268	4	201	4	93
17600	15	32076	32072	32272	4	200	5	93
17600	16	32071	32068	32268	3	200	4	93
17600	17	32070	32067	32267	3	200	5	93
17600	18	32076	32073	32272	3	199	4	93
17600	19	32070	32066	32268	4	202	5	93
17600	20	32071	32067	32270	4	203	5	93
17600	21	32070	32066	32268	4	202	5	93
17600	22	32076	32073	32272	3	199	4	93
17600	23	32070	32066	32268	4	202	5	93
17600	24	32072	32067	32271	5	204	4	93
17600	25	32076	32072	32274	4	202	5	93
17600	26	32070	32066	32267	4	201	4	93
17600	27	32069	32066	32268	3	202	5	93
17600	28	32072	32068	32268	4	200	4	93
17600	29	32076	32073	32274	3	201	4	93
17600	30	32070	32067	32268	3	201	4	93
17600	31	32070	32068	32267	2	199	4	93
17600	32	32072	32068	32268	4	200	4	93
17600	33	32076	32072	32272	4	200	5	93
17600	34	32069	32066	32268	3	202	5	93
17600	35	32070	32067	32266	3	199	4	93
17600	36	32075	32070	32272	5	202	5	93
17600	37	32075	32072	32271	3	199	4	93
17600	38	32069	32067	32268	2	201	4	93
17600	39	32070	32066	32266	4	200	5	93
17600	40	32076	32072	32275	4	203	4	93
17600	41	32070	32066	32268	4	202	5	93
17600	42	32071	32067	32267	4	200	5	93
17600	43	32070	32067	32266	3	199	4	93
17600	44	32076	32073	32272	3	199	4	93
17600	45	32070	32067	32268	3	201	4	93
17600	46	32070	32067	32266	3	199	4	93
17600	47	32070	32067	32266	3	199	4	93
17600	48	32076	32072	32274	4	202	5	93
17600	49	32072	32068	32270	4	202	4	93
17600	50	32070	32067	32266	3	199	4	93
17600	51	32074	32071	32271	3	200	5	93
17600	52	32075	32072	32271	3	199	4	93
17600	53	32072	32068	32268	4	200	4	93
17600	54	32070	32068	32267	2	199	4	93
17600	55	32076	32071	32272	5	201	5	93
17600	56	32070	32067	32268	3	201	4	93
17600	57	32072	32068	32269	4	201	5	93
17600	58	32070	32067	32268	3	201	4	93
17600	59	32080	32073	32279	7	206	6	93
17600	60	32071	32067	32268	4	201	4	93
17600	61	32073	32068	32270	5	202	4	93
17600	62	32069	32066	32266	3	200	5	93
17600	63	32076	32073	32274	3	201	4	93
17600	64	32073	32069	32271	4	202	5	93
17600	65	32073	32069	32269	4	200	4	93
17600	66	32072	32069	32270	3	201	4	93
17600	67	32075	32072	32273	3	201	4	93
17600	68	32071	32067	32268	4	201	4	93
17600	69	32072	32066	32268	6	202	5	93
17600	70	32076	32071	32273	5	202	5	93
17600	71	32072	32069	32268	3	199	4	93
17600	72	32070	32066	32266	4	200	5	93
17600	73	32072	32067	32267	5	200	4	93
17600	74	32076	32074	32273	2	199	4	93
17600	75	32069	32067	32266	2	199	4	93
17600	76	32070	32066	32268	4	202	5	93
17600	77	32072	32068	32268	4	200	4	93
17600	78	32076	32073	32274	3	201	4	93
17600	79	32071	32066	32268	5	202	5	93
17600	80	32069	32067	32268	2	201	4	93
17600	81	32073	32068	32270	5	202	4	93
17600	82	32075	32073	32274	2	201	4	93
17600	83	32070	32066	32266	4	200	5	93
17600	84	32070	32067	32266	3	199	4	93
17600	85	32078	32074	32274	4	200	4	93
17600	86	32072	32068	32268	4	200	5	93
17600	87	32070	32067	32266	3	199	4	93
17600	88	32071	32067	32268	4	201	4	93
17600	89	32078	32073	32276	5	203	5	93
17600	90	32070	32067	32267	3	200	4	93
17600	91	32070	32067	32266	3	199	4	93
