ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	513138	513081	513337	57	256	6	94
2	513140	513081	513341	59	260	7	94
3	513146	513086	513345	60	259	7	94
4	513146	513091	513345	55	254	8	94
5	513142	513085	513343	57	258	8	94
6	513147	513086	513347	61	261	8	94
7	513144	513089	513343	55	254	6	94
8	513142	513083	513342	59	259	7	94
9	513144	513086	513344	58	258	8	94
10	513144	513088	513344	56	256	6	94
11	513135	513073	513333	62	260	7	94
12	513143	513085	513341	58	256	6	94
13	513151	513092	513350	59	258	8	94
14	513148	513091	513347	57	256	7	94
15	513137	513077	513336	60	259	8	94
16	513140	513082	513339	58	257	8	94
17	513139	513084	513339	55	255	6	94
18	513137	513080	513335	57	255	6	94
19	513150	513092	513350	58	258	7	94
20	513155	513097	513354	58	257	7	94
21	513140	513078	513339	62	261	8	94
22	513142	513084	513343	58	259	8	94
23	513143	513089	513342	54	253	7	94
24	513139	513083	513338	56	255	6	94
25	513140	513083	513339	57	256	6	94
26	513146	513088	513348	58	260	7	94
27	513155	513097	513354	58	257	6	94
28	513149	513093	513348	56	255	6	94
29	513138	513080	513337	58	257	6	94
30	513147	513089	513347	58	258	7	94
31	513138	513081	513336	57	255	7	94
32	513144	513087	513343	57	256	8	94
33	513144	513083	513341	61	258	6	94
34	513144	513083	513344	61	261	7	94
35	513145	513086	513343	59	257	6	94
36	513145	513086	513345	59	259	7	94
37	513144	513086	513344	58	258	6	94
38	513141	513080	513339	61	259	7	94
39	513145	513088	513344	57	256	6	94
40	513151	513095	513352	56	257	7	94
41	513149	513092	513349	57	257	8	94
42	513147	513087	513346	60	259	6	94
43	513148	513090	513346	58	256	6	94
44	513148	513091	513346	57	255	7	94
45	513143	513087	513344	56	257	7	94
46	513142	513086	513340	56	254	6	94
47	513140	513080	513339	60	259	7	94
48	513150	513088	513350	62	262	6	94
49	513148	513092	513346	56	254	6	94
50	513145	513085	513345	60	260	7	94
51	513141	513082	513341	59	259	6	94
52	513142	513083	513340	59	257	7	94
53	513148	513088	513346	60	258	6	94
54	513141	513084	513341	57	257	7	94
55	513152	513096	513352	56	256	6	94
56	513141	513085	513339	56	254	6	94
57	513137	513077	513336	60	259	6	94
58	513141	513083	513343	58	260	7	94
59	513138	513080	513336	58	256	6	94
60	513140	513079	513339	61	260	6	94
61	513136	513078	513334	58	256	7	94
62	513147	513088	513347	59	259	6	94
63	513145	513089	513343	56	254	6	94
64	513146	513086	513345	60	259	7	94
65	513142	513084	513340	58	256	7	94
66	513143	513085	513339	58	254	6	94
67	513144	513084	513343	60	259	6	94
68	513141	513084	513340	57	256	7	94
69	513147	513088	513345	59	257	6	94
70	513141	513084	513341	57	257	6	94
71	513132	513075	513331	57	256	6	94
72	513146	513082	513346	64	264	8	94
73	513141	513082	513340	59	258	7	94
74	513144	513086	513342	58	256	7	94
75	513145	513089	513344	56	255	6	94
76	513150	513090	513349	60	259	7	94
77	513147	513089	513347	58	258	6	94
78	513143	513085	513343	58	258	6	94
79	513137	513079	513336	58	257	6	94
80	513141	513081	513342	60	261	6	94
81	513140	513083	513338	57	255	6	94
82	513142	513085	513341	57	256	8	94
83	513146	513088	513347	58	259	6	94
84	513146	513092	513345	54	253	6	94
85	513141	513085	513343	56	258	7	94
86	513145	513087	513346	58	259	7	94
87	513144	513087	513345	57	258	7	94
88	513142	513084	513340	58	256	8	94
89	513137	513080	513338	57	258	7	94
90	513145	513085	513345	60	260	7	94
91	513140	513085	513341	55	256	6	94
92	513149	513090	513347	59	257	7	94
93	513140	513079	513339	61	260	6	94
94	513144	513088	513345	56	257	6	94
95	513147	513090	513346	57	256	6	94
96	513147	513089	513345	58	256	8	94
97	513140	513084	513337	56	253	6	94
98	513145	513084	513344	61	260	7	94
99	513146	513084	513345	62	261	7	94
100	513146	513087	513346	59	259	7	94
101	513139	513082	513338	57	256	6	94
102	513147	513091	513346	56	255	6	94
103	513143	513087	513341	56	254	6	94
104	513146	513089	513345	57	256	6	94
105	513148	513088	513348	60	260	6	94
106	513147	513088	513347	59	259	7	94
107	513141	513087	513339	54	252	6	94
