ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	64145	64138	64362	7	224	5	102
2	64141	64134	64358	7	224	6	102
3	64143	64137	64359	6	222	5	102
4	64143	64137	64361	6	224	6	102
5	64140	64134	64357	6	223	6	102
6	64144	64136	64362	8	226	6	102
7	64140	64133	64355	7	222	5	102
8	64144	64138	64361	6	223	6	102
9	64144	64136	64362	8	226	7	102
10	64144	64138	64362	6	224	5	102
11	64144	64137	64361	7	224	6	102
12	64139	64131	64357	8	226	6	102
13	64145	64138	64362	7	224	6	102
14	64140	64132	64356	8	224	6	102
15	64147	64140	64365	7	225	5	102
16	64140	64134	64358	6	224	5	102
17	64146	64136	64361	10	225	6	102
18	64138	64133	64355	5	222	5	102
19	64143	64136	64361	7	225	6	102
20	64141	64133	64360	8	227	7	102
21	64141	64136	64358	5	222	5	102
22	64145	64137	64361	8	224	6	102
23	64140	64133	64357	7	224	6	102
24	64144	64137	64362	7	225	5	102
25	64139	64131	64357	8	226	6	102
26	64145	64137	64362	8	225	7	102
27	64139	64132	64355	7	223	6	102
28	64144	64137	64360	7	223	6	102
29	64142	64134	64360	8	226	6	102
30	64140	64133	64356	7	223	6	102
31	64144	64136	64360	8	224	6	102
32	64138	64133	64355	5	222	5	102
33	64145	64138	64362	7	224	6	102
34	64140	64134	64358	6	224	7	102
35	64146	64138	64362	8	224	6	102
36	64140	64132	64358	8	226	6	102
37	64146	64138	64364	8	226	6	102
38	64139	64132	64355	7	223	6	102
39	64143	64136	64359	7	223	6	102
40	64142	64134	64358	8	224	6	102
41	64142	64136	64359	6	223	5	102
42	64148	64139	64365	9	226	6	102
43	64141	64134	64358	7	224	5	102
44	64145	64136	64362	9	226	6	102
45	64138	64132	64356	6	224	7	102
46	64144	64135	64360	9	225	6	102
47	64146	64139	64364	7	225	6	102
48	64143	64135	64361	8	226	6	102
49	64142	64133	64358	9	225	8	102
50	64141	64134	64358	7	224	5	102
51	64142	64133	64360	9	227	7	102
52	64143	64136	64358	7	222	5	102
53	64147	64139	64364	8	225	6	102
54	64141	64134	64359	7	225	6	102
55	64144	64136	64360	8	224	6	102
56	64142	64134	64361	8	227	6	102
57	64144	64137	64360	7	223	5	102
58	64140	64132	64354	8	222	7	102
59	64147	64134	64365	13	231	7	102
60	64143	64138	64361	5	223	6	102
61	64148	64142	64365	6	223	6	102
62	64143	64135	64361	8	226	6	102
63	64141	64133	64359	8	226	7	102
64	64144	64137	64360	7	223	5	102
65	64140	64134	64356	6	222	5	102
66	64147	64136	64362	10	226	6	102
67	64144	64138	64362	6	224	5	102
68	64144	64136	64361	8	225	5	102
69	64141	64136	64358	5	222	5	102
70	64141	64131	64360	10	229	6	102
71	64139	64131	64355	8	224	7	102
72	64146	64136	64363	10	227	7	102
73	64142	64133	64358	9	225	7	102
74	64144	64135	64361	9	226	7	102
75	64146	64137	64363	9	226	6	102
76	64142	64136	64358	6	222	5	102
77	64147	64138	64364	9	226	6	102
78	64139	64132	64356	7	224	7	102
79	64142	64133	64360	9	227	6	102
80	64142	64136	64358	6	222	5	102
81	64145	64136	64362	9	226	7	102
82	64143	64136	64359	7	223	6	102
83	64142	64133	64357	9	224	6	102
84	64142	64135	64359	7	224	6	102
85	64538	64139	64751	399	612	9	103
86	64147	64139	64363	8	224	6	102
87	64141	64134	64357	7	223	6	102
88	64144	64135	64361	9	226	6	102
89	64273	64145	64489	128	344	6	103
90	64147	64140	64364	7	224	6	102
91	64139	64134	64356	5	222	5	102
92	64143	64136	64359	7	223	5	102
93	64140	64135	64357	5	222	5	102
94	64147	64140	64365	7	225	6	102
95	64144	64136	64359	8	223	5	102
96	64141	64135	64359	6	224	5	102
97	64142	64133	64359	9	226	7	102
98	64145	64134	64361	11	227	6	102
99	64144	64136	64361	8	225	6	102
100	64141	64131	64359	10	228	7	102
101	64143	64136	64360	7	224	6	102
102	64142	64135	64359	7	224	5	102
103	64149	64141	64364	8	223	5	102
104	64140	64135	64357	5	222	5	102
105	64140	64134	64357	6	223	6	102
106	64142	64134	64359	8	225	7	102
107	64145	64138	64361	7	223	6	102
108	64145	64136	64361	9	225	7	102
109	64140	64133	64357	7	224	6	102
110	64143	64135	64362	8	227	7	102
111	64142	64134	64358	8	224	6	102
112	64146	64139	64363	7	224	6	102
113	64141	64135	64359	6	224	7	102
114	64141	64136	64358	5	222	5	102
115	64142	64136	64360	6	224	7	102
116	64144	64137	64362	7	225	6	102
117	64147	64138	64362	9	224	6	102
118	64139	64132	64355	7	223	6	102
119	64142	64135	64358	7	223	5	102
120	64145	64139	64362	6	223	6	102
121	64143	64134	64362	9	228	7	102
122	64143	64136	64360	7	224	7	102
123	64145	64136	64362	9	226	6	102
124	64144	64137	64363	7	226	7	102
125	64140	64133	64356	7	223	6	102
126	64143	64135	64359	8	224	6	102
127	64143	64135	64359	8	224	6	102
128	64142	64135	64359	7	224	6	102
129	64143	64135	64358	8	223	6	102
130	64145	64136	64361	9	225	6	102
131	64139	64133	64356	6	223	6	102
132	64145	64138	64362	7	224	6	102
133	64140	64128	64353	11	225	6	102
134	64142	64134	64357	8	223	5	102
135	64143	64136	64360	7	224	7	102
136	64140	64133	64356	7	223	6	102
137	64146	64136	64361	10	225	6	102
138	64139	64133	64355	6	222	5	102
