ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	128255	128253	128514	2	261	4	124
2	128259	128254	128518	5	264	4	124
3	128248	128248	128510	0	262	3	124
4	128253	128252	128515	1	263	4	124
5	128255	128254	128516	1	262	3	124
6	128252	128252	128518	0	266	4	124
7	128249	128249	128513	0	264	3	124
8	128254	128253	128518	1	265	4	124
9	128249	128248	128511	1	263	4	124
10	128250	128250	128514	0	264	3	124
11	128254	128252	128516	2	264	4	124
12	128248	128249	128512	-1	263	4	124
13	128253	128253	128518	0	265	4	124
14	128249	128249	128511	0	262	3	124
15	128254	128252	128518	2	266	5	124
16	128249	128249	128513	0	264	3	124
17	128250	128248	128512	2	264	5	124
18	128253	128253	128516	0	263	4	124
19	128250	128248	128515	2	267	4	124
20	128254	128254	128516	0	262	3	124
21	128252	128251	128514	1	263	4	124
22	128249	128247	128511	2	264	4	124
23	128254	128253	128517	1	264	3	124
24	128249	128248	128510	1	262	3	124
25	128254	128254	128516	0	262	3	124
26	128248	128247	128510	1	263	4	124
27	128253	128252	128515	1	263	4	124
28	128250	128248	128512	2	264	3	124
29	128254	128253	128517	1	264	3	124
30	128249	128249	128512	0	263	4	124
31	128253	128252	128516	1	264	3	124
32	128254	128253	128517	1	264	3	124
33	128250	128248	128512	1	264	5	124
34	128253	128253	128516	0	263	4	124
35	128248	128248	128510	0	262	3	124
36	128254	128252	128516	2	264	5	124
37	128254	128252	128517	2	265	4	124
38	128249	128249	128513	0	264	3	124
39	128254	128251	128515	3	264	4	124
40	128250	128251	128513	-1	262	3	124
41	128254	128253	128518	1	265	4	124
42	128249	128248	128512	1	264	5	124
43	128254	128254	128516	0	262	3	124
44	128249	128248	128513	1	265	3	124
45	128254	128254	128518	0	264	3	124
46	128251	128252	128514	-1	262	3	124
47	128253	128253	128517	0	264	3	124
48	128259	128254	128524	5	270	4	125
49	128249	128248	128512	1	264	5	124
50	128253	128252	128518	1	266	3	124
51	128249	128249	128511	0	262	3	124
52	128254	128253	128518	1	265	4	124
53	128249	128248	128513	1	265	4	124
54	128254	128253	128517	1	264	3	124
55	128250	128249	128513	1	264	3	124
56	128255	128254	128519	1	265	3	124
57	128250	128250	128514	0	264	3	124
58	128254	128253	128516	1	263	4	124
59	128250	128250	128512	0	262	3	124
60	128253	128253	128517	0	264	3	124
61	128254	128255	128517	-1	262	3	124
62	128248	128247	128513	1	266	5	124
63	128254	128253	128517	1	264	3	124
64	128249	128250	128512	-1	262	3	124
65	128253	128253	128517	0	264	3	124
66	128254	128253	128518	0	265	4	124
67	128248	128248	128511	0	263	4	124
68	128254	128253	128517	1	264	3	124
69	128249	128248	128510	1	262	3	124
70	128254	128253	128518	1	265	4	124
71	128254	128253	128518	1	265	4	124
72	128248	128248	128511	0	263	4	124
73	128253	128251	128515	2	264	5	124
74	128253	128252	128515	1	263	4	124
75	128250	128249	128515	1	266	3	124
76	128253	128252	128518	1	266	3	124
77	128254	128253	128515	1	262	3	124
78	128249	128248	128511	1	263	4	124
79	128253	128253	128515	0	262	3	124
80	128251	128250	128513	1	263	4	124
81	128254	128252	128516	2	264	5	124
82	128255	128255	128517	0	262	3	124
83	128253	128253	128515	0	262	3	124
84	128248	128246	128511	2	265	5	124
85	128253	128252	128514	1	262	3	124
86	128252	128252	128514	0	262	3	124
87	128249	128248	128510	1	262	3	124
88	128253	128252	128514	1	262	3	124
89	128251	128249	128517	2	268	5	124
90	128811	128260	129070	551	810	5	125
91	128249	128247	128512	2	265	4	124
92	128253	128253	128516	0	263	4	124
93	128251	128250	128512	1	262	3	124
94	128253	128253	128515	0	262	3	124
95	128257	128253	128521	4	268	5	125
96	128252	128252	128516	0	264	3	124
97	128253	128253	128516	0	263	4	124
98	128249	128248	128513	1	265	4	124
99	128253	128252	128517	1	265	4	124
100	128250	128247	128510	2	263	4	124
101	128254	128254	128517	0	263	3	124
102	128248	128249	128511	-1	262	3	124
103	128254	128254	128516	0	262	3	124
104	128248	128244	128511	4	267	6	124
105	128254	128255	128517	-1	262	3	124
106	128248	128249	128511	-1	262	3	124
107	128255	128253	128519	2	266	5	124
108	128249	128249	128511	0	262	3	124
109	128253	128254	128516	-1	262	3	124
110	128249	128248	128514	1	266	3	124
111	128254	128253	128515	1	262	3	124
112	128249	128248	128510	1	262	3	124
113	128249	128249	128513	0	264	3	124
114	128254	128252	128515	2	263	4	124
115	128250	128249	128513	1	264	3	124
116	128249	128250	128512	-1	262	3	124
117	128254	128254	128518	0	264	3	124
118	128248	128248	128510	0	262	3	124
119	128253	128252	128517	1	265	4	124
120	128251	128251	128515	0	264	5	124
121	128250	128249	128513	1	264	3	124
122	128253	128253	128517	0	264	5	124
123	128250	128249	128512	1	263	4	124
124	128250	128250	128514	0	264	3	124
125	128254	128253	128517	1	264	3	124
126	128249	128249	128513	0	264	3	124
127	128249	128248	128511	1	263	4	124
128	128254	128254	128517	0	263	4	124
129	128249	128249	128511	0	262	3	124
130	128254	128254	128518	0	264	3	124
131	128249	128248	128513	1	265	5	124
132	128249	128249	128512	0	263	4	124
133	128254	128252	128517	1	265	4	124
134	128248	128249	128511	-1	262	3	124
135	128253	128253	128516	0	263	4	124
136	128249	128248	128511	1	263	4	124
137	128253	128254	128516	-1	262	3	124
138	128249	128249	128511	0	262	3	124
139	128251	128249	128514	2	265	5	124
140	128254	128254	128516	0	262	3	124
141	128250	128249	128513	1	264	3	124
142	128260	128256	128521	4	265	4	124
143	128249	128248	128510	1	262	3	124
144	128253	128253	128515	0	262	3	124
145	128253	128253	128516	0	263	4	124
146	128247	128248	128511	-1	263	4	124
147	128253	128253	128517	0	264	3	124
148	128252	128250	128514	2	264	5	124
149	128248	128248	128513	0	265	4	124
150	128254	128254	128516	0	262	3	124
151	128253	128253	128515	0	262	3	124
152	128253	128253	128515	0	262	3	124
153	128247	128247	128509	0	262	3	124
154	128254	128253	128515	1	262	3	124
155	128252	128250	128513	2	263	4	124
156	128253	128253	128517	0	264	3	124
157	128252	128252	128514	0	262	3	124
158	128250	128250	128512	0	262	3	124
159	128250	128250	128513	0	263	4	124
160	128252	128251	128516	1	265	4	124
161	128253	128253	128518	0	265	4	124
162	128252	128252	128514	0	262	3	124
163	128248	128248	128511	0	263	3	124
164	128252	128252	128516	0	264	3	124
165	128252	128252	128515	0	263	4	124
166	128254	128253	128515	1	262	3	124
167	128253	128251	128513	1	262	3	124
168	128254	128253	128515	1	262	3	124
169	128252	128252	128514	0	262	3	124
170	128250	128250	128514	0	264	5	124
171	128250	128249	128512	1	263	4	124
172	128253	128252	128516	1	264	3	124
173	128253	128252	128516	1	264	3	124
174	128252	128251	128517	1	266	5	124
175	128253	128252	128514	1	262	3	124
176	128253	128252	128516	1	264	3	124
177	128252	128251	128514	1	263	4	124
178	128252	128252	128517	0	265	4	124
179	128250	128249	128513	1	264	3	124
180	128253	128252	128516	1	264	3	124
181	128253	128253	128515	0	262	3	124
182	128251	128251	128513	0	262	3	124
183	128248	128246	128512	2	266	5	124
184	128254	128252	128515	2	263	4	124
185	128249	128250	128512	-1	262	3	124
186	128249	128249	128511	0	262	3	124
187	128250	128248	128514	2	266	5	124
188	128260	128256	128523	4	267	5	125
189	128254	128253	128515	1	262	3	124
190	128249	128250	128512	-1	262	3	124
191	128251	128251	128513	0	262	3	124
192	128251	128250	128514	1	264	3	124
193	128251	128250	128514	1	264	3	124
194	128251	128250	128513	1	263	4	124
195	128250	128250	128514	0	264	4	124
196	128256	128257	128519	-1	262	3	124
197	128252	128252	128517	0	265	4	124
198	128251	128250	128514	1	264	3	124
199	128249	128249	128512	0	263	4	124
200	128255	128253	128515	1	262	3	124
201	128250	128250	128514	0	264	3	124
202	128634	128251	128893	383	642	6	125
203	128255	128253	128516	2	263	4	124
204	128249	128248	128513	1	265	4	124
205	128250	128248	128510	2	262	3	124
206	128249	128250	128512	-1	262	3	124
207	128255	128255	128519	0	264	3	124
208	128250	128249	128512	1	263	4	124
209	128249	128249	128513	0	264	3	124
210	128250	128250	128512	0	262	3	124
211	128250	128250	128514	0	264	3	124
212	128254	128253	128517	1	264	5	124
213	128253	128252	128516	1	264	3	124
214	128249	128249	128511	0	262	3	124
215	128249	128249	128511	0	262	3	124
216	128255	128253	128516	2	263	4	124
217	128249	128247	128512	2	265	4	124
218	128248	128248	128512	0	264	4	124
219	128250	128249	128512	1	263	4	124
220	128254	128253	128519	1	266	5	124
221	128249	128248	128512	1	264	3	124
222	128251	128250	128512	1	262	3	124
223	128251	128251	128515	0	264	4	124
224	128254	128254	128516	0	262	3	124
225	128253	128252	128516	1	264	3	124
226	128253	128251	128514	2	263	4	124
227	128249	128249	128513	0	264	3	124
228	128253	128252	128514	1	262	3	124
229	128253	128251	128516	2	265	4	124
230	128252	128252	128515	0	263	4	124
231	128248	128248	128510	0	262	3	124
232	128253	128253	128515	0	262	3	124
233	128253	128253	128515	0	262	3	124
234	128252	128250	128514	1	264	5	124
235	128259	128255	128521	4	266	4	125
236	128248	128247	128509	1	262	3	124
237	128252	128252	128514	0	262	3	124
238	128252	128252	128515	0	263	4	124
239	128252	128252	128514	0	262	3	124
240	128249	128250	128513	-1	263	4	124
241	128249	128249	128513	0	264	3	124
242	128253	128254	128516	-1	262	3	124
243	128250	128248	128513	2	265	4	124
244	128253	128253	128515	0	262	3	124
245	128250	128249	128511	1	262	3	124
246	128254	128253	128517	1	264	3	124
247	128251	128249	128511	2	262	3	124
248	128253	128253	128517	0	264	3	124
249	128249	128248	128510	1	262	3	124
250	128253	128252	128518	1	266	5	124
251	128253	128251	128517	2	266	5	124
252	128249	128248	128511	1	263	4	124
253	128252	128253	128515	-1	262	3	124
254	128254	128254	128516	0	262	3	124
255	128249	128248	128511	1	263	3	124
256	128253	128253	128515	0	262	3	124
257	128249	128248	128514	1	266	3	124
258	128253	128253	128515	0	262	3	124
259	128249	128248	128512	1	264	3	124
260	128252	128252	128515	0	263	4	124
261	128251	128250	128516	1	266	3	124
262	128253	128253	128515	0	262	3	124
263	128250	128249	128515	1	266	3	124
264	128254	128253	128518	1	265	4	124
265	128249	128248	128511	1	263	4	124
266	128253	128254	128517	-1	263	4	124
267	128252	128250	128515	1	265	4	124
268	128249	128249	128511	0	262	3	124
269	128253	128250	128517	3	267	5	124
270	128252	128253	128516	-1	263	4	124
271	128251	128251	128515	0	264	3	124
272	128250	128251	128513	-1	262	3	124
273	128254	128252	128515	2	263	4	124
274	128251	128252	128514	-1	262	3	124
275	128248	128246	128511	2	265	4	124
276	128252	128252	128516	0	264	3	124
277	128252	128252	128515	0	263	4	124
278	128252	128252	128516	0	264	3	124
279	128249	128249	128512	0	263	4	124
280	128253	128253	128517	0	264	3	124
281	128252	128253	128515	-1	262	3	124
282	128259	128255	128519	4	264	4	124
283	128252	128252	128514	0	262	3	124
284	128252	128252	128514	0	262	3	124
285	128251	128251	128513	0	262	3	124
286	128253	128252	128516	1	264	3	124
287	128251	128250	128512	1	262	3	124
288	128252	128252	128514	0	262	3	124
289	128253	128253	128517	0	264	3	124
290	128252	128252	128514	0	262	3	124
291	128252	128252	128517	0	265	4	124
292	128252	128251	128515	1	264	3	124
293	128253	128252	128516	1	264	3	124
294	128253	128253	128517	0	264	3	124
295	128253	128253	128515	0	262	3	124
296	128249	128247	128511	2	264	4	124
297	128252	128250	128517	2	267	6	124
298	128253	128253	128517	0	264	3	124
299	128252	128252	128514	0	262	3	124
300	128253	128253	128515	0	262	3	124
