ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	2005	2005	2221	0	216	2	101
2	2003	2004	2218	-1	214	2	101
3	2005	2005	2219	0	214	2	101
4	2003	2004	2218	-1	214	2	101
5	2005	2005	2221	0	216	2	101
6	2004	2005	2219	-1	214	2	101
7	2005	2005	2219	0	214	2	101
8	2007	2005	2220	2	215	3	101
9	2004	2004	2218	0	214	2	101
10	2005	2005	2221	0	216	2	101
11	2004	2004	2218	0	214	2	101
12	2006	2005	2220	1	215	3	101
13	2005	2005	2219	0	214	2	101
14	2004	2003	2217	1	214	2	101
15	2004	2004	2218	0	214	2	101
16	2007	2006	2223	1	217	3	101
17	2004	2004	2218	0	214	2	101
18	2004	2005	2219	-1	214	2	101
19	2005	2005	2221	0	216	2	101
20	2006	2004	2219	2	215	3	101
21	2006	2005	2219	1	214	2	101
22	2004	2003	2221	1	218	2	101
23	2005	2005	2219	0	214	2	101
24	2007	2006	2221	1	215	3	101
25	2004	2004	2218	0	214	2	101
26	2005	2005	2219	0	214	2	101
27	2004	2004	2218	0	214	2	101
28	2005	2005	2222	0	217	3	101
29	2004	2004	2218	0	214	2	101
30	2005	2005	2221	0	216	2	101
31	2004	2003	2219	1	216	2	101
32	2005	2005	2219	0	214	2	101
33	2006	2004	2221	2	217	3	101
34	2005	2005	2221	0	216	2	101
35	2004	2003	2219	1	216	2	101
36	2005	2005	2219	0	214	2	101
37	2007	2005	2220	2	215	3	101
38	2005	2005	2219	0	214	2	101
39	2005	2005	2219	0	214	2	101
40	2003	2004	2218	-1	214	2	101
41	2007	2006	2221	1	215	3	101
42	2003	2004	2218	-1	214	2	101
43	2005	2005	2221	0	216	2	101
44	2005	2005	2219	0	214	2	101
45	2007	2006	2221	1	215	3	101
46	2005	2005	2221	0	216	2	101
47	2003	2003	2217	0	214	2	101
48	2005	2005	2220	0	215	2	101
49	2007	2006	2221	1	215	3	101
50	2003	2003	2219	0	216	2	101
51	2005	2005	2219	0	214	2	101
52	2005	2005	2219	0	214	2	101
53	2006	2005	2220	1	215	3	101
54	2005	2005	2221	0	216	2	101
55	2005	2005	2221	0	216	2	101
56	2004	2004	2218	0	214	2	101
57	2005	2004	2220	1	216	2	101
58	2005	2005	2219	0	214	2	101
59	2003	2003	2217	0	214	2	101
60	2004	2004	2218	0	214	2	101
61	2004	2005	2219	-1	214	2	101
62	2007	2005	2220	2	215	3	101
63	2004	2005	2219	-1	214	2	101
64	2004	2005	2219	-1	214	2	101
65	2005	2004	2220	1	216	2	101
66	2006	2005	2220	1	215	3	101
67	2004	2005	2219	-1	214	2	101
68	2004	2005	2219	-1	214	2	101
69	2005	2004	2218	1	214	2	101
70	2006	2005	2220	1	215	3	101
71	2004	2004	2218	0	214	2	101
72	2004	2004	2218	0	214	2	101
73	2004	2004	2218	0	214	2	101
74	2007	2005	2222	2	217	3	101
75	2005	2004	2218	1	214	2	101
76	2004	2004	2220	0	216	2	101
77	2005	2004	2220	1	216	2	101
78	2006	2006	2221	0	215	3	101
79	2004	2004	2218	0	214	2	101
80	2005	2004	2220	1	216	2	101
81	2004	2005	2219	-1	214	2	101
82	2005	2004	2218	1	214	2	101
83	2004	2005	2219	-1	214	2	101
84	2005	2004	2220	1	216	2	101
85	2005	2005	2219	0	214	2	101
86	2005	2005	2221	0	216	2	101
87	2006	2006	2221	0	215	3	101
88	2004	2004	2218	0	214	2	101
89	2004	2004	2220	0	216	2	101
90	2004	2004	2220	0	216	2	101
91	2006	2006	2221	0	215	3	101
92	2005	2005	2219	0	214	2	101
