ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	16341	16038	16546	303	508	4	98
2	16191	16036	16399	155	363	3	98
3	16342	16039	16548	303	509	4	98
4	16342	16039	16548	303	509	4	98
5	16186	16039	16392	147	353	3	98
6	16342	16037	16551	305	514	4	98
7	16337	16038	16544	299	506	4	98
8	16188	16034	16395	154	361	4	98
9	16337	16038	16547	299	509	4	98
10	16341	16040	16551	301	511	4	98
11	16190	16036	16396	154	360	3	98
12	16341	16039	16551	302	512	4	98
13	16350	16039	16557	311	518	4	98
14	16189	16036	16394	153	358	3	98
15	16354	16039	16562	315	523	4	98
16	16338	16038	16546	300	508	4	98
17	16192	16037	16398	155	361	3	98
18	16341	16040	16551	301	511	4	98
19	16335	16039	16542	296	503	4	98
20	16190	16038	16399	152	361	3	98
21	16350	16038	16558	312	520	4	98
22	16350	16037	16558	313	521	4	98
23	16198	16039	16404	159	365	3	98
24	16343	16040	16550	303	510	4	98
25	16337	16038	16543	299	505	4	98
26	16197	16037	16404	160	367	3	98
27	16337	16038	16545	299	507	4	98
28	16339	16040	16545	299	505	4	98
29	16193	16038	16401	155	363	3	98
30	16343	16039	16551	304	512	4	98
31	16337	16037	16544	300	507	4	98
32	16197	16036	16407	161	371	3	98
33	16341	16037	16548	304	511	4	98
34	16184	16036	16398	148	362	3	98
35	16192	16039	16398	153	359	3	98
36	16350	16040	16558	310	518	4	98
37	16189	16037	16395	152	358	3	98
38	16190	16036	16400	154	364	3	98
39	16343	16038	16551	305	513	4	98
40	16186	16035	16391	151	356	3	98
41	16344	16039	16552	305	513	5	98
42	16338	16033	16546	305	513	5	98
43	16197	16036	16407	161	371	3	98
44	16344	16039	16550	305	511	5	98
45	16339	16039	16547	300	508	4	98
46	16189	16037	16396	152	359	3	98
47	16340	16038	16548	302	510	4	98
48	16342	16039	16552	303	513	4	98
49	16187	16037	16395	150	358	3	98
50	16344	16040	16552	304	512	4	98
51	16343	16038	16551	305	513	4	98
52	16181	16034	16391	147	357	3	98
53	16341	16036	16548	305	512	4	98
54	16341	16036	16549	305	513	4	98
55	16188	16036	16394	152	358	3	98
56	16352	16038	16562	314	524	4	98
57	16348	16040	16555	308	515	4	98
58	16186	16037	16394	149	357	3	98
59	16352	16037	16560	315	523	4	98
60	16350	16038	16560	312	522	4	98
61	16183	16037	16391	146	354	3	98
62	16345	16039	16551	306	512	4	98
63	16349	16037	16556	312	519	4	98
64	16190	16036	16398	154	362	3	98
65	16336	16039	16544	297	505	4	98
66	16345	16037	16551	308	514	4	98
67	16190	16038	16396	152	358	3	98
68	16350	16038	16557	312	519	4	98
69	16346	16037	16553	309	516	4	98
70	16189	16037	16395	152	358	4	98
71	16344	16038	16550	306	512	4	98
72	16342	16040	16550	302	510	4	98
73	16189	16039	16395	150	356	3	98
74	16354	16037	16562	317	525	4	98
75	16190	16037	16556	153	519	4	98
76	16183	16035	16389	148	354	3	98
77	16352	16038	16561	314	523	4	98
78	16191	16037	16399	154	362	3	98
79	16193	16038	16400	155	362	3	98
80	16351	16039	16558	312	519	4	98
81	16184	16037	16392	147	355	3	98
82	16344	16040	16552	304	512	4	98
83	16336	16038	16542	298	504	4	98
84	16189	16037	16397	152	360	3	98
85	16341	16039	16549	302	510	4	98
86	16336	16039	16544	297	505	4	98
87	16190	16037	16398	153	361	3	98
88	16350	16039	16558	311	519	4	98
89	16338	16033	16544	305	511	4	98
90	16197	16038	16406	159	368	3	98
91	16343	16041	16549	302	508	4	98
92	16335	16038	16542	297	504	4	98
93	16190	16037	16396	153	359	3	98
94	16345	16040	16552	305	512	4	98
95	16352	16038	16559	314	521	4	98
96	16192	16036	16398	156	362	4	98
97	16343	16037	16550	306	513	4	98
98	16341	16040	16548	301	508	4	98
99	16199	16036	16407	163	371	3	98
100	16346	16041	16554	305	513	4	98
101	16337	16039	16543	298	504	4	98
102	16190	16036	16395	154	359	3	98
103	16341	16037	16548	304	511	4	98
104	16340	16035	16550	305	515	4	98
105	16191	16036	16401	155	365	3	98
106	16358	16039	16564	319	525	4	98
107	16342	16036	16552	306	516	5	98
108	16185	16037	16394	148	357	3	98
109	16343	16038	16553	305	515	4	98
110	16337	16038	16546	299	508	4	98
111	16191	16038	16397	153	359	3	98
112	16339	16039	16548	300	509	5	98
113	16341	16036	16549	305	513	4	98
114	16191	16037	16399	154	362	3	98
115	16353	16039	16562	314	523	4	98
116	16189	16035	16395	154	360	4	98
117	16197	16038	16405	159	367	3	98
118	16343	16040	16551	303	511	4	98
119	16182	16036	16392	146	356	3	98
120	16186	16037	16548	149	511	4	98
121	16338	16037	16544	301	507	4	98
122	16190	16038	16398	152	360	3	98
123	16344	16040	16552	304	512	4	98
124	16341	16039	16549	302	510	4	98
125	16189	16038	16395	151	357	3	98
126	16343	16038	16551	305	513	4	98
127	16342	16040	16551	302	511	4	98
128	16198	16036	16406	162	370	3	98
129	16346	16037	16555	309	518	4	98
130	16341	16040	16547	301	507	4	98
131	16189	16037	16397	152	360	3	98
132	16344	16040	16552	304	512	4	98
133	16334	16036	16544	298	508	5	98
134	16187	16037	16394	150	357	3	98
135	16343	16038	16551	305	513	4	98
136	16344	16038	16552	306	514	4	98
137	16196	16037	16405	159	368	3	98
138	16342	16039	16548	303	509	5	98
139	16341	16037	16550	304	513	4	98
140	16190	16036	16396	154	360	3	98
141	16340	16041	16549	299	508	4	98
142	16350	16037	16558	313	521	4	98
143	16190	16037	16398	153	361	3	98
144	16352	16038	16559	314	521	4	98
145	16343	16039	16551	304	512	4	98
146	16199	16037	16408	162	371	3	98
147	16342	16040	16549	302	509	4	98
148	16337	16036	16579	301	543	6	99
149	16191	16038	16397	153	359	3	98
150	16344	16037	16552	307	515	5	98
151	16354	16037	16563	317	526	4	98
152	16197	16039	16405	158	366	3	98
153	16342	16039	16551	303	512	4	98
154	16341	16036	16547	305	511	4	98
