"ITERNUM"	"METIME1"	"METIME2"
1	256570	256564
2	256571	256567
3	256573	256568
4	256567	256570
5	257135	256577
6	256568	256569
7	256576	256563
8	256570	256563
9	256575	256562
10	256575	256626
11	256572	256566
12	256571	256570
13	256814	256575
14	256576	256570
15	256568	256569
16	256567	256571
17	256574	256568
18	256565	256566
19	256581	256564
20	256575	256568
21	256571	256568
22	256573	256564
23	256572	256567
24	256574	256564
25	256575	256569
26	256576	256570
27	256573	256565
28	256569	256563
29	256572	256568
30	256571	256563
31	256579	256564
32	256565	256566
33	257365	256572
34	256567	256571
35	256574	256564
36	256572	256562
37	256575	256563
38	256579	256565
39	256575	256571
40	256570	256566
41	256704	256569
42	256566	256570
43	256564	256576
44	256568	256569
45	256570	256571
46	256581	256563
47	256572	256572
48	256575	256565
49	256575	256559
50	256570	256566
51	256573	256571
52	256570	256566
53	256577	256567
54	256575	256567
55	256573	256564
56	256575	256568
57	256567	256568
58	256566	256564
59	256572	256573
60	256572	256563
61	257133	256571
62	256572	256566
63	256569	256570
64	256569	256569
65	256571	256575
66	256580	256564
67	256570	256569
68	256564	256563
69	256691	256567
70	256570	256567
71	256569	256564
72	256577	256566
73	256574	256568
74	256574	256571
75	256568	256564
76	256576	256564
77	256577	256565
78	256576	256567
79	256575	256569
80	256572	256568
81	256570	256566
82	256576	256564
83	256573	256567
84	256579	256560
85	256573	256570
86	256565	256568
87	256569	256567
88	256571	256566
89	256571	257365
90	256576	256569
91	256574	256571
92	256582	256568
93	256567	256575
94	256572	256565
95	256571	256575
96	256565	256570
97	256691	256563
98	256576	256569
99	256568	256572
100	256565	256572
101	256573	256566
102	256566	256571
103	256576	256564
104	256570	256570
105	256568	256564
106	256571	256565
107	256575	256564
108	256571	256570
109	256575	256562
110	256577	256565
111	256568	256568
112	256570	256566
113	256572	256569
114	256569	256572
115	256574	256562
116	256568	256569
117	256572	257132
118	256574	256562
119	256579	256563
120	256565	256573
121	256567	256569
122	256576	256570
123	256565	256573
124	256576	256565
125	256687	256564
126	256571	256568
127	256574	256567
128	256575	256564
129	256577	256567
130	256572	256569
131	256575	256562
132	256575	256568
133	256570	256564
134	256575	256570
135	256577	256564
136	256575	256572
137	256569	256575
138	256571	256566
139	256564	256566
140	256575	256567
141	256575	256570
142	256571	256571
143	256575	256567
144	256571	256562
145	257377	256565
146	256578	256562
147	256573	256563
148	256577	256562
149	256573	256565
150	256582	256563
151	256570	256568
152	256567	256570
153	256696	256569
154	256566	256569
155	256569	256561
156	256573	256566
157	256611	256566
158	256572	256566
159	256567	256569
160	256566	256571
161	256568	256563
162	256576	256564
163	256569	256569
164	256574	256571
165	256563	256578
166	256571	256570
167	256566	256572
168	256570	256567
169	256578	256561
170	256571	256575
171	256573	256565
172	256577	256565
173	257137	256571
174	256567	256566
175	256574	256561
176	256575	256566
177	256566	256566
178	256576	256625
179	256565	256574
180	256565	256565
181	256809	256566
182	256566	256569
183	256574	256563
184	256576	256566
185	256580	256573
186	256571	256561
187	256571	256570
188	256565	256570
189	256574	256565
190	256572	256565
191	256569	256565
192	256575	256567
193	256570	256570
194	256568	256565
195	256573	256568
196	256565	256570
197	256566	256573
198	256569	256565
199	256576	256567
