ITERNUM	METIME
1	32075
2	32076
3	32074
4	32076
5	32073
6	32070
7	32068
8	32069
9	32068
10	32067
11	32068
12	32067
13	32073
14	32075
15	32076
16	32075
17	32074
18	32074
19	32070
20	32068
21	32067
22	32638
23	32067
24	32073
25	32074
26	32076
27	32074
28	32068
29	32068
30	32068
31	32067
32	32074
33	32074
34	32074
35	32070
36	32068
37	32070
38	32068
39	32074
40	32074
41	32071
42	32068
43	32068
44	32067
45	32068
46	32070
47	32068
48	32076
49	32074
50	32074
51	32074
52	32068
53	32068
54	32068
55	32070
56	32069
57	32077
58	32069
59	32069
60	32075
61	32069
62	32074
63	32069
64	32069
65	32075
66	32071
67	32074
68	32071
69	32069
70	32075
71	32069
72	32071
73	32069
74	32070
75	32072
76	32076
77	32072
78	32069
79	32069
80	32070
81	32075
82	32069
83	32075
84	32069
85	32069
86	32071
87	32069
88	32071
89	32069
90	32075
91	32069
92	32075
93	32069
94	32074
95	32069
96	32070
97	32071
98	32069
99	32072
100	32069
101	32069
102	32069
103	32069
104	32069
105	32071
106	32071
107	32070
108	32077
109	32070
110	32070
111	32075
112	32070
113	32070
114	32075
115	32189
116	32069
117	32077
118	32070
119	32071
120	32070
121	32070
122	32070
123	32070
124	32069
125	32075
126	32069
127	32069
128	32071
129	32069
130	32077
131	32070
132	32070
133	32069
134	32069
135	32075
136	32070
137	32072
138	32074
139	32072
140	32070
141	32070
142	32070
143	32070
144	32069
145	32074
146	32074
147	32070
148	32077
149	32069
150	32071
151	32075
152	32069
153	32069
154	32075
155	32069
156	32070
157	32077
158	32070
159	32072
160	32071
161	32069
162	32070
163	32069
164	32071
165	32075
166	32069
167	32070
168	32072
169	32069
170	32077
171	32069
172	32070
173	32069
174	32069
175	32071
176	32070
177	32075
178	32071
179	32073
180	32069
181	32071
182	32069
183	32069
184	32074
185	32073
186	32067
187	32067
188	32069
189	32067
190	32069
191	32067
192	32067
193	32069
194	32071
195	32072
196	32074
197	32073
198	32073
199	32074
200	32070
201	32070
202	32071
203	32068
204	32068
205	32067
206	32068
207	32067
208	32067
209	32068
210	32076
211	32074
212	32076
213	32074
214	32074
215	32067
216	32073
217	32073
218	32065
219	32075
220	32073
221	32067
222	32073
223	32073
224	32066
225	32073
226	32074
227	32066
228	32066
229	32074
230	32076
231	32066
232	32075
233	32073
234	32068
235	32073
236	32073
237	32067
238	32073
239	32072
240	32069
241	32075
242	32074
243	32068
244	32073
