ITERNUM	METIME
1	4009
2	4011
3	4009
4	4002
5	4009
6	4009
7	4011
8	4011
9	4002
10	4009
11	4009
12	4009
13	4011
14	4007
15	4009
16	4009
17	4005
18	4009
19	4010
20	4011
21	4011
22	4003
23	4009
24	4009
25	4009
26	4011
27	4004
28	4009
29	4009
30	4009
31	4009
32	4004
33	4011
34	4009
35	4008
36	4009
37	4005
38	4011
39	4011
40	4007
41	4009
42	4008
43	4009
44	4011
45	4004
46	4011
47	4009
48	4009
49	4009
50	4002
51	4011
52	4011
53	4009
54	4009
55	4002
56	4009
57	4011
58	4011
59	4009
60	4002
61	4009
62	4009
63	4011
64	4011
65	4004
66	4009
67	4009
68	4009
69	4011
70	4005
71	4011
72	4009
73	4008
74	4009
75	4005
76	4011
77	4011
78	4007
79	4009
80	4005
81	4009
82	4011
83	4009
84	4009
85	4006
86	4009
87	4009
88	4008
89	4011
90	4007
91	4009
92	4009
93	4006
94	4011
95	4008
96	4011
97	4009
98	4007
99	4009
100	4005
101	4011
102	4011
103	4008
104	4009
105	4004
106	4009
107	4011
108	4004
109	4009
110	4009
111	4009
112	4009
113	4009
114	4011
115	4011
116	4002
117	4009
118	4009
119	4010
120	4011
121	4011
122	4009
123	4009
124	4002
125	4011
126	4011
127	4009
128	4009
129	4009
130	4009
131	4009
132	4004
133	4011
134	4009
135	4006
136	4009
137	4009
138	4011
139	4011
140	4002
141	4009
142	4009
143	4006
144	4011
145	4011
146	4011
147	4009
148	4002
149	4009
150	4011
151	4009
152	4011
153	4008
154	4009
155	4009
156	4002
157	4011
158	4011
159	4009
160	4009
161	4005
162	4009
163	4011
164	4004
165	4009
166	4009
167	4009
168	4009
169	4004
170	4011
171	4011
172	4006
173	4009
174	4009
175	4011
176	4011
177	4004
178	4009
179	4009
180	4009
181	4009
182	4005
183	4011
184	4009
185	4006
186	4009
187	4008
188	4011
189	4011
190	4004
191	4009
192	4009
193	4009
194	4011
195	4004
196	4011
197	4009
198	4008
199	4009
200	4007
201	4011
202	4011
203	4002
204	4009
205	4009
206	4009
207	4011
208	4004
209	4009
210	4009
211	4009
212	4009
213	4005
214	4011
215	4011
216	4007
217	4009
218	4007
219	4011
220	4011
221	4005
222	4009
223	4009
224	4009
225	4009
226	4004
227	4011
228	4009
229	4009
230	4009
231	4009
232	4011
233	4011
234	4001
235	4009
236	4009
237	4004
238	4011
239	4011
240	4011
241	4009
242	4007
243	4009
244	4011
245	4004
246	4011
247	4009
248	4007
249	4009
250	4009
251	4011
252	4011
253	4002
254	4009
255	4009
256	4002
257	4011
258	4011
259	4009
260	4009
261	4006
262	4009
263	4011
264	4004
265	4011
266	4009
267	4009
268	4009
269	4010
270	4011
271	4011
272	4002
273	4009
274	4009
275	4009
276	4011
277	4011
278	4009
279	4009
280	4002
281	4009
282	4011
283	4010
