ITERNUM	METIME
1	2053321
2	2052493
3	2052538
4	2052516
5	2052497
6	2052514
7	2052629
8	2053315
9	2052525
10	2052607
11	2052495
12	2052560
13	2051961
14	2052649
15	2053258
16	2052525
17	2052483
18	2052512
19	2052507
20	2052503
21	2052622
22	2053403
23	2052612
24	2052488
25	2052531
26	2052515
27	2052529
28	2052616
29	2053275
30	2052493
31	2052567
32	2052502
33	2052493
34	2052525
35	2052641
36	2052531
37	2053288
38	2052531
39	2052521
40	2052521
41	2052523
42	2052649
43	2052520
44	2053265
45	2052494
46	2052524
47	2052509
48	2052534
49	2052646
50	2052489
51	2053320
52	2052556
53	2052502
54	2052508
55	2052535
56	2052648
57	2052528
58	2053291
59	2052519
60	2052527
61	2052533
62	2052495
63	2052647
64	2052478
65	2053278
66	2052511
67	2052497
68	2052537
69	2052519
70	2052647
71	2052484
72	2053267
73	2052570
74	2052528
75	2052528
76	2052503
77	2052624
78	2052467
79	2052525
80	2053309
81	2052504
82	2052516
83	2052542
84	2052596
85	2052531
86	2052514
87	2053307
88	2052504
89	2052536
90	2052513
91	2052641
92	2052507
93	2052538
94	2053251
95	2052522
96	2052527
97	2052495
98	2052645
99	2052492
100	2052512
101	2053299
102	2052532
103	2052501
104	2052529
105	2052661
106	2052496
107	2052503
108	2053298
109	2052499
110	2052502
111	2052516
112	2052632
113	2052523
114	2052507
115	2053299
116	2052497
117	2052534
118	2052496
119	2052620
120	2052472
121	2052513
122	2052479
123	2083183
124	2052512
125	2052522
126	2052638
127	2052489
128	2052508
129	2052517
130	2053287
131	2052510
132	2052508
133	2052619
134	2052504
135	2052502
136	2052497
137	2053291
138	2052521
139	2052504
140	2052639
141	2052525
142	2052521
143	2052498
144	2053280
145	2052516
146	2052519
147	2052663
148	2052254
149	2052536
150	2052509
151	2053295
152	2052517
153	2052517
154	2052650
155	2052495
156	2052504
157	2052508
158	2053299
159	2052510
160	2052539
161	2052618
162	2052447
163	2052408
164	2052555
165	2082988
166	2052523
167	2052510
168	2052637
169	2052512
170	2052511
171	2052498
172	2053287
173	2052596
174	2052501
175	2052652
176	2052519
177	2052502
178	2052504
179	2053418
180	2052509
181	2052528
182	2052510
183	2052508
184	2052514
185	2052508
186	2053381
187	2052507
188	2052489
189	2052496
190	2052542
191	2052515
192	2052510
193	2053436
194	2052519
195	2052512
196	2052522
197	2052505
198	2052509
199	2052490
200	2053531
201	2052508
202	2052501
203	2053085
204	2052502
205	2052561
206	2052494
207	2052655
208	2052517
209	2052509
210	2053090
211	2052499
212	2052601
213	2052502
214	2052621
215	2052521
216	2052484
217	2053090
218	2052515
219	2052524
220	2052501
221	2052748
222	2052499
223	2052186
224	2053080
225	2052522
226	2052531
227	2052482
228	2052615
229	2052481
230	2052505
231	2053080
232	2052524
233	2052488
234	2052461
235	2052673
236	2052578
237	2052535
238	2053097
239	2052596
240	2052509
241	2052475
242	2052713
243	2052513
244	2052497
245	2053073
