ITERNUM	METIME
1	64143
2	64144
3	64143
4	64144
5	64144
6	64145
7	64146
8	64145
9	64144
10	64138
11	64138
12	64138
13	64143
14	64140
15	64145
16	64141
17	64141
18	64142
19	64143
20	64143
21	64144
22	64144
23	64137
24	64142
25	64136
26	64143
27	64136
28	64147
29	64142
30	64144
31	64143
32	64136
33	64143
34	64140
35	64145
36	64145
37	64138
38	64144
39	64135
40	64144
41	64137
42	64142
43	64138
44	64144
45	64139
46	64142
47	64138
48	64143
49	64141
50	64145
51	64144
52	64141
53	64143
54	64137
55	64142
56	64146
57	64137
58	64145
59	64144
60	64138
61	64142
62	64142
63	64140
64	64142
65	64144
66	64143
67	64138
68	64142
69	64135
70	64141
71	64141
72	64140
73	64143
74	64143
75	64147
76	64142
77	64141
78	64135
79	64141
80	64144
81	64144
82	64143
83	64141
84	64141
85	64141
86	64140
87	64141
88	64142
89	64139
90	64143
91	64143
92	64141
93	64142
94	64141
95	64137
96	64143
97	64143
98	64141
99	64141
100	64139
101	64141
102	64141
103	64145
104	64143
105	64146
106	64141
107	64141
108	64138
109	64141
110	64143
111	64144
112	64142
113	64135
114	64141
115	64259
116	64141
117	64140
118	64143
119	64145
120	64143
121	64140
122	64141
123	64140
124	64141
125	64143
126	64146
127	64138
128	64141
129	64140
130	64141
131	64144
132	64140
133	64144
134	64142
135	64141
136	64142
137	64135
138	64141
139	64141
140	64144
141	64137
142	64143
143	64141
144	64135
145	64142
146	64142
147	64137
148	64144
149	64138
150	64143
151	64142
152	64142
153	64142
154	64141
155	64145
156	64138
157	64144
158	64136
159	64145
160	64136
161	64142
162	64137
163	64144
164	64139
165	64137
166	64137
167	64144
168	64143
169	64150
170	64145
171	64139
172	64138
173	64144
174	64144
175	64140
176	64138
177	64144
178	64145
179	64143
180	64138
181	64138
182	64143
183	64143
184	64143
185	64141
186	64139
187	64149
188	64142
189	64145
190	64137
191	64137
192	64144
193	64144
194	64140
195	64141
196	64145
197	64144
198	64144
199	64143
200	64145
201	64145
202	64145
203	64144
204	64143
205	64138
206	64137
207	64140
208	64139
209	64143
210	64145
211	64143
212	64143
213	64144
214	64145
215	64150
216	64143
217	64137
218	64138
219	64138
220	64137
221	64138
222	64146
223	64146
224	64146
225	64144
226	64143
227	64260
228	64137
229	64139
230	64143
231	64146
232	64144
233	64144
234	64137
235	64138
236	64143
237	64144
238	64145
239	64145
240	64136
241	64142
242	64138
243	64146
244	64144
245	64140
246	64145
247	64142
248	64139
249	64142
250	64140
251	64143
252	64142
253	64142
254	64142
255	64141
256	64140
257	64141
258	64142
259	64146
260	64141
261	64142
262	64140
263	64141
264	64141
265	64141
266	64148
267	64143
268	64142
269	64142
270	64141
271	64144
272	64139
273	64143
274	64142
275	64142
276	64143
277	64141
278	64141
279	64140
280	64140
281	64143
282	64143
283	64143
284	64141
285	64141
286	64137
287	64145
288	64141
289	64142
290	64143
291	64142
292	64141
293	64141
294	64145
295	64141
296	64141
297	64143
298	64144
299	64146
300	64136
301	64144
302	64141
303	64135
304	64143
305	64143
306	64144
307	64143
308	64146
309	64137
310	64137
311	64143
312	64145
313	64138
314	64144
315	64146
316	64143
317	64143
318	64139
319	64140
320	64140
321	64139
322	64142
323	64140
324	64145
325	64140
326	64141
327	64143
328	64143
329	64140
330	64145
331	64139
332	64139
333	64142
334	64141
335	64140
336	64147
337	64139
338	64138
339	64259
340	64141
341	64143
342	64143
343	64142
344	64141
345	64140
346	64140
347	64141
348	64140
349	64143
350	64143
351	64938
352	64139
353	64143
354	64143
355	64147
356	64146
357	64145
358	64143
359	64138
360	64137
361	64136
362	64143
363	64144
364	64145
365	64145
366	64138
367	64137
368	64137
369	64143
370	64144
371	64145
372	64144
373	64137
374	64137
375	64143
376	64143
377	64143
378	64143
379	64138
380	64139
381	64143
382	64143
383	64147
384	64138
385	64139
386	64145
387	64145
388	64145
389	64137
390	64137
391	64143
392	64143
393	64145
394	64141
395	64139
396	64137
397	64142
398	64143
399	64143
400	64138
401	64145
402	64145
403	64139
404	64138
405	64143
406	64143
407	64137
408	64144
409	64145
410	64141
411	64141
412	64143
413	64200
414	64136
415	64140
416	64144
417	64146
418	64137
419	64139
420	64145
421	64143
422	64137
423	64260
424	64145
425	64145
426	64136
427	64137
428	64142
429	64143
430	64141
431	64139
432	64145
433	64142
434	64143
435	64692
436	64140
437	64143
438	64144
439	64141
440	64138
441	64143
442	64143
443	64143
444	64137
445	64141
446	64145
447	64145
448	64139
449	64137
450	64143
451	64143
452	64139
453	64138
454	64145
455	64145
456	64142
457	64136
458	64140
459	64142
460	64143
461	64138
462	64139
463	64145
464	64142
465	64140
466	64137
467	64145
468	64145
469	64143
470	64140
471	64143
472	64143
473	64138
474	64138
475	64142
476	64148
477	64142
478	64139
479	64143
480	64143
481	64136
482	64143
483	64149
484	64139
485	64145
486	64143
487	64137
488	64143
489	64143
490	64145
491	64145
492	64140
493	64142
494	64142
495	64138
496	64143
497	64142
498	64139
499	64144
500	64144
501	64139
502	64139
503	64142
504	64139
505	64145
506	64144
507	64138
508	64143
509	64143
510	64136
511	64143
512	64143
513	64138
514	64145
515	64144
516	64141
517	64143
518	64138
519	64143
520	64144
521	64138
522	64144
523	64142
524	64137
525	64143
526	64142
527	64136
528	64144
529	64144
530	64138
531	64143
532	64146
533	64137
534	64143
535	64264
536	64144
537	64145
538	64143
539	64146
540	64143
541	64143
542	64143
543	64143
544	64140
545	64144
546	64137
547	66901
548	64142
549	64142
550	64142
551	64139
552	64144
553	64138
554	64144
555	64137
556	64142
557	64139
558	64143
559	64144
560	64148
561	64144
562	64139
563	64142
564	64141
565	64142
566	64142
567	64141
568	64145
569	64141
570	64142
571	64142
572	64137
573	64142
574	64145
575	64145
576	64145
577	64136
578	64142
579	64143
580	64136
581	64143
582	64144
583	64143
584	64144
585	64137
586	64143
587	64143
588	64137
589	64145
590	64144
591	64140
592	64142
593	64143
594	64136
595	64142
596	64143
597	64139
598	64145
599	64145
600	64137
601	64142
602	64143
603	64136
604	64145
605	64146
606	64140
607	64138
608	64142
609	64143
610	64138
611	64145
612	64144
613	64139
614	64145
615	64142
616	64140
617	64138
618	64144
619	64145
620	64139
621	64144
622	64142
623	64144
624	64137
625	64143
626	64145
627	64142
628	64138
629	64144
630	64143
631	64136
632	64137
633	64144
634	64145
635	64139
636	64146
637	64143
638	64141
639	64137
640	64143
641	64145
642	64139
643	64144
644	64142
645	64136
646	64143
647	64263
648	64139
649	64145
650	64144
651	64137
652	64143
653	64143
654	64136
655	64143
656	64145
657	64138
658	64145
659	64699
660	64136
661	64143
662	64142
663	64137
664	64145
665	64144
666	64139
667	64142
668	64143
669	64137
670	64144
671	64142
672	64144
673	64145
674	64137
675	64143
676	64142
677	64137
678	64143
679	64145
680	64140
681	64144
682	64138
683	64143
684	64143
685	64137
686	64144
687	64144
688	64140
689	64143
690	64144
691	64138
692	64142
693	64139
694	64144
695	64145
696	64139
697	64142
698	64142
699	64137
700	64142
701	64139
702	64144
703	64144
704	64136
705	64143
706	64143
707	64137
708	64144
709	64141
710	64144
711	64142
712	64138
713	64144
714	64143
715	64136
716	64145
717	64145
718	64141
719	64143
720	64139
721	64142
722	64143
723	64138
724	64144
725	64146
726	64138
727	64142
728	64136
729	64142
730	64143
731	64138
732	64144
733	64138
734	64143
735	64142
736	64142
737	64142
738	64138
739	64144
740	64145
741	64137
742	64142
743	64137
744	64143
745	64145
746	64138
747	64144
748	64144
749	64137
750	64142
751	64139
752	64142
753	64144
754	64139
755	64145
756	64143
757	64137
758	64139
759	64263
760	64145
761	64138
762	64145
763	64143
764	64137
765	64143
766	64143
767	64136
768	64145
769	64145
770	64141
771	64946
772	64137
773	64143
774	64143
775	64143
776	64139
777	64140
778	64145
779	64143
780	64142
781	64137
782	64137
783	64144
784	64146
785	64146
786	64138
787	64137
788	64137
789	64137
790	64140
791	64145
792	64145
793	64146
794	64144
795	64143
796	64139
797	64137
798	64139
799	64140
800	64142
801	64143
802	64143
803	64143
804	64143
805	64140
806	64140
807	64139
808	64142
809	64142
810	64142
811	64139
812	64137
813	64139
814	64145
815	64144
816	64143
817	64136
818	64136
819	64143
820	64145
821	64145
822	64141
823	64138
824	64141
825	64143
826	64143
827	64138
828	64139
829	64144
830	64144
831	64142
832	64136
833	64143
834	64143
835	64139
836	64139
837	64144
838	64143
839	64137
840	64141
841	64142
842	64145
843	64138
844	64145
845	64143
846	64137
847	64142
848	64135
849	64143
850	64141
851	64144
852	64144
853	64143
854	64142
855	64142
856	64137
857	64144
858	64144
859	64143
860	64141
861	64136
862	64142
863	64140
864	64141
865	64143
866	64144
867	64144
868	64142
869	64141
870	64140
871	64141
872	64144
873	64143
874	64144
875	64136
876	64141
877	64141
878	64142
879	64141
880	64143
881	64142
882	64142
883	64700
884	64141
885	64141
886	64138
887	64140
888	64143
889	64144
890	64141
891	64141
892	64141
893	64138
894	64141
895	64143
896	64136
897	64144
898	64141
899	64141
900	64141
901	64134
902	64142
903	64143
904	64144
905	64144
906	64135
907	64141
908	64142
909	64142
910	64143
911	64140
912	64143
913	64136
914	64141
915	64135
916	64141
917	64140
918	64144
919	64139
920	64145
921	64137
922	64143
923	64140
924	64142
925	64144
926	64143
927	64144
928	64136
929	64142
930	64142
931	64140
932	64144
933	64138
934	64144
935	64142
936	64137
937	64142
938	64137
939	64143
940	64145
941	64141
942	64144
943	64136
944	64143
945	64142
946	64142
947	64145
948	64138
949	64145
950	64143
951	64138
952	64138
953	64143
954	64144
955	64139
956	64145
957	64144
958	64139
959	64136
960	64142
961	64144
962	64139
963	64145
964	64144
965	64136
966	64142
967	64142
968	64136
969	64144
970	64143
971	64145
972	64142
973	64138
974	64140
975	64142
976	64142
977	64144
978	64143
979	64143
980	64138
981	64138
982	64137
983	64138
984	64139
985	64140
986	64945
987	64146
988	64143
989	64142
990	64138
991	64137
992	64146
993	64141
994	64140
995	64140
996	64144
997	64144
998	64139
999	64139
1000	64140
