ITERNUM	METIME
1	128285
2	128282
3	128280
4	128287
5	128285
6	128285
7	128286
8	128282
9	128287
10	128286
11	128287
12	128287
13	128284
14	128288
15	128284
16	128287
17	128284
18	128283
19	128285
20	128284
21	128281
22	128281
23	128290
24	128286
25	128283
26	128286
27	128282
28	128286
29	128406
30	128283
31	128849
32	128286
33	128285
34	128284
35	128286
36	128284
37	128281
38	128284
39	128285
40	128285
41	128286
42	128285
43	128284
44	128283
45	128284
46	128284
47	128290
48	128285
49	128285
50	128285
51	128283
52	128284
53	128286
54	128279
55	128284
56	128280
57	128280
58	128286
59	128282
60	128279
61	128288
62	128280
63	128284
64	128280
65	128292
66	128285
67	128280
68	128283
69	128286
70	128281
71	128285
72	128284
73	128288
74	128284
75	128284
76	128288
77	128284
78	128283
79	128285
80	128283
81	128288
82	128290
83	128282
84	128284
85	128288
86	128282
87	129092
88	128280
89	128285
90	128284
91	128285
92	128286
93	128283
94	128284
95	128286
96	128284
97	128279
98	128289
99	128286
100	128289
101	128289
102	128289
103	128287
104	128283
105	128283
106	128287
107	128283
108	128288
109	128279
110	128281
111	128282
112	128281
113	128283
114	128283
115	128286
116	128286
117	128283
118	128286
119	128285
120	128279
121	128285
122	128278
123	128285
124	128279
125	128286
126	128284
127	128285
128	128283
129	128283
130	128283
131	128284
132	128281
133	128289
134	128287
135	128288
136	128282
137	128283
138	128284
139	128287
140	128290
141	128284
142	128285
143	128845
144	128284
145	128284
146	128285
147	128285
148	128283
149	128284
150	128283
151	128284
152	128286
153	128286
154	128286
155	128282
156	128284
157	128285
158	128284
159	128284
160	128285
161	128287
162	128288
163	128287
164	128286
165	128278
166	128288
167	128288
168	128291
169	128291
170	128284
171	128286
172	128286
173	128286
174	128284
175	128280
176	128286
177	128283
178	128284
179	128282
180	128287
181	128280
182	128279
183	128287
184	128283
185	128284
186	128286
187	128284
188	128285
189	128287
190	128285
191	128280
192	128286
193	128286
194	128283
195	128285
196	128281
197	128278
198	128280
199	129091
200	128282
201	128289
202	128284
203	128284
204	128284
205	128288
206	128286
207	128283
208	128284
209	128284
210	128288
211	128284
212	128285
213	128292
214	128283
215	128283
216	128283
217	128280
218	128287
219	128286
220	128281
221	128288
222	128289
223	128283
224	128288
225	128284
226	128285
227	128284
228	128284
229	128280
230	128282
231	128280
232	128282
233	128280
234	128283
235	128287
236	128283
237	128286
238	128283
239	128281
240	128286
241	128282
242	128284
243	128280
244	128283
245	128283
246	128281
247	128284
248	128285
249	128283
250	128281
251	128287
252	128288
253	128288
254	128282
255	128839
256	128287
257	128290
258	128281
259	128283
260	128284
261	128286
262	128286
263	128286
264	128284
265	128286
266	128285
267	128286
268	128279
269	128280
270	128280
271	128281
272	128290
273	128283
274	128286
275	128284
276	128281
277	128285
278	128284
279	128283
280	128286
281	128283
282	128281
283	128281
284	128286
285	128286
286	128282
287	128286
288	128284
289	128281
290	128291
291	128283
292	128281
293	128284
294	128290
295	128281
296	128282
297	128281
298	128285
299	128284
300	128285
301	128286
302	128288
303	128287
304	128285
305	128284
306	128284
307	128286
308	128285
309	128285
310	128282
311	129082
312	128286
313	128286
314	128286
315	128286
316	128281
317	128284
318	128286
319	128279
320	128287
321	128280
322	128290
323	128278
324	128286
325	128283
326	128290
327	128287
328	128282
329	128284
330	128286
331	128284
332	128286
333	128285
334	128280
335	128284
336	128286
337	128282
338	128280
339	128283
340	128285
341	128284
342	128288
343	128289
344	128283
345	128286
346	128284
347	128282
348	128283
349	128288
350	128287
351	128290
352	128284
353	128282
354	128282
355	128280
356	128287
357	128284
358	128283
359	128289
360	128284
361	128284
362	128282
363	128282
364	128290
365	128282
366	128291
367	128839
368	128288
369	128283
370	128290
371	128283
372	128283
373	128284
374	128283
375	128282
376	128280
377	128289
378	128284
379	128286
380	128286
381	128288
382	128284
383	128290
384	128282
385	128290
386	128282
387	128284
388	128283
389	128285
390	128283
391	128288
392	128283
393	128290
394	128284
395	128291
396	128280
397	128287
398	128282
399	128288
400	128285
401	128282
402	128284
403	128286
404	128283
405	128283
406	128286
407	128287
408	128285
409	128288
410	128284
411	128293
412	128284
413	128286
414	128285
415	128284
416	128288
417	128287
418	128290
419	128284
420	128288
421	128284
422	128285
423	129082
424	128282
425	128286
426	128280
427	128286
428	128283
429	128284
430	128283
431	128282
432	128289
433	128282
434	128288
435	128284
436	128281
