ITERNUM	METIME
1	1026285
2	1026269
3	1027065
4	1026274
5	1026331
6	1026276
7	1026272
8	1026275
9	1026268
10	1026855
11	1026273
12	1026269
13	1026279
14	1026272
15	1026275
16	1026272
17	1027063
18	1026279
19	1026271
20	1026275
21	1026273
22	1026270
23	1026272
24	1026879
25	1026274
26	1026270
27	1026275
28	1026263
29	1026277
30	1026273
31	1027073
32	1026276
33	1026263
34	1026283
35	1026272
36	1026280
37	1026275
38	1026856
39	1026278
40	1026273
41	1026275
42	1026280
43	1026264
44	1026273
45	1027070
46	1026267
47	1026338
48	1026270
49	1026283
50	1026268
51	1026276
52	1026859
53	1026277
54	1026277
55	1026266
56	1026273
57	1026269
58	1026279
59	1058126
60	1026280
61	1026273
62	1026274
63	1026267
64	1026264
65	1026271
66	1026852
67	1026279
68	1026276
69	1026272
70	1026270
71	1026260
72	1026253
73	1027065
74	1026270
75	1026268
76	1026271
77	1026273
78	1026272
79	1026266
80	1026278
81	1026850
82	1026268
83	1026385
84	1026276
85	1026275
86	1026268
87	1026277
88	1027065
89	1026333
90	1026389
91	1026275
92	1026274
93	1026267
94	1026271
95	1026850
96	1026272
97	1026408
98	1026284
99	1026274
100	1026270
101	1026265
102	1058012
103	1026273
104	1026397
105	1026276
106	1026267
107	1026272
108	1026268
109	1026851
110	1026277
111	1026403
112	1026261
113	1026282
114	1026272
115	1026276
116	1027063
117	1026272
118	1026399
119	1026283
120	1026270
121	1026269
122	1026277
123	1026846
124	1026284
125	1026395
126	1026307
127	1026268
128	1026280
129	1026272
130	1027060
131	1026339
132	1026512
133	1026270
134	1026271
135	1026271
136	1026266
137	1026846
138	1026273
139	1026404
140	1026283
141	1026278
142	1026277
143	1026272
144	1058364
145	1026276
146	1026403
147	1026281
148	1026274
149	1026273
150	1026276
151	1026850
152	1026281
153	1026400
154	1026271
155	1026270
156	1026269
157	1026274
158	1027067
159	1026268
160	1026380
161	1026263
162	1026263
163	1026272
164	1026278
165	1026279
166	1026274
167	1026392
168	1026281
169	1026269
170	1026275
171	1026270
172	1026266
173	1026276
174	1026509
175	1026282
176	1026270
177	1026276
178	1026269
179	1026281
180	1026274
181	1026396
182	1026268
183	1026266
184	1026274
185	1026274
186	1026271
187	1026270
188	1026387
189	1026274
190	1026283
191	1026272
192	1026288
193	1026271
194	1026279
195	1026400
196	1026267
197	1026270
198	1026278
199	1026273
200	1026270
201	1026279
202	1026382
203	1026263
204	1026266
205	1026270
206	1026274
207	1026274
208	1026281
209	1026392
210	1026272
211	1026263
212	1026275
213	1026267
214	1026280
215	1026281
216	1026528
217	1026277
218	1026277
219	1026277
220	1026267
221	1026278
222	1026273
223	1026412
224	1026272
225	1026281
226	1026268
227	1026271
228	1026285
229	1026277
230	1026385
231	1026276
232	1026275
233	1026270
234	1026275
235	1026278
236	1026271
237	1026387
238	1026284
239	1026282
240	1026270
241	1026271
242	1026270
243	1026274
244	1026388
245	1026282
246	1026259
247	1026268
248	1026270
249	1026273
250	1027061
251	1026383
252	1026273
253	1026276
254	1026270
255	1026266
256	1026268
257	1026885
258	1026522
259	1026269
260	1026267
261	1026277
262	1026268
263	1026279
264	1027054
265	1026396
266	1026285
267	1026277
268	1026274
269	1026272
270	1026267
271	1026889
272	1026393
273	1026273
274	1026284
275	1026273
276	1026275
277	1026265
278	1027064
