"ITERNUM"	"METIME1"	"METIME2"
1	2053321	2052564
2	2052493	2052535
3	2052538	2052519
4	2052516	2052507
5	2052497	2052504
6	2052514	2053192
7	2052629	2052515
8	2053315	2052488
9	2052525	2052550
10	2052607	2052583
11	2052495	2052694
12	2052560	2052521
13	2051961	2053195
14	2052649	2052504
15	2053258	2052487
16	2052525	2052517
17	2052483	2052507
18	2052512	2052521
19	2052507	2052484
20	2052503	2053190
21	2052622	2052494
22	2053403	2051480
23	2052612	2052696
24	2052488	2052525
25	2052531	2052503
26	2052515	2052510
27	2052529	2053220
28	2052616	2052494
29	2053275	2053293
30	2052493	2052535
31	2052567	2052511
32	2052502	2052501
33	2052493	2052524
34	2052525	2052621
35	2052641	2052505
36	2052531	2053290
37	2053288	2052546
38	2052531	2052460
39	2052521	2052524
40	2052521	2052495
41	2052523	2052633
42	2052649	2052501
43	2052520	2053297
44	2053265	2052647
45	2052494	2052529
46	2052524	2052517
47	2052509	2052735
48	2052534	2052630
49	2052646	2052509
50	2052489	2053321
51	2053320	2052581
52	2052556	2052532
53	2052502	2052523
54	2052508	2052512
55	2052535	2052658
56	2052648	2052507
57	2052528	2083040
58	2053291	2052495
59	2052519	2052497
60	2052527	2052514
61	2052533	2052516
62	2052495	2052621
63	2052647	2052506
64	2052478	2053277
65	2053278	2052525
66	2052511	2052530
67	2052497	2052504
68	2052537	2052521
69	2052519	2052613
70	2052647	2052509
71	2052484	2052518
72	2053267	2052545
73	2052570	2052507
74	2052528	2052520
75	2052528	2052684
76	2052503	2053433
77	2052624	2052490
78	2052467	2052499
79	2052525	2052507
80	2053309	2052509
81	2052504	2052511
82	2052516	2052549
83	2052542	2053267
84	2052596	2052535
85	2052531	2052518
86	2052514	2052526
87	2053307	2052470
88	2052504	2052587
89	2052536	2052544
90	2052513	2053182
91	2052641	2052510
92	2052507	2052487
93	2052538	2052555
94	2053251	2052507
95	2052522	2052525
96	2052527	2052525
97	2052495	2053195
98	2052645	2052495
99	2052492	2052831
100	2052512	2052509
101	2053299	2052527
102	2052532	2052514
103	2052501	2052534
104	2052529	2053178
105	2052661	2052515
106	2052496	2052479
107	2052503	2052521
108	2053298	2052468
109	2052499	2052489
110	2052502	2052953
111	2052516	2053198
112	2052632	2052510
113	2052523	2052504
114	2052507	2052533
115	2053299	2052518
116	2052497	2052517
117	2052534	2052506
118	2052496	2053198
119	2052620	2052483
120	2052472	2052632
121	2052513	2052529
122	2052479	2052534
123	2083183	2052493
124	2052512	2052526
125	2052522	2052629
126	2052638	2052456
127	2052489	2052860
128	2052508	2052498
129	2052517	2053330
130	2053287	2052528
131	2052510	2052508
132	2052508	2052642
133	2052619	2052502
134	2052504	2052525
135	2052502	2052466
136	2052497	2053292
137	2053291	2052493
138	2052521	2052498
139	2052504	2052653
140	2052639	2052520
141	2052525	2052517
142	2052521	2052511
143	2052498	2053311
144	2053280	2052506
145	2052516	2052508
146	2052519	2052648
147	2052663	2052502
148	2052254	2052512
149	2052536	2052534
150	2052509	2053327
151	2053295	2051817
152	2052517	2052551
153	2052517	2052626
154	2052650	2052520
155	2052495	2052493
156	2052504	2052525
157	2052508	2052496
158	2053299	2052512
159	2052510	2052521
160	2052539	2052646
161	2052618	2052570
162	2052447	2053005
163	2052408	2052511
164	2052555	2052534
165	2082988	2052505
166	2052523	2052488
167	2052510	2052640
168	2052637	2052509
169	2052512	2053077
170	2052511	2052505
171	2052498	2052525
172	2053287	2052502
173	2052596	2052583
174	2052501	2052650
175	2052652	2052539
176	2052519	2053067
177	2052502	2052492
178	2052504	2052506
179	2053418	2052533
180	2052509	2052528
181	2052528	2052654
182	2052510	2052508
183	2052508	2053070
184	2052514	2052516
185	2052508	2052518
186	2053381	2052483
187	2052507	2052505
188	2052489	2052625
189	2052496	2052502
190	2052542	2053067
191	2052515	2052503
192	2052510	2052491
193	2053436	2052539
194	2052519	2052469
195	2052512	2052636
196	2052522	2052502
197	2052505	2053063
198	2052509	2052492
199	2052490	2052630
200	2053531	2052505
201	2052508	2052529
202	2052501	2052518
203	2053085	2052558
204	2052502	2053150
205	2052561	2052709
206	2052494	2052621
207	2052655	2052540
208	2052517	2052511
209	2052509	2052514
210	2053090	2052500
211	2052499	2053043
212	2052601	2052512
213	2052502	2052619
214	2052621	2052507
215	2052521	2052870
216	2052484	2052862
217	2053090	2052514
218	2052515	2053042
219	2052524	2052488
220	2052501	2052731
221	2052748	2052476
222	2052499	2052490
223	2052186	2052502
224	2053080	2052505
225	2052522	2053026
226	2052531	2052523
227	2052482	2052619
228	2052615	2052516
229	2052481	2052504
230	2052505	2052520
231	2053080	2052528
232	2052524	2053086
233	2052488	2052502
234	2052461	2052636
