"ITERNUM"	"METIME1"	"METIME2"
235	2052673	2052504
236	2052578	2052507
237	2052535	2052513
238	2053097	2052532
239	2052596	2053091
240	2052509	2052497
241	2052475	2052753
242	2052713	2052479
243	2052513	2053313
244	2052497	2052491
245	2053073	2052515
246	2052513	2052542
247	2052554	2052512
248	2052504	2052618
249	2052644	2052518
250	2053130	2083181
251	2052500	2052518
252	2053071	2051330
253	2052522	2052516
254	2052493	2052515
255	2052493	2052631
256	2052622	2052501
257	2052501	2053319
258	2052543	2052553
259	2053083	2052517
260	2052516	2052532
261	2052488	2052502
262	2052514	2052775
263	2052754	2052485
264	2052529	2053299
265	2052510	2052506
266	2053096	2052512
267	2052481	2052498
268	2052526	2052513
269	2052514	2052638
270	2052624	2052523
271	2052496	2053309
272	2052523	2052564
273	2053083	2052528
274	2052520	2052500
275	2052493	2053067
276	2052513	2052631
277	2052632	2052517
278	2052612	2052570
279	2052503	2052485
280	2053099	2052578
281	2052531	2052531
282	2052499	2053055
283	2052539	2052759
284	2052721	2052507
285	2052492	2053323
286	2052509	2052490
287	2053093	2052493
288	2052504	2052552
289	2052521	2052518
290	2052518	2052632
291	2052640	2052493
292	2052518	2053277
293	2052507	2052530
294	2053092	2052520
295	2052574	2052518
296	2053009	2052521
297	2052488	2052653
298	2052642	2052512
299	2052512	2053288
300	2052519	2052647
301	2053065	2052556
302	2052509	2052496
303	2052503	2052512
304	2052513	2052765
305	2052748	2052519
306	2052515	2053319
307	2052576	2052514
308	2053107	2052499
309	2052516	2052503
310	2052512	2052507
311	2052561	2052621
312	2052605	2052503
313	2052539	2053293
314	2052497	2052536
315	2053088	2052506
316	2052496	2052398
317	2052767	2052548
318	2052501	2052625
319	2052645	2052496
320	2052505	2053323
321	2052519	2052511
322	2053096	2052555
323	2052589	2052489
324	2052546	2052524
325	2052401	2052757
326	2052593	2052513
327	2052506	2053260
328	2052504	2052489
329	2052511	2052515
330	2053104	2052516
331	2052514	2052524
332	2052507	2052616
333	2052890	2052505
334	2052640	2053063
335	2052504	2052531
336	2052516	2052490
337	2053069	2052541
338	2052490	2052507
339	2052488	2052640
340	2052667	2052498
341	2052524	2053089
342	2052516	2052493
343	2052499	2052894
344	2053101	2052845
345	2052507	2052504
346	2052507	2052821
347	2052824	2052514
348	2052634	2053122
349	2052523	2052241
350	2052495	2052529
351	2053111	2052532
352	2052507	2052535
353	2052490	2052639
354	2052611	2052519
355	2052501	2053082
356	2052504	2052514
357	2052522	2052537
358	2053091	2052510
359	2052515	2052544
360	2052517	2052635
361	2052621	2052513
362	2052500	2053036
363	2052517	2052532
364	2052516	2052514
365	2053092	2052506
366	2052501	2052506
367	2052493	2052832
368	2052817	2052495
369	2052479	2052498
370	2052505	2052498
371	2052490	2052511
372	2052509	2052481
373	2052502	2053308
374	2052498	2052685
375	2053441	2052497
376	2052523	2052529
377	2052508	2052501
378	2052504	2052534
379	2052495	2052510
380	2052501	2053296
381	2052517	2052645
382	2053440	2052534
383	2052510	2052504
384	2052476	2052491
385	2052537	2052499
386	2052509	2052506
387	2052513	2053316
388	2052502	2052840
389	2053617	2052480
390	2052517	2052514
391	2052485	2052537
392	2052490	2052512
393	2052477	2052507
394	2052499	2055155
395	2052507	2052631
396	2053416	2052497
397	2052497	2052501
398	2052535	2052561
399	2052500	2052539
400	2052511	2052500
401	2052524	2053288
402	2052510	2052629
403	2053432	2052518
404	2052530	2052494
405	2052518	2052481
406	2052518	2052570
407	2052516	2052507
408	2052513	2053298
409	2052505	2052805
410	2053614	2052516
411	2052509	2052492
412	2052521	2052504
413	2053117	2052534
414	2052536	2052531
415	2052504	2053299
416	2052525	2052638
417	2052548	2052527
418	2052525	2052511
419	2052654	2052497
420	2053097	2052514
421	2052604	2052515
422	2052512	2053290
423	2052523	2052642
424	2052546	2052491
425	2052497	2052435
426	2052494	2052502
427	2053081	2052523
428	2052618	2052505
429	2052261	2053492
430	2052507	2052788
431	2052563	2052481
432	2052507	2052509
433	2052490	2052486
434	2053163	2052542
435	2052954	2052498
436	2052107	2053311
437	2052534	2052629
438	2052508	2052541
439	2052519	2052491
440	2052511	2052513
441	2053105	2052611
442	2052632	2052531
443	2052488	2053309
444	2052515	2052490
445	2052502	2052529
446	2052604	2052499
447	2052500	2052536
448	2053065	2052695
449	2052630	2052509
450	2052508	2053290
451	2052535	2052586
452	2052477	2053075
453	2052515	2052516
454	2052512	2052495
455	2052485	2052679
456	2052656	2052615
457	2052517	2052513
458	2052518	2052519
459	2053337	2053087
460	2051888	2052520
461	2052468	2052488
462	2052522	2052632
463	2052628	2052539
464	2052516	2052495
465	2052532	2052514
466	2053306	2053083
467	2052508	2052537
468	2052512	2052576
469	2052486	2052566
470	2052601	2052472
471	2052499	2052510
472	2052508	2052580
473	2053358	2053087
474	2052483	2052508
475	2052592	2052433
476	2052489	2052623
477	2052645	2052543
478	2052497	2052524
479	2052512	2052506
480	2053297	2053074
481	2052486	2052519
482	2052489	2052504
483	2052514	2052635
484	2052651	2052512
485	2052493	2052504
486	2052498	2052447
487	2053282	2053581
488	2052523	2052563
489	2052480	2052491
490	2052503	2052589
491	2052625	2052981
492	2052490	2052538
493	2052509	2052583
494	2053356	2052526
495	2052516	2052515
496	2053099	2052506
497	2052507	2052662
498	2052453	2053446
499	2052533	2052652
500	2052531	2052521
