ITERNUM	METIME
1	2004
2	2004
3	2006
4	2004
5	2004
6	2004
7	2004
8	2004
9	2004
10	2006
11	2001
12	2006
13	2004
14	2000
15	2004
16	2004
17	2003
18	2004
19	2006
20	2004
21	2004
22	2004
23	2004
24	2004
25	2004
26	2006
27	2003
28	2006
29	2004
30	2001
31	2004
32	2004
33	2000
34	2004
35	2006
36	2000
37	2006
38	2004
39	2003
40	2004
41	2004
42	2004
43	2004
44	2006
45	2004
46	2004
47	2004
48	2004
49	2003
50	2004
51	2006
52	2001
53	2006
54	2004
55	2000
56	2004
57	2004
58	2000
59	2004
60	2006
61	2002
62	2004
63	2004
64	2004
65	2004
66	2004
67	2006
68	2004
69	2006
70	2004
71	2004
72	2004
73	2004
74	2003
75	2004
76	2006
77	2000
78	2004
79	2004
80	2000
81	2004
82	2004
83	2002
84	2004
85	2006
86	2001
87	2004
88	2004
89	2003
90	2004
91	2004
92	2006
93	2004
94	2004
95	2004
96	2004
97	2004
98	2004
99	2006
100	2004
101	2006
102	2004
103	2004
104	2004
105	2004
106	2004
107	2004
108	2005
109	2004
110	2004
111	2001
112	2004
113	2004
114	2001
115	2006
116	2004
117	2006
118	2004
119	2004
120	2004
121	1999
122	2004
123	2004
124	2006
125	2004
126	2004
127	2004
128	2000
129	2004
130	2004
131	2005
132	2004
133	2006
134	2004
135	2003
136	2004
137	2004
138	1999
139	2004
140	2006
141	2004
142	2006
143	2004
144	2004
145	2002
146	2004
147	2004
148	2001
149	2006
150	2004
151	2004
152	2004
153	2004
154	2004
155	1999
156	2006
157	2004
158	2005
159	2004
160	2004
161	2004
162	2004
163	2006
164	2004
165	2001
166	2004
167	2004
168	2003
169	2004
170	2004
171	2004
172	2006
173	2004
174	2004
175	1999
176	2004
177	2004
178	2003
179	2006
180	2004
181	2006
182	2004
183	2004
184	2004
185	1999
186	2004
187	2004
188	2004
189	2004
190	2004
191	2004
192	2004
193	2004
194	2004
195	2003
196	2004
197	2006
198	2000
199	2004
200	2004
201	2004
202	2004
203	2004
204	2006
205	2004
206	2004
207	2004
208	2000
209	2004
210	2004
211	2121
212	2004
213	2006
214	2004
215	2004
216	2004
217	2004
218	2003
219	2004
220	2006
221	2000
222	2004
223	2004
224	2001
225	2004
226	2004
227	2006
228	2004
229	2006
230	2004
231	2004
232	2004
233	2004
234	2000
235	2004
236	2006
237	2000
238	2006
239	2004
240	2003
241	2004
242	2004
243	2006
244	2004
245	2006
246	2004
247	2003
248	2004
249	2004
250	2000
251	2004
252	2006
253	2000
254	2006
255	2004
256	2003
257	2004
258	2004
259	2006
260	2004
261	2006
262	2004
263	2003
264	2004
265	2004
266	2000
267	2004
268	2006
269	2000
270	2006
271	2004
272	2002
273	2004
274	2004
275	2006
276	2004
277	2006
278	2004
279	2004
280	2004
281	2004
282	2003
283	2004
284	2006
285	2000
286	2006
287	2004
288	2000
289	2004
290	2004
291	2001
292	2004
293	2006
294	2003
295	2004
296	2004
297	2004
298	2004
299	2004
300	2006
301	2004
302	2006
303	2004
304	2003
305	2004
306	2004
307	2001
308	2004
309	2006
310	2000
311	2004
312	2004
313	2000
314	2004
315	2004
316	2003
317	2004
318	2006
319	2003
320	2004
321	2004
322	2004
323	2004
324	2004
325	2006
326	2004
327	2004
328	2004
329	2004
330	2004
331	2004
332	2005
333	2004
334	2006
335	2001
336	2004
337	2004
338	2000
339	2004
340	2004
341	2002
342	2004
343	2004
344	2000
345	2004
346	2004
347	2000
348	2006
349	2004
350	2003
351	2004
352	2004
353	2003
354	2004
355	2004
356	2004
357	2006
358	2004
359	2004
360	2004
361	2004
362	2004
363	2004
364	2006
365	2004
366	2006
367	2004
368	2004
369	2004
370	2004
371	2004
372	2004
373	2006
374	2004
375	2003
376	2004
377	2004
378	2002
379	2004
380	2006
381	2001
382	2006
383	2004
384	2000
385	2004
386	2004
387	2000
388	2004
389	2006
390	2000
391	2004
392	2004
393	2000
394	2004
395	2004
396	2002
397	2004
398	2006
399	2000
400	2004
401	2004
402	2000
403	2004
404	2004
405	2002
406	2004
407	2006
408	2000
409	2004
410	2004
411	2000
412	2006
413	2004
414	2002
415	2004
416	2004
417	2000
418	2004
419	2004
420	2000
421	2006
422	2004
423	2002
424	2004
425	2004
426	2000
427	2004
428	2004
429	2000
430	2006
431	2004
432	2000
433	2004
434	2004
435	2000
436	2004
437	2006
438	2000
439	2006
440	2004
441	2000
442	2004
443	2004
444	2000
445	2004
446	2006
447	2000
448	2004
449	2004
450	2000
451	2004
452	2004
453	2002
454	2004
455	2006
456	2000
457	2004
458	2004
459	2000
460	2004
461	2004
462	2002
463	2004
464	2006
465	2000
466	2004
467	2004
468	2000
469	2006
470	2004
471	2002
472	2004
473	2004
474	2001
475	2004
476	2004
477	2000
478	2006
479	2004
480	2002
481	2004
482	2004
483	2000
484	2004
485	2004
