ITERNUM	METIME
1	2005
2	2004
3	2004
4	2005
5	2000
6	2006
7	2004
8	2002
9	2005
10	2004
11	2003
12	2004
13	2004
14	2004
15	2006
16	2004
17	2004
18	2004
19	2004
20	2005
21	2001
22	2006
23	2004
24	2002
25	2005
26	2004
27	2002
28	2005
29	2005
30	2003
31	2006
32	2004
33	2007
34	2004
35	2004
36	2004
37	2005
38	2004
39	2004
40	2005
41	2005
42	2006
43	2001
44	2005
45	2005
46	2000
47	2004
48	2005
49	2003
50	2004
51	2005
52	2004
53	2004
54	2004
55	2005
56	2006
57	2004
58	2006
59	2005
60	2004
61	2005
62	2003
63	2004
64	2004
65	2003
66	2004
67	2004
68	2000
69	2004
70	2004
71	2000
72	2006
73	2004
74	2004
75	2004
76	2004
77	2004
78	2004
79	2004
80	2004
81	2006
82	2004
83	2005
84	2004
85	2004
86	2005
87	2004
88	2006
89	2005
90	2005
91	2005
92	2004
93	2001
94	2004
95	2004
96	2000
97	2007
98	2004
99	2000
100	2005
101	2005
102	2000
103	2005
104	2006
105	2000
106	2007
107	2004
108	2002
109	2005
110	2004
111	2004
112	2005
113	2006
114	2005
115	2004
116	2004
117	2004
118	2000
119	2004
120	2006
121	2004
122	2007
123	2004
124	2004
125	2000
126	2005
127	2005
128	2004
129	2006
130	2005
131	2004
132	2002
133	2004
134	2004
135	2001
136	2006
137	2004
138	2006
139	2004
140	2004
141	2005
142	2000
143	2005
144	2004
145	2004
146	2004
147	2006
148	2004
149	2004
150	2004
151	2004
152	2002
153	2005
154	2006
155	2004
156	2004
157	2004
158	2004
159	2003
160	2004
161	2006
162	2000
163	2004
164	2004
165	2004
166	2004
167	2004
168	2007
169	2002
170	2006
171	2004
172	2000
173	2005
174	2004
175	2004
176	2005
177	2006
178	2005
179	2003
180	2004
181	2005
182	2000
183	2004
184	2006
185	2004
186	2006
187	2004
188	2004
189	2004
190	2004
191	2004
192	2000
193	2006
194	2004
195	2003
196	2005
197	2004
198	2004
199	2004
200	2007
201	2005
202	2002
203	2005
204	2004
205	2001
206	2004
207	2004
208	2004
209	2006
210	2004
211	2004
212	2004
213	2004
214	2004
215	2000
216	2006
217	2004
218	2003
219	2005
220	2004
221	2005
222	2004
223	2004
224	2004
225	2006
226	2004
227	2005
228	2000
