ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	8338309	8211057	8338496	127251	127439	21	120
2	8338128	8210982	8338319	127145	127337	13	100
3	8336963	8211042	8337153	125920	126111	13	100
4	8337795	8211070	8337990	126724	126920	12	100
5	8337842	8210967	8338038	126874	127071	13	100
6	8337397	8211041	8337588	126355	126547	14	101
7	8337179	8211054	8337372	126124	126318	11	99
8	8338679	8210994	8338862	127684	127868	14	101
9	8337518	8211058	8337707	126459	126649	14	100
10	8338140	8211079	8338328	127060	127249	15	103
11	8337650	8211051	8337836	126598	126785	17	117
12	8337878	8211057	8338061	126820	127004	16	102
13	8336998	8211048	8337186	125949	126138	15	100
14	8338307	8211017	8338490	127289	127473	13	100
15	8337221	8211027	8337412	126193	126385	13	100
16	8337509	8211045	8337691	126463	126646	12	100
17	8338345	8211046	8338530	127298	127484	15	101
18	8337278	8211038	8337474	126239	126436	11	99
19	8337497	8211020	8337686	126476	126666	15	101
20	8337190	8211040	8337372	126149	126332	13	102
21	8338492	8211028	8338681	127463	127653	14	100
22	8337093	8211119	8337282	125973	126163	22	119
23	8337704	8211022	8337895	126681	126873	11	100
24	8338610	8210989	8338796	127620	127807	15	101
25	8337038	8211093	8337233	125944	126140	14	100
26	8337592	8211034	8337781	126557	126747	13	100
27	8337526	8210969	8337710	126556	126741	13	100
28	8337891	8211091	8338087	126799	126996	13	100
29	8337714	8211101	8337903	126612	126802	15	101
30	8337245	8211006	8337434	126238	126428	10	99
31	8338454	8210998	8338640	127455	127642	15	103
32	8337771	8211073	8337959	126697	126886	23	120
33	8337257	8211017	8337453	126239	126436	10	99
34	8338398	8210972	8338584	127425	127612	13	101
35	8336905	8211013	8337100	125891	126087	10	99
36	8337856	8211041	8338043	126814	127002	14	101
37	8337551	8210957	8337746	126593	126789	12	99
38	8337995	8211078	8338180	126916	127102	15	101
39	8337879	8211038	8338076	126840	127038	14	101
40	8337102	8210940	8337296	126161	126356	13	99
41	8338189	8211052	8338381	127136	127329	17	103
42	8336989	8211072	8337174	125916	126102	10	99
43	8338028	8211041	8338214	126986	127173	22	120
44	8337625	8210990	8337814	126634	126824	11	100
45	8337578	8211052	8337767	126525	126715	14	100
46	8337951	8211052	8338132	126898	127080	13	101
47	8337554	8210959	8337743	126594	126784	10	99
48	8337764	8211049	8337958	126714	126909	13	101
49	8337069	8211052	8337264	126016	126212	11	99
50	8338344	8211038	8338528	127305	127490	14	101
51	8337163	8211034	8337358	126128	126324	12	100
52	8337781	8211083	8337967	126697	126884	13	102
53	8337957	8211002	8338144	126954	127142	21	119
54	8337831	8211029	8338019	126801	126990	13	100
55	8337943	8211071	8338134	126871	127063	16	101
56	8337437	8211013	8337624	126423	126611	11	99
57	8338160	8211000	8338344	127159	127344	14	101
58	8336941	8211045	8337130	125895	126085	13	100
59	8337877	8211072	8338071	126804	126999	13	100
60	8338483	8211039	8338667	127443	127628	14	101
61	8336898	8211010	8337088	125887	126078	11	99
62	8337951	8211079	8338142	126871	127063	17	103
63	8337963	8211069	8338154	126893	127085	20	119
64	8337361	8211047	8337542	126313	126495	13	100
65	8337030	8211076	8337225	125953	126149	12	100
66	8367890	8211196	8368081	156693	156885	16	100
67	8338238	8211032	8338427	127205	127395	15	101
68	8336890	8211022	8337091	125867	126069	14	99
