ITERNUM	METIME
1	2052564
2	2052535
3	2052519
4	2052507
5	2052504
6	2053192
7	2052515
8	2052488
9	2052550
10	2052583
11	2052694
12	2052521
13	2053195
14	2052504
15	2052487
16	2052517
17	2052507
18	2052521
19	2052484
20	2053190
21	2052494
22	2051480
23	2052696
24	2052525
25	2052503
26	2052510
27	2053220
28	2052494
29	2053293
30	2052535
31	2052511
32	2052501
33	2052524
34	2052621
35	2052505
36	2053290
37	2052546
38	2052460
39	2052524
40	2052495
41	2052633
42	2052501
43	2053297
44	2052647
45	2052529
46	2052517
47	2052735
48	2052630
49	2052509
50	2053321
51	2052581
52	2052532
53	2052523
54	2052512
55	2052658
56	2052507
57	2083040
58	2052495
59	2052497
60	2052514
61	2052516
62	2052621
63	2052506
64	2053277
65	2052525
66	2052530
67	2052504
68	2052521
69	2052613
70	2052509
71	2052518
72	2052545
73	2052507
74	2052520
75	2052684
76	2053433
77	2052490
78	2052499
79	2052507
80	2052509
81	2052511
82	2052549
83	2053267
84	2052535
85	2052518
86	2052526
87	2052470
88	2052587
89	2052544
90	2053182
91	2052510
92	2052487
93	2052555
94	2052507
95	2052525
96	2052525
97	2053195
98	2052495
99	2052831
100	2052509
101	2052527
102	2052514
103	2052534
104	2053178
105	2052515
106	2052479
107	2052521
108	2052468
109	2052489
110	2052953
111	2053198
112	2052510
113	2052504
114	2052533
115	2052518
116	2052517
117	2052506
118	2053198
119	2052483
120	2052632
121	2052529
122	2052534
123	2052493
124	2052526
125	2052629
126	2052456
127	2052860
128	2052498
129	2053330
130	2052528
131	2052508
132	2052642
133	2052502
134	2052525
135	2052466
136	2053292
137	2052493
138	2052498
139	2052653
140	2052520
141	2052517
142	2052511
143	2053311
144	2052506
145	2052508
146	2052648
147	2052502
148	2052512
149	2052534
150	2053327
151	2051817
152	2052551
153	2052626
154	2052520
155	2052493
156	2052525
157	2052496
158	2052512
159	2052521
160	2052646
161	2052570
162	2053005
163	2052511
164	2052534
165	2052505
166	2052488
167	2052640
168	2052509
169	2053077
170	2052505
171	2052525
172	2052502
173	2052583
174	2052650
175	2052539
176	2053067
177	2052492
178	2052506
179	2052533
180	2052528
181	2052654
182	2052508
183	2053070
184	2052516
185	2052518
186	2052483
187	2052505
188	2052625
189	2052502
190	2053067
191	2052503
192	2052491
193	2052539
194	2052469
195	2052636
196	2052502
197	2053063
198	2052492
199	2052630
200	2052505
201	2052529
202	2052518
203	2052558
204	2053150
205	2052709
206	2052621
207	2052540
208	2052511
209	2052514
210	2052500
211	2053043
212	2052512
213	2052619
214	2052507
215	2052870
216	2052862
217	2052514
218	2053042
219	2052488
220	2052731
221	2052476
222	2052490
223	2052502
224	2052505
225	2053026
226	2052523
227	2052619
228	2052516
229	2052504
230	2052520
231	2052528
232	2053086
233	2052502
234	2052636
235	2052504
236	2052507
237	2052513
238	2052532
239	2053091
240	2052497
241	2052753
242	2052479
243	2053313
244	2052491
245	2052515
246	2052542
247	2052512
248	2052618
249	2052518
250	2083181
251	2052518
252	2051330
253	2052516
254	2052515
255	2052631
256	2052501
257	2053319
258	2052553
259	2052517
260	2052532
261	2052502
262	2052775
263	2052485
264	2053299
265	2052506
266	2052512
267	2052498
268	2052513
269	2052638
270	2052523
271	2053309
272	2052564
273	2052528
274	2052500
275	2053067
276	2052631
277	2052517
278	2052570
279	2052485
280	2052578
281	2052531
282	2053055
283	2052759
284	2052507
285	2053323
286	2052490
287	2052493
288	2052552
289	2052518
290	2052632
291	2052493
292	2053277
293	2052530
294	2052520
295	2052518
296	2052521
297	2052653
298	2052512
299	2053288
300	2052647
301	2052556
302	2052496
303	2052512
304	2052765
305	2052519
306	2053319
307	2052514
308	2052499
309	2052503
310	2052507
311	2052621
312	2052503
313	2053293
314	2052536
315	2052506
316	2052398
317	2052548
318	2052625
319	2052496
320	2053323
321	2052511
322	2052555
323	2052489
324	2052524
325	2052757
326	2052513
327	2053260
328	2052489
329	2052515
330	2052516
331	2052524
332	2052616
333	2052505
334	2053063
335	2052531
336	2052490
337	2052541
338	2052507
339	2052640
340	2052498
341	2053089
342	2052493
343	2052894
344	2052845
345	2052504
346	2052821
347	2052514
348	2053122
349	2052241
350	2052529
351	2052532
352	2052535
353	2052639
354	2052519
355	2053082
356	2052514
357	2052537
358	2052510
359	2052544
360	2052635
361	2052513
362	2053036
363	2052532
364	2052514
365	2052506
366	2052506
367	2052832
368	2052495
369	2052498
370	2052498
371	2052511
372	2052481
373	2053308
374	2052685
375	2052497
376	2052529
377	2052501
378	2052534
379	2052510
380	2053296
381	2052645
382	2052534
383	2052504
384	2052491
385	2052499
386	2052506
387	2053316
388	2052840
389	2052480
390	2052514
391	2052537
392	2052512
393	2052507
394	2055155
395	2052631
396	2052497
397	2052501
398	2052561
399	2052539
400	2052500
401	2053288
402	2052629
403	2052518
404	2052494
405	2052481
406	2052570
407	2052507
408	2053298
409	2052805
410	2052516
411	2052492
412	2052504
413	2052534
414	2052531
415	2053299
416	2052638
417	2052527
418	2052511
419	2052497
420	2052514
421	2052515
422	2053290
423	2052642
424	2052491
425	2052435
426	2052502
427	2052523
428	2052505
429	2053492
430	2052788
431	2052481
432	2052509
433	2052486
434	2052542
435	2052498
436	2053311
437	2052629
438	2052541
439	2052491
440	2052513
441	2052611
442	2052531
443	2053309
444	2052490
445	2052529
446	2052499
447	2052536
448	2052695
449	2052509
450	2053290
451	2052586
452	2053075
453	2052516
454	2052495
455	2052679
456	2052615
457	2052513
458	2052519
459	2053087
460	2052520
461	2052488
462	2052632
463	2052539
464	2052495
465	2052514
466	2053083
467	2052537
468	2052576
469	2052566
470	2052472
471	2052510
472	2052580
473	2053087
474	2052508
475	2052433
476	2052623
477	2052543
478	2052524
479	2052506
480	2053074
481	2052519
482	2052504
483	2052635
484	2052512
485	2052504
486	2052447
487	2053581
488	2052563
489	2052491
490	2052589
491	2052981
492	2052538
493	2052583
494	2052526
495	2052515
496	2052506
497	2052662
498	2053446
499	2052652
500	2052521
