ITERNUM	METIME
1	8020
2	8013
3	8019
4	8019
5	8012
6	8020
7	8019
8	8010
9	8019
10	8019
11	8009
12	8020
13	8019
14	8010
15	8019
16	8019
17	8012
18	8019
19	8019
20	8012
21	8019
22	8017
23	8011
24	8019
25	8017
26	8012
27	8019
28	8018
29	8012
30	8019
31	8019
32	8012
33	8020
34	8019
35	8011
36	8017
37	8019
38	8012
39	8017
40	8019
41	8012
42	8017
43	8019
44	8013
45	8018
46	8019
47	8016
48	8013
49	8019
50	8018
51	8012
52	8019
53	8017
54	8012
55	8019
56	8020
57	8012
58	8020
59	8019
60	8012
61	8019
62	8019
63	8015
64	8012
65	8019
66	8019
67	8010
68	8020
69	8019
70	8012
71	8019
72	8020
73	8012
74	8019
75	8017
76	8017
77	8012
78	8017
79	8020
80	8012
81	8017
82	8020
83	8012
84	8019
85	8019
86	8018
87	8012
88	8019
89	8018
90	8012
91	8019
92	8017
93	8012
94	8015
95	8017
96	8020
97	8012
98	8019
99	8019
100	8012
101	8018
102	8020
103	8017
104	8012
105	8021
106	8018
107	8012
108	8019
109	8017
110	8012
111	8019
112	8019
113	8014
114	8014
115	8019
116	8019
117	8010
118	8020
119	8019
120	8010
121	8019
122	8019
123	8011
124	8015
125	8019
126	8019
127	8012
128	8019
129	8019
130	8012
131	8017
132	8019
133	8016
134	8010
135	8019
136	8019
137	8010
138	8019
139	8019
140	8012
141	8015
142	8019
143	8020
144	8012
145	8018
146	8019
147	8012
148	8015
149	8020
150	8019
151	8010
152	8020
153	8019
154	8012
155	8016
156	8020
157	8020
158	8013
159	8018
160	8019
161	8012
162	8012
163	8020
164	8019
165	8012
166	8019
167	8020
168	8015
169	8012
170	8019
171	8019
172	8012
173	8018
174	8019
175	8019
176	8011
177	8020
178	8020
179	8012
180	8013
181	8019
182	8019
183	8012
184	8019
185	8019
186	8019
187	8011
188	8019
189	8019
190	8011
191	8013
192	8019
193	8019
194	8012
195	8017
196	8020
197	8019
198	8011
199	8019
200	8020
201	8016
202	8013
203	8019
204	8017
205	8013
206	8013
207	8019
208	8019
209	8013
210	8015
211	8019
212	8017
213	8013
214	8019
215	8017
216	8019
217	8013
218	8018
219	8019
220	8019
221	8013
222	8019
223	8019
224	8017
225	8012
226	8018
227	8019
228	8013
229	8016
230	8019
231	8019
232	8010
233	8020
234	8019
235	8012
236	8020
237	8019
238	8012
239	8019
240	8018
241	8016
242	8012
243	8017
244	8019
245	8012
246	8020
247	8020
248	8012
249	8019
250	8019
251	8018
252	8012
253	8019
254	8017
255	8012
256	8020
257	8017
258	8012
259	8017
260	8017
261	8019
262	8012
263	8020
264	8019
265	8012
266	8019
267	8020
268	8014
269	8013
270	8019
271	8018
272	8012
273	8020
274	8019
275	8012
276	8014
277	8019
278	8019
279	8012
280	8020
281	8019
282	8010
283	8016
284	8019
285	8018
286	8012
287	8019
288	8020
289	8012
290	8017
291	8020
292	8020
293	8012
294	8019
295	8019
296	8010
297	8016
298	8019
299	8018
300	8012
301	8019
302	8020
303	8012
