"ITERNUM"	"METIME1"	"METIME2"
1	128285	128283
2	128282	128283
3	128280	128284
4	128287	128286
5	128285	128286
6	128285	128283
7	128286	128284
8	128282	128284
9	128287	128279
10	128286	128295
11	128287	128281
12	128287	128289
13	128284	128284
14	128288	128281
15	128284	128288
16	128287	128288
17	128284	128284
18	128283	128282
19	128285	128284
20	128284	128287
21	128281	128292
22	128281	128282
23	128290	128289
24	128286	128341
25	128283	128283
26	128286	128281
27	128282	128281
28	128286	128288
29	128406	128404
30	128283	128282
31	128849	128285
32	128286	128286
33	128285	128283
34	128284	128284
35	128286	128277
36	128284	128286
37	128281	128289
38	128284	128286
39	128285	128293
40	128285	128280
41	128286	128282
42	128285	128288
43	128284	128288
44	128283	128288
45	128284	128291
46	128284	128285
47	128290	128284
48	128285	128286
49	128285	128284
50	128285	128279
51	128283	128292
52	128284	128294
53	128286	128290
54	128279	128284
55	128284	128286
56	128280	128286
57	128280	128285
58	128286	128290
59	128282	128284
60	128279	128283
61	128288	128288
62	128280	128283
63	128284	128282
64	128280	128285
65	128292	128286
66	128285	128282
67	128280	128282
68	128283	128284
69	128286	128283
70	128281	128282
71	128285	128283
72	128284	128282
73	128288	128280
74	128284	128282
75	128284	128283
76	128288	128285
77	128284	128280
78	128283	128284
79	128285	128285
80	128283	128288
81	128288	128284
82	128290	128284
83	128282	128293
84	128284	128287
85	128288	128413
86	128282	128279
87	129092	128294
88	128280	128283
89	128285	128283
90	128284	128285
91	128285	128283
92	128286	128283
93	128283	128288
94	128284	128288
95	128286	128288
96	128284	128282
97	128279	128284
98	128289	128287
99	128286	128275
100	128289	128279
101	128289	128285
102	128289	128280
103	128287	128288
104	128283	128289
105	128283	128282
106	128287	128282
107	128283	128292
108	128288	128285
109	128279	128283
110	128281	128292
111	128282	128285
112	128281	128285
113	128283	128293
114	128283	128285
115	128286	128280
116	128286	128290
117	128283	128287
118	128286	128277
119	128285	128285
120	128279	128283
121	128285	128289
122	128278	128282
123	128285	128283
124	128279	128284
125	128286	128287
126	128284	128276
127	128285	128284
128	128283	128283
129	128283	128287
130	128283	128283
131	128284	128283
132	128281	128287
133	128289	128282
134	128287	128283
135	128288	128289
136	128282	128283
137	128283	128286
138	128284	128277
139	128287	128283
140	128290	128279
141	128284	128405
142	128285	128285
143	128845	128285
144	128284	128278
145	128284	128281
146	128285	128280
147	128285	128285
148	128283	128285
149	128284	128291
150	128283	128287
151	128284	128284
152	128286	128289
153	128286	128283
154	128286	128283
155	128282	128283
156	128284	128288
157	128285	128282
158	128284	128286
159	128284	128282
160	128285	128279
161	128287	128279
162	128288	128284
163	128287	128285
164	128286	128288
165	128278	128290
166	128288	128280
167	128288	128282
168	128291	128282
169	128291	128283
170	128284	128282
171	128286	128286
172	128286	128288
173	128286	128285
174	128284	128282
175	128280	128284
176	128286	128288
177	128283	128282
178	128284	128283
179	128282	128286
180	128287	128282
181	128280	128284
182	128279	128286
183	128287	128278
184	128283	128283
185	128284	128277
186	128286	128284
187	128284	128278
188	128285	128289
189	128287	128277
190	128285	128282
191	128280	128293
192	128286	128279
193	128286	128279
194	128283	128281
195	128285	128285
196	128281	128290
197	128278	128405
198	128280	128285
199	129091	128291
200	128282	128279
201	128289	128281
202	128284	128288
203	128284	128284
204	128284	128288
205	128288	128288
206	128286	128291
207	128283	128286
208	128284	128284
209	128284	128283
210	128288	128281
211	128284	128285
212	128285	128281
213	128292	128284
214	128283	128292
215	128283	128285
216	128283	128290
217	128280	128285
218	128287	128280
219	128286	128285
220	128281	128285
221	128288	128285
222	128289	128280
223	128283	128280
224	128288	128281
225	128284	128278
226	128285	128281
227	128284	128280
228	128284	128284
229	128280	128282
230	128282	128283
231	128280	128286
232	128282	128286
233	128280	128292
234	128283	128286
235	128287	128286
236	128283	128288
237	128286	128285
238	128283	128288
239	128281	128280
240	128286	128288
241	128282	128281
242	128284	128291
243	128280	128284
244	128283	128287
245	128283	128289
246	128281	128284
247	128284	128288
248	128285	128284
249	128283	128287
250	128281	128285
251	128287	128286
252	128288	128279
253	128288	128401
254	128282	128288
255	128839	128293
256	128287	128285
257	128290	128281
258	128281	128288
259	128283	128282
260	128284	128284
261	128286	128287
262	128286	128282
263	128286	128284
264	128284	128284
265	128286	128283
266	128285	128281
267	128286	128285
268	128279	128286
269	128280	128285
270	128280	128288
271	128281	128281
272	128290	128280
273	128283	128281
274	128286	128288
275	128284	128289
276	128281	128285
277	128285	128285
278	128284	128282
279	128283	128286
280	128286	128291
281	128283	128292
282	128281	128285
283	128281	128286
284	128286	128288
285	128286	128286
286	128282	128284
287	128286	128286
288	128284	128283
289	128281	128287
290	128291	128288
291	128283	128283
292	128281	128280
293	128284	128284
294	128290	128287
295	128281	128287
296	128282	128284
297	128281	128293
298	128285	128283
299	128284	128276
300	128285	128283
301	128286	128282
302	128288	128285
303	128287	128288
304	128285	128283
305	128284	128284
306	128284	128281
307	128286	128284
308	128285	128284
309	128285	128405
310	128282	128280
311	129082	128294
312	128286	128288
313	128286	128285
314	128286	128283
315	128286	128287
316	128281	128287
317	128284	128314
318	128286	128285
319	128279	128284
320	128287	128281
321	128280	128283
322	128290	128282
323	128278	128283
324	128286	128279
325	128283	128289
326	128290	128279
327	128287	128287
328	128282	128283
329	128284	128279
330	128286	128286
331	128284	128289
332	128286	128289
333	128285	128288
334	128280	128278
335	128284	128287
336	128286	128286
337	128282	128287
338	128280	128283
339	128283	128288
340	128285	128287
341	128284	128280
342	128288	128282
343	128289	128285
344	128283	128283
345	128286	128286
346	128284	128281
347	128282	128287
348	128283	128279
349	128288	128283
350	128287	128282
351	128290	128279
352	128284	128293
353	128282	128281
354	128282	128288
355	128280	128282
356	128287	128281
357	128284	128293
358	128283	128286
359	128289	128285
360	128284	128347
361	128284	128287
362	128282	128286
363	128282	128283
364	128290	128285
365	128282	128525
366	128291	128281
367	128839	128295
368	128288	128281
369	128283	128287
370	128290	128287
371	128283	128282
372	128283	128291
373	128284	128287
374	128283	128288
375	128282	128280
376	128280	128288
377	128289	128282
378	128284	128283
379	128286	128282
380	128286	128285
381	128288	128281
382	128284	128279
383	128290	128287
384	128282	128282
385	128290	128282
386	128282	128288
387	128284	128294
388	128283	128287
389	128285	128283
390	128283	128281
391	128288	128282
392	128283	128280
393	128290	128288
394	128284	128287
395	128291	128281
396	128280	128287
397	128287	128285
398	128282	128287
399	128288	128280
400	128285	128287
401	128282	128287
402	128284	128288
403	128286	128285
404	128283	128288
405	128283	128282
406	128286	128286
407	128287	128286
408	128285	128287
409	128288	128282
410	128284	128287
411	128293	128282
412	128284	128279
413	128286	128291
414	128285	128285
415	128284	128292
