"ITERNUM"	"METIME1"	"METIME2"
416	128288	128292
417	128287	128282
418	128290	128282
419	128284	128286
420	128288	128282
421	128284	128414
422	128285	128283
423	129082	128296
424	128282	128287
425	128286	128281
426	128280	128287
427	128286	128285
428	128283	128287
429	128284	128282
430	128283	128290
431	128282	128281
432	128289	128280
433	128282	128282
434	128288	128281
435	128284	128293
436	128281	128282
437	128284	128298
438	128283	128283
439	128285	128280
440	128288	128280
441	128287	128280
442	128283	128284
443	128284	128294
444	128283	128289
445	128283	128289
446	128283	128283
447	128288	128283
448	128286	128284
449	128283	128290
450	128284	128284
451	128285	128288
452	128283	128280
453	128288	128280
454	128287	128280
455	128288	128278
456	128290	128284
457	128289	128288
458	128284	128289
459	128285	128292
460	128283	128281
461	128289	128283
462	128282	128293
463	128282	128282
464	128290	128283
465	128285	128289
466	128283	128285
467	128288	128282
468	128283	128283
469	128283	128291
470	128286	128286
471	128285	128293
472	128282	128285
473	128288	128283
474	128282	128282
475	128288	128288
476	128282	128282
477	128289	128401
478	128281	128282
479	128839	128301
480	128283	128282
481	128283	128280
482	128289	128282
483	128286	128282
484	128290	128283
485	128283	128285
486	128289	128283
487	128284	128283
488	128284	128282
489	128284	128283
490	128286	128287
491	128286	128287
492	128286	128289
493	128286	128285
494	128285	128283
495	128282	128283
496	128285	128282
497	128289	128288
498	128281	128285
499	128285	128289
500	128285	128284
501	128286	128283
502	128286	128289
503	128285	128282
504	128284	128281
505	128283	128283
506	128286	128285
507	128289	128284
508	128283	128283
509	128283	128283
510	128284	128282
511	128290	128280
512	128283	128286
513	128286	128286
514	128286	128292
515	128286	128282
516	128283	128282
517	128284	128283
518	128283	128288
519	128288	128282
520	128284	128282
521	128283	128289
522	128289	128284
523	128283	128282
524	128286	128291
525	128284	128283
526	128284	128290
527	128292	128288
528	128284	128290
529	128288	128288
530	128284	128288
531	128286	128287
532	128287	128288
533	128281	128401
534	128288	128285
535	128282	129085
536	128288	128281
537	128283	128285
538	128285	128287
539	128286	128297
540	128284	128285
541	128280	128290
542	128284	128284
543	128287	128281
544	128282	128292
545	128284	128286
546	128293	128286
547	128284	128287
548	128284	128286
549	128289	128284
550	128285	128290
551	128287	128285
552	128283	128287
553	128282	128281
554	128280	128288
555	128284	128292
556	128284	128290
557	128283	128281
558	128282	128287
559	128287	128283
560	128284	128291
561	128282	128282
562	128284	128293
563	128284	128285
564	128286	128285
565	128282	128281
566	128288	128281
567	128282	128289
568	128283	128286
569	128289	128285
570	128282	128295
571	128282	128282
572	128290	128286
573	128283	128289
574	128282	128286
575	128281	128285
576	128283	128289
577	128281	128286
578	128281	128284
579	128284	128283
580	128283	128283
581	128284	128281
582	128287	128284
583	128289	128286
584	128283	128286
585	128284	128294
586	128286	128279
587	128283	128293
588	128282	128282
589	128288	128400
590	128280	128282
591	128292	128852
592	128285	128288
593	128283	128283
594	128284	128288
595	128281	128283
596	128291	128281
597	128283	128294
598	128284	128289
599	128290	128278
600	128279	128282
601	128283	128289
602	128286	128282
603	128281	128284
604	128284	128281
605	128284	128293
606	128279	128294
607	128283	128280
608	128292	128282
609	128284	128280
610	128285	128281
611	128290	128289
612	128288	128282
613	128284	128287
614	128287	128291
615	128288	128289
616	128286	128286
617	128285	128289
618	128286	128280
619	128283	128284
620	128282	128289
621	128286	128282
622	128283	128287
623	128286	128284
624	128284	128284
625	128284	128287
626	128279	128287
627	128285	128287
628	128282	128287
629	128282	128286
630	129094	128289
631	128283	128287
632	128283	128287
633	128280	128287
634	128283	128285
635	128285	128281
636	128284	128288
637	128284	128282
638	128285	128286
639	128287	128288
640	128285	128286
641	128290	128287
642	128285	128286
643	128288	128286
644	128284	128292
645	128283	128281
646	128408	128288
647	128284	128285
648	128284	128281
649	128283	128288
650	128291	128284
651	128285	128292
652	128280	128286
653	128311	128290
654	128288	128281
655	128283	128279
656	128287	128281
657	128282	128285
658	128284	128284
659	128280	128284
660	128286	128289
661	128280	128282
662	128288	128286
663	128282	128281
664	128282	128286
665	128282	128287
666	128282	128288
667	128279	128289
668	128284	128279
669	128285	128285
670	128288	128285
671	128284	128281
672	128285	128286
673	128285	128282
674	128283	128283
675	128282	128288
676	128282	128283
677	128283	128282
678	128283	128291
679	128284	128284
680	128284	128283
681	128290	128283
682	128283	128281
683	128290	128288
684	128283	128280
685	128289	128282
686	128838	128292
687	128285	128284
688	128282	128287
689	128287	128287
690	128284	128281
691	128282	128285
692	128287	128281
693	128285	128287
694	128285	128282
695	128284	128295
696	128282	128343
697	128284	128287
698	128283	128287
699	128284	128293
700	128289	128282
701	128282	128406
702	128410	128281
703	128282	128287
704	128282	128279
705	128293	128281
706	128282	128288
707	128286	128281
708	128282	128286
709	128286	128286
710	128283	128282
711	128288	128281
712	128282	128281
713	128288	128283
714	128282	128282
715	128282	128283
716	128284	128288
717	128285	128286
718	128283	128282
719	128284	128282
720	128283	128286
721	128286	128288
722	128283	128289
723	128285	128289
724	128281	128283
725	128284	128282
726	128286	128287
727	128286	128285
728	128286	128289
729	128285	128284
730	128287	128286
731	128286	128283
732	128288	128284
733	128286	128286
734	128282	128283
735	128285	128285
736	128285	128289
737	128283	128285
738	128286	128285
739	128286	128283
740	128282	128284
741	128286	128289
742	128286	129126
743	128284	128281
744	128283	128283
745	128284	128282
746	128286	128283
747	128282	128283
748	128285	128284
749	128286	128287
750	128284	128285
751	128284	128286
752	128285	128288
753	128288	128281
754	128286	128288
755	128285	128288
756	128286	128288
757	128284	128288
758	128416	128285
759	128288	128283
760	128285	128282
761	128286	128288
762	128286	128282
763	128285	128285
764	128283	128284
765	128285	128292
766	128289	128280
767	128286	128286
768	128283	128282
769	128284	128283
770	128283	128286
771	128286	128287
772	128283	128283
773	128283	128287
774	128284	128282
775	128284	128288
776	128283	128280
777	128282	128282
778	128282	128293
779	128285	128286
780	128282	128283
781	128288	128281
782	128283	128283
783	128281	128287
784	128284	128288
785	128282	128282
786	128284	128283
787	128284	128287
788	128284	128293
789	128284	128285
790	128282	128286
791	128287	128287
792	128283	128285
793	128284	128289
794	128285	128282
795	128287	128281
796	128288	128287
797	128284	128283
798	128285	128848
799	128282	128280
800	128288	128281
801	128282	128287
802	128285	128287
803	128285	128286
804	128290	128281
805	128283	128285
806	128280	128283
807	128294	128281
808	128286	128284
809	128281	128288
810	128285	128286
811	128287	128282
812	128281	128283
813	128287	128282
814	128404	128289
815	128282	128280
816	128288	128281
817	128282	128288
818	128282	128280
819	128287	128281
820	128284	128290
821	128284	128287
822	128286	128281
823	128284	128288
824	128290	128286
825	128284	128290
826	128282	128284
827	128289	128287
828	128287	128279
829	128281	128286
830	128286	128281
831	128290	128281
832	128286	128283
833	128283	128295
834	128283	128284
835	128288	128287
836	128288	128288
837	128287	128280
838	128289	128282
839	128287	128280
840	128287	128280
841	128290	128278
842	128289	128286
843	128286	128282
844	128286	128285
845	128280	128286
846	128283	128286
847	128281	128286
848	128287	128284
849	128288	128281
850	128289	128280
851	128284	128291
852	128283	128292
853	128283	128281
854	128289	129081
855	128283	128283
856	128283	128287
857	128283	128284
858	128285	128282
859	128287	128280
860	128289	128286
861	128288	128280
862	128290	128284
863	128283	128287
864	128282	128284
865	128286	128289
866	128282	128282
867	128288	128285
868	128286	128281
869	128289	128286
870	128411	128284
871	128279	128286
872	128283	128292
873	128284	128281
874	128291	128285
875	128287	128286
876	128284	128293
877	128283	128284
878	128290	128281
879	128285	128288
880	128282	128281
881	128286	128281
882	128283	128287
883	128283	128286
884	128287	128287
885	128285	128285
886	128290	128281
887	128284	128290
888	128284	128288
889	128290	128292
890	128284	128282
891	128288	128282
892	128286	128283
893	128290	128279
894	128281	128281
895	128290	128286
896	128284	128290
897	128288	128288
898	128284	128281
899	128289	128281
900	128286	128279
901	128290	128283
902	128282	128284
903	128288	128283
904	128284	128290
905	128283	128286
906	128291	128279
907	128280	128288
908	128282	128281
909	128289	128287
910	128287	128847
911	128288	128280
912	128283	128286
913	128281	128284
914	128283	128286
915	128283	128293
916	128283	128290
917	128284	128294
918	128281	128289
919	128283	128290
920	128284	128288
921	128291	128286
922	128286	128285
923	128283	128284
924	128287	128288
925	128280	128289
926	128406	128281
927	128284	128279
928	128285	128285
929	128286	128282
930	128277	128283
931	128286	128286
932	128280	128283
933	128284	128285
934	128285	128280
935	128288	128284
936	128284	128285
937	128280	128289
938	128285	128284
939	128287	128281
940	128286	128284
941	128287	128281
942	128286	128284
943	128279	128283
944	128284	128279
945	128287	128287
946	128279	128287
947	128285	128278
948	128291	128288
949	128282	128284
950	128280	128285
951	128288	128285
952	128289	128277
953	128288	128284
954	128288	128284
955	128288	128284
956	128291	128287
957	128280	128289
958	128280	128289
959	128279	128286
960	128282	128291
961	128282	128286
962	128284	128286
963	128289	128281
964	128290	128287
965	128288	128281
966	128284	129101
967	128285	128282
968	128289	128281
969	128282	128288
970	128291	128281
971	128284	128290
972	128282	128280
973	128289	128284
974	128284	128293
975	128283	128282
976	128293	128286
977	128287	128283
978	128284	128282
979	128284	128288
980	128285	128287
981	128288	128287
982	128401	128283
983	128283	128283
984	128287	128283
985	128284	128282
986	128284	128284
987	128286	128289
988	128285	128312
989	128284	128282
990	128288	128284
991	128289	128283
992	128284	128290
993	128286	128289
994	128284	128283
995	128283	128283
996	128285	128284
997	128286	128290
998	128284	128281
999	128284	128283
1000	128285	128286
