ITERNUM	METIME
1	8019
2	8020
3	8020
4	8014
5	8021
6	8019
7	8013
8	8021
9	8020
10	8014
11	8021
12	8021
13	8014
14	8022
15	8021
16	8014
17	8019
18	8021
19	8013
20	8019
21	8022
22	8014
23	8019
24	8021
25	8014
26	8021
27	8021
28	8014
29	8021
30	8021
31	8012
32	8022
33	8021
34	8012
35	8021
36	8022
37	8012
38	8021
39	8021
40	8014
41	8021
42	8021
43	8014
44	8020
45	8019
46	8017
47	8017
48	8019
49	8021
50	8014
51	8021
52	8021
53	8014
54	8021
55	8021
56	8012
57	8022
58	8021
59	8012
60	8021
61	8021
62	8012
63	8018
64	8022
65	8021
66	8014
67	8021
68	8021
69	8014
70	8019
71	8021
72	8014
73	8019
74	8021
75	8016
76	8014
77	8021
78	8022
79	8014
80	8021
81	8021
82	8014
83	8021
84	8019
85	8015
86	8015
87	8020
88	8021
89	8014
90	8019
91	8022
92	8014
93	8021
94	8022
95	8020
96	8014
97	8021
98	8020
99	8014
100	8021
101	8019
102	8017
103	8015
104	8019
105	8023
106	8014
107	8021
108	8021
109	8014
110	8021
111	8021
112	8012
113	8019
114	8021
115	8019
116	8014
117	8021
118	8019
119	8014
120	8021
121	8022
122	8014
123	8021
124	8021
125	8020
126	8012
127	8022
128	8021
129	8012
130	8021
131	8022
132	8012
133	8018
134	8021
135	8021
136	8014
137	8021
138	8022
139	8014
140	8019
141	8021
142	8020
143	8013
144	8021
145	8021
146	8012
147	8021
148	8021
149	8019
150	8014
151	8021
152	8021
153	8014
154	8019
155	8021
156	8019
157	8012
158	8021
159	8021
160	8014
161	8022
162	8022
163	8021
164	8014
165	8019
166	8021
167	8014
168	8017
169	8021
170	8021
171	8012
172	8021
173	8021
174	8016
175	8014
176	8021
177	8021
178	8014
179	8019
180	8021
181	8021
182	8012
183	8021
184	8021
185	8013
186	8014
187	8021
188	8021
189	8015
190	8021
191	8021
192	8021
193	8012
194	8021
195	8021
196	8016
197	8014
198	8021
199	8020
200	8015
201	8016
202	8021
203	8021
204	8015
205	8021
206	8021
207	8019
208	8014
209	8021
210	8019
211	8021
212	8014
213	8019
214	8021
215	8016
216	8014
217	8021
218	8021
219	8014
220	8015
221	8020
222	8022
223	8014
224	8015
225	8021
226	8022
227	8014
228	8023
229	8021
230	8017
231	8015
232	8021
233	8022
234	8014
235	8019
236	8021
237	8014
238	8019
239	8021
240	8014
241	8018
242	8021
243	8021
244	8014
245	8021
246	8019
247	8014
248	8021
249	8019
250	8015
251	8016
252	8019
253	8021
254	8015
255	8022
256	8021
257	8014
258	8021
259	8021
260	8019
261	8014
262	8021
263	8019
264	8014
265	8021
266	8020
267	8014
268	8017
269	8021
270	8021
271	8014
272	8021
273	8021
274	8012
275	8021
276	8021
277	8019
278	8014
279	8021
280	8019
281	8014
282	8021
283	8022
284	8019
285	8014
286	8021
287	8021
288	8013
289	8021
290	8022
291	8016
292	8014
293	8021
294	8019
295	8014
296	8021
297	8021
298	8019
299	8015
300	8021
301	8021
302	8012
303	8021
304	8021
305	8018
306	8015
307	8021
308	8019
309	8014
310	8021
311	8021
312	8022
313	8014
314	8021
315	8021
316	8012
317	8018
318	8021
319	8019
320	8014
321	8021
322	8020
323	8016
324	8014
325	8021
326	8021
327	8014
328	8021
329	8021
330	8019
331	8014
332	8021
333	8020
334	8014
335	8017
336	8019
337	8021
338	8014
339	8021
340	8022
341	8019
342	8014
343	8021
344	8019
345	8014
346	8019
347	8019
348	8021
349	8014
350	8019
351	8021
352	8018
353	8014
354	8021
355	8021
356	8014
357	8016
358	8019
359	8021
360	8014
361	8019
362	8021
363	8021
364	8012
365	8021
366	8021
367	8020
368	8014
369	8022
370	8021
371	8015
372	8013
373	8021
374	8021
375	8012
376	8017
377	8021
378	8019
379	8014
380	8021
381	8021
382	8021
383	8014
384	8021
385	8021
