"ITERNUM"	"METIME1"	"METIME2"
1	16039	16039
2	16034	16036
3	16036	16033
4	16037	16034
5	16036	16035
6	16035	16036
7	16036	16033
8	16037	16033
9	16036	16036
10	16035	16036
11	16036	16034
12	16037	16036
13	16036	16036
14	16034	16036
15	16037	16034
16	16037	16034
17	16037	16036
18	16035	16036
19	16037	16034
20	16037	16034
21	16037	16036
22	16035	16036
23	16037	16034
24	16037	16034
25	16037	16033
26	16035	16036
27	16035	16036
28	16037	16034
29	16037	16036
30	16036	16039
31	16034	16035
32	16036	16034
33	16037	16035
34	16035	16035
35	16034	16036
36	16037	16034
37	16036	16036
38	16036	16037
39	16034	16036
40	16036	16038
41	16037	16036
42	16035	16036
43	16035	16036
44	16037	16034
45	16037	16036
46	16035	16036
47	16035	16036
48	16037	16034
49	16037	16034
50	16035	16036
51	16035	16036
52	16037	16032
53	16036	16034
54	16035	16036
55	16035	16594
56	16037	16034
57	16037	16036
58	16035	16034
59	16034	16036
60	16037	16034
61	16037	16034
62	16035	16036
63	16035	16032
64	16037	16034
65	16037	16034
66	16035	16036
67	16035	16035
68	16040	16036
69	16037	16034
70	16035	16036
71	16035	16032
72	16037	16034
73	16037	16034
74	16037	16036
75	16032	16036
76	16037	16034
77	16037	16033
78	16033	16041
79	16031	16041
80	16034	16031
81	16042	16031
82	16035	16041
83	16032	16034
84	16042	16032
85	16035	16032
86	16042	16034
87	16033	16034
88	16042	16032
89	16035	16033
90	16035	16041
91	16034	16035
92	16036	16033
93	16036	16039
94	16034	16033
95	16040	16033
96	16033	16035
97	16042	16032
98	16035	16040
99	16035	16034
100	16033	16035
101	16042	16033
102	16042	16030
103	16040	16030
104	16040	16032
105	16042	16030
106	16039	16034
107	16031	16041
108	16031	16041
109	16034	16031
110	16042	16033
111	16033	16037
112	16038	16034
113	16035	16033
114	16042	16033
115	16034	16035
116	16034	16035
117	16041	16034
118	16036	16033
119	16035	16035
120	16034	16035
121	16036	16034
122	16037	16033
123	16037	16039
124	16035	16036
125	16036	16034
126	16037	16034
127	16037	16036
128	16035	16036
129	16037	16034
130	16037	16034
131	16037	16036
132	16035	16036
133	16037	16031
134	16037	16034
135	16037	16036
136	16035	16036
137	16037	16034
138	16037	16034
139	16036	16033
140	16035	16036
141	16037	16034
142	16037	16034
143	16037	16032
144	16035	16036
145	16037	16034
146	16037	16034
147	16033	16036
148	16035	16036
149	16035	16036
150	16033	16034
151	16038	16036
152	16035	16036
153	16034	16037
154	16034	16035
155	16038	16033
156	16036	16037
157	16033	16037
158	16035	16034
159	16038	16034
160	16036	16037
161	16032	16037
162	16038	16032
163	16038	16037
164	16032	16037
165	16036	16037
166	16036	16035
167	16038	16033
168	16036	16037
169	16032	16037
170	16037	16034
171	16037	16035
172	16036	16033
173	16035	16037
174	16035	16033
175	16037	16035
176	16031	16037
177	16036	16036
178	16034	16035
179	16039	16033
180	16035	16037
181	16036	16033
182	16038	16034
183	16038	16031
184	16038	16037
185	16036	16033
186	16038	16035
187	16037	16031
188	16038	16036
189	16036	16033
190	16038	16035
191	16038	16031
192	16037	16037
193	16036	16033
194	16037	16035
195	16038	16031
196	16038	16037
197	16035	16033
198	16038	16035
199	16037	16031
200	16038	16037
201	16036	16037
202	16033	16035
203	16037	16035
204	16037	16032
205	16035	16037
206	16036	16037
207	16034	16035
208	16038	16036
209	16034	16034
210	16036	16036
211	16037	16031
212	16037	16037
213	16036	16037
214	16031	16036
215	16037	16035
216	16038	16032
217	16036	16037
218	16035	16034
219	16037	16035
220	16037	16036
221	16031	16036
222	16036	16037
223	16037	16030
224	16038	16037
225	16036	16034
226	16035	16037
227	16037	16035
228	16034	16037
229	16036	16037
230	16034	16034
231	16037	16034
232	16038	16030
233	16036	16037
234	16036	16037
235	16035	16035
236	16038	16035
237	16031	16037
238	16035	16037
239	16037	16031
240	16037	16035
241	16036	16032
242	16036	16037
243	16038	16034
244	16035	16035
245	16036	16037
246	16031	16037
247	16037	16035
248	16033	16035
249	16036	16037
250	16032	16037
251	16037	16035
252	16034	16035
253	16035	16037
254	16032	16037
255	16038	16035
256	16034	16034
257	16037	16037
258	16032	16036
259	16038	16035
260	16035	16033
261	16038	16037
262	16035	16033
263	16038	16035
264	16037	16031
265	16038	16037
266	16035	16033
267	16038	16035
268	16038	16031
269	16037	16037
270	16036	16033
271	16038	16034
272	16038	16031
273	16037	16036
274	16036	16035
275	16037	16036
276	16038	16031
277	16038	16037
278	16033	16035
279	16038	16035
280	16034	16035
281	16037	16034
282	16036	16037
283	16037	16031
284	16038	16035
285	16035	16035
286	16035	16037
287	16031	16037
288	16037	16035
289	16035	16038
290	16036	16033
291	16036	16037
292	16037	16031
293	16038	16036
294	16035	16034
295	16035	16036
296	16034	16035
297	16037	16037
298	16032	16037
299	16036	16036
300	16037	16035
301	16035	16036
302	16036	16035
303	16035	16037
304	16036	16033
305	16038	16037
306	16034	16037
307	16036	16033
308	16038	16035
309	16034	16037
310	16036	16033
311	16036	16037
312	16034	16035
313	16038	16035
314	16035	16037
315	16036	16033
316	16038	16035
317	16034	16038
318	16036	16035
319	16035	16037
320	16037	16031
321	16038	16035
322	16032	16835
323	16036	16035
324	16037	16035
325	16038	16033
326	16036	16037
327	16033	16035
328	16038	16035
329	16034	16037
330	16036	16036
331	16034	16037
332	16038	16030
333	16037	16037
334	16036	16033
335	16036	16037
336	16035	16033
337	16038	16157
338	16032	16037
339	16036	16037
340	16033	16035
341	16038	16035
342	16036	16037
343	16035	16033
344	16038	16035
345	16035	16039
346	16035	16037
347	16032	16037
348	16038	16031
349	16038	16035
350	16036	16033
351	16035	16037
352	16034	16035
353	16038	16035
354	16032	16037
355	16036	16033
356	16037	16035
357	16038	16031
358	16038	16037
359	16032	16037
360	16038	16032
361	16038	16035
362	16038	16033
363	16036	16037
364	16034	16035
365	16038	16031
366	16038	16037
367	16035	16033
368	16038	16035
369	16034	16034
370	16038	16034
371	16036	16037
372	16038	16031
373	16038	16035
374	16034	16037
375	16036	16036
376	16036	16035
377	16038	16031
378	16038	16037
379	16033	16036
380	16038	16035
381	16034	16035
382	16038	16034
383	16036	16037
384	16037	16031
385	16038	16035
386	16034	16036
387	16036	16037
388	16033	16035
389	16038	16031
390	16038	16037
391	16033	16036
392	16038	16035
393	16036	16035
394	16038	16033
395	16036	16037
396	16034	16035
397	16038	16031
398	16038	16037
399	16032	16037
400	16036	16039
401	16037	16035
402	16038	16033
403	16036	16037
404	16032	16037
405	16038	16031
406	16038	16037
407	16034	16035
408	16036	16037
409	16034	16035
410	16038	16033
411	16036	16037
412	16032	16036
413	16038	16035
414	16034	16037
415	16036	16033
416	16036	16037
417	16036	16033
418	16038	16037
419	16032	16037
420	16036	16033
421	16038	16035
422	16038	16033
423	16036	16037
424	16032	16037
425	16037	16035
426	16035	16037
427	16036	16033
428	16036	16037
429	16037	16032
430	16038	16037
431	16032	16037
432	16036	16036
433	16036	16035
434	16038	16033
435	16036	16037
436	16035	16033
437	16038	16035
438	16034	16037
439	16036	16033
440	16036	16037
441	16034	16035
442	16038	16035
443	16032	16037
444	16036	16033
445	16038	16035
446	16038	16031
447	16036	16037
448	16033	16036
449	16038	16035
