ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	8022	8021	8224	1	203	3	95
2	8016	8015	8218	1	203	3	95
3	8022	8021	8224	1	203	3	95
4	8014	8014	8216	0	202	2	95
5	8022	8021	8223	1	202	3	95
6	8017	8016	8217	1	201	3	95
7	8022	8021	8222	1	201	3	95
8	8016	8015	8218	1	203	3	95
9	8022	8021	8224	1	203	3	95
10	8018	8017	8220	1	203	3	95
11	8019	8019	8219	0	200	2	95
12	8022	8021	8223	1	202	3	95
13	8016	8015	8220	1	205	3	95
14	8022	8021	8222	1	201	3	95
15	8016	8015	8216	1	201	3	95
16	8022	8021	8224	1	203	3	95
17	8014	8014	8216	0	202	2	95
18	8022	8021	8222	1	201	3	95
19	8017	8015	8217	2	202	4	95
20	8022	8021	8222	1	201	3	95
21	8018	8017	8220	1	203	3	95
22	8021	8020	8221	1	201	3	95
23	8020	8020	8220	0	200	2	95
24	8016	8015	8218	1	203	3	95
25	8022	8021	8222	1	201	3	95
26	8016	8015	8216	1	201	3	95
27	8022	8021	8224	1	203	3	95
28	8016	8015	8216	1	201	3	95
29	8020	8019	8220	1	201	3	95
30	8015	8014	8215	1	201	3	95
31	8022	8021	8222	1	201	3	95
32	8018	8017	8220	1	203	3	95
33	8022	8021	8222	1	201	3	95
34	8023	8022	8223	1	201	3	95
35	8016	8015	8217	1	202	3	95
36	8020	8020	8220	0	200	2	95
37	8016	8015	8216	1	201	3	95
38	8022	8021	8224	1	203	3	95
39	8016	8015	8218	1	203	3	95
40	8021	8020	8223	1	203	3	95
41	8017	8015	8219	2	204	4	95
42	8020	8019	8220	1	201	3	95
43	8018	8016	8218	2	202	4	95
44	8021	8020	8225	1	205	3	95
45	8022	8021	8224	1	203	3	95
46	8016	8015	8218	1	203	3	95
47	8022	8021	8222	1	201	3	95
48	8014	8014	8216	0	202	2	95
49	8022	8021	8222	1	201	3	95
50	8016	8015	8216	1	201	3	95
51	8022	8021	8222	1	201	3	95
52	8016	8015	8216	1	201	3	95
53	8022	8020	8222	2	202	4	95
54	8018	8016	8218	2	202	4	95
55	8019	8019	8223	0	204	2	95
56	8022	8021	8224	1	203	3	95
57	8016	8015	8216	1	201	3	95
58	8022	8021	8222	1	201	3	95
59	8016	8015	8218	1	203	3	95
60	8022	8021	8224	1	203	3	95
61	8014	8014	8216	0	202	2	95
62	8022	8020	8221	2	201	3	95
63	8017	8015	8216	2	201	3	95
64	8022	8021	8222	1	201	3	95
65	8017	8015	8219	2	204	4	95
66	8022	8020	8222	2	202	4	95
67	8020	8019	8220	1	201	3	95
68	8016	8014	8218	2	204	4	95
