"ITERNUM"	"METIME1"	"METIME2"
249	64142	64146
250	64140	64143
251	64143	64141
252	64142	64138
253	64142	64141
254	64142	64143
255	64141	64143
256	64140	64145
257	64141	64144
258	64142	64140
259	64146	64141
260	64141	64142
261	64142	64142
262	64140	64142
263	64141	64143
264	64141	64142
265	64141	64143
266	64148	64144
267	64143	64140
268	64142	64141
269	64142	64140
270	64141	64142
271	64144	64143
272	64139	64141
273	64143	64140
274	64142	64140
275	64142	64140
276	64143	64146
277	64141	64144
278	64141	64143
279	64140	64142
280	64140	64142
281	64143	64140
282	64143	64141
283	64143	64141
284	64141	64144
285	64141	64142
286	64137	64140
287	64145	64143
288	64141	64143
289	64142	64141
290	64143	64143
291	64142	64135
292	64141	64706
293	64141	64144
294	64145	64136
295	64141	64141
296	64141	64143
297	64143	64135
298	64144	64142
299	64146	64141
300	64136	64144
301	64144	64144
302	64141	64145
303	64135	64143
304	64143	64143
305	64143	64137
306	64144	64142
307	64143	64138
308	64146	64147
309	64137	64147
310	64137	64143
311	64143	64139
312	64145	64143
313	64138	64143
314	64144	64139
315	64146	64140
316	64143	64141
317	64143	64141
318	64139	64144
319	64140	64148
320	64140	64144
321	64139	64144
322	64142	64146
323	64140	64141
324	64145	64144
325	64140	64139
326	64141	64144
327	64143	64139
328	64143	64142
329	64140	64141
330	64145	64140
331	64139	64145
332	64139	64140
333	64142	64142
334	64141	64144
335	64140	64138
336	64147	64139
337	64139	64146
338	64138	64144
339	64259	64146
340	64141	64143
341	64143	64141
342	64143	64140
343	64142	64141
344	64141	64142
345	64140	64144
346	64140	64142
347	64141	64141
348	64140	64142
349	64143	64140
350	64143	64140
351	64938	64163
352	64139	64145
353	64143	64139
354	64143	64137
355	64147	64138
356	64146	64137
357	64145	64141
358	64143	64143
359	64138	64147
360	64137	64145
361	64136	64145
362	64143	64138
363	64144	64139
364	64145	64137
365	64145	64145
366	64138	64145
367	64137	64147
368	64137	64145
369	64143	64139
370	64144	64139
371	64145	64139
372	64144	64145
373	64137	64144
374	64137	64145
375	64143	64139
376	64143	64139
377	64143	64140
378	64143	64142
379	64138	64145
380	64139	64142
381	64143	64139
382	64143	64139
383	64147	64145
384	64138	64142
385	64139	64143
386	64145	64137
387	64145	64137
388	64145	64142
389	64137	64147
390	64137	64147
391	64143	64139
392	64143	64137
393	64145	64141
394	64141	64143
395	64139	64147
396	64137	64146
397	64142	64141
398	64143	64141
399	64143	64143
400	64138	64144
401	64145	64136
402	64145	64143
403	64139	64145
404	64138	64143
405	64143	64141
406	64143	64144
407	64137	64143
408	64144	64137
409	64145	64143
410	64141	64144
411	64141	64145
412	64143	64138
413	64200	64145
414	64136	64144
415	64140	64141
416	64144	64136
417	64146	64143
418	64137	64147
419	64139	64142
420	64145	64143
421	64143	64147
422	64137	64262
423	64260	64145
424	64145	64137
425	64145	64145
426	64136	64147
427	64137	64147
428	64142	64141
429	64143	64144
430	64141	64145
431	64139	64142
432	64145	64139
433	64142	64141
434	64143	64145
435	64692	64154
436	64140	64143
437	64143	64137
438	64144	64142
439	64141	64143
440	64138	64145
441	64143	64139
442	64143	64139
443	64143	64147
444	64137	64143
445	64141	64138
446	64145	64137
447	64145	64143
448	64139	64145
449	64137	64147
450	64143	64141
451	64143	64146
452	64139	64143
453	64138	64143
454	64145	64137
455	64145	64137
456	64142	64144
457	64136	64145
458	64140	64144
459	64142	64139
460	64143	64145
461	64138	64145
462	64139	64144
463	64145	64137
464	64142	64146
465	64140	64146
466	64137	64145
467	64145	64137
468	64145	64143
469	64143	64142
470	64140	64142
471	64143	64139
472	64143	64145
473	64138	64145
474	64138	64143
475	64142	64136
476	64148	64141
477	64142	64142
478	64139	64143
479	64143	64138
480	64143	64144
481	64136	64144
482	64143	64141
483	64149	64143
484	64139	64143
485	64145	64136
486	64143	64144
487	64137	64144
488	64143	64139
489	64143	64142
490	64145	64141
491	64145	64141
492	64140	64143
493	64142	64138
494	64142	64147
495	64138	64144
496	64143	64138
497	64142	64142
498	64139	64145
499	64144	64137
500	64144	64144
501	64139	64147
502	64139	64141
503	64142	64144
504	64139	64142
505	64145	64140
506	64144	64145
507	64138	64142
508	64143	64139
509	64143	64144
510	64136	64146
511	64143	64137
512	64143	64143
513	64138	64143
514	64145	64140
515	64144	64143
516	64141	64141
517	64143	64145
518	64138	64146
519	64143	64139
520	64144	64143
521	64138	64144
522	64144	64140
523	64142	64144
524	64137	64145
525	64143	64139
526	64142	64143
527	64136	64143
528	64144	64137
529	64144	64143
530	64138	64144
531	64143	64141
532	64146	64145
533	64137	64146
534	64143	64139
535	64264	64149
536	64144	64138
537	64145	64141
538	64143	64137
539	64146	64143
540	64143	64137
541	64143	64143
542	64143	64137
543	64143	64144
544	64140	64141
545	64144	64142
546	64137	64143
547	66901	64192
548	64142	64144
549	64142	64138
550	64142	64147
551	64139	64139
552	64144	64144
553	64138	64144
554	64144	64142
555	64137	64144
556	64142	64144
557	64139	64146
558	64143	64135
559	64144	64144
560	64148	64135
561	64144	64144
562	64139	64142
563	64142	64143
564	64141	64144
565	64142	64138
566	64142	64142
567	64141	64144
568	64145	64142
569	64141	64143
570	64142	64140
571	64142	64144
572	64137	64145
573	64142	64138
574	64145	64142
575	64145	64135
576	64145	64143
577	64136	64145
578	64142	64143
579	64143	64143
580	64136	64142
581	64143	64140
582	64144	64143
583	64143	64139
584	64144	64145
585	64137	64145
586	64143	64140
587	64143	64144
588	64137	64142
589	64145	64136
590	64144	64143
591	64140	64143
592	64142	64141
593	64143	64146
594	64136	64145
595	64142	64136
596	64143	64143
597	64139	64142
598	64145	64137
599	64145	64143
600	64137	64144
601	64142	64139
602	64143	64146
603	64136	64142
604	64145	64138
605	64146	64143
606	64140	64145
607	64138	64144
608	64142	64139
609	64143	64146
610	64138	64143
611	64145	64137
612	64144	64143
613	64139	64143
614	64145	64136
615	64142	64146
616	64140	64146
617	64138	64145
618	64144	64136
619	64145	64144
620	64139	64143
621	64144	64137
622	64142	64139
623	64144	64145
624	64137	64145
625	64143	64138
626	64145	64140
627	64142	64144
628	64138	64142
629	64144	64139
630	64143	64144
631	64136	64147
632	64137	64142
633	64144	64136
634	64145	64145
635	64139	64143
636	64146	64137
637	64143	64143
638	64141	64147
639	64137	64145
640	64143	64141
641	64145	64142
642	64139	64143
643	64144	64137
644	64142	64146
645	64136	64147
646	64143	64138
647	64263	64142
648	64139	64142
649	64145	64137
650	64144	64143
651	64137	64144
652	64143	64140
653	64143	64147
654	64136	64144
655	64143	64139
656	64145	64142
657	64138	64143
658	64145	64136
659	64699	64148
660	64136	64147
661	64143	64138
662	64142	64147
663	64137	64147
664	64145	64139
665	64144	64144
666	64139	64142
667	64142	64139
668	64143	64145
669	64137	64147
670	64144	64143
671	64142	64142
672	64144	64136
673	64145	64142
674	64137	64145
675	64143	64138
676	64142	64146
677	64137	64142
678	64143	64138
679	64145	64143
680	64140	64142
681	64144	64145
682	64138	64146
683	64143	64139
684	64143	64144
685	64137	64143
686	64144	64138
687	64144	64143
688	64140	64143
689	64143	64139
690	64144	64148
691	64138	64143
692	64142	64145
693	64139	64147
694	64144	64139
695	64145	64142
696	64139	64142
697	64142	64139
698	64142	64145
699	64137	64143
700	64142	64142
701	64139	64144
702	64144	64138
703	64144	64142
704	64136	64147
705	64143	64138
706	64143	64144
707	64137	64142
708	64144	64142
709	64141	64143
710	64144	64137
711	64142	64146
712	64138	64144
713	64144	64138
714	64143	64142
715	64136	64143
716	64145	64137
717	64145	64143
718	64141	64144
719	64143	64145
720	64139	64144
721	64142	64138
722	64143	64144
723	64138	64144
724	64144	64138
725	64146	64143
726	64138	64142
727	64142	64146
728	64136	64146
729	64142	64136
730	64143	64147
731	64138	64144
732	64144	64142
733	64138	64142
734	64143	64138
735	64142	64144
736	64142	64138
737	64142	64142
738	64138	64144
739	64144	64138
740	64145	64143
741	64137	64144
742	64142	64147
743	64137	64145
744	64143	64138
745	64145	64142
746	64138	64146
747	64144	64136
748	64144	64145
749	64137	64144
750	64142	64144
751	64139	64143
752	64142	64136
753	64144	64144
754	64139	64144
755	64145	64136
756	64143	64149
757	64137	64147
758	64139	64144
759	64263	64139
760	64145	64145
761	64138	64143
762	64145	64139
763	64143	64147
764	64137	64146
765	64143	64139
766	64143	64142
767	64136	64143
768	64145	64136
769	64145	64142
770	64141	64143
771	64946	64149
772	64137	64147
773	64143	64139
774	64143	64138
775	64143	64145
776	64139	64148
777	64140	64142
778	64145	64139
779	64143	64139
780	64142	64145
781	64137	64147
782	64137	64145
783	64144	64140
784	64146	64136
785	64146	64142
786	64138	64147
787	64137	64147
788	64137	64145
789	64137	64143
790	64140	64140
791	64145	64139
792	64145	64139
793	64146	64137
794	64144	64141
795	64143	64145
796	64139	64146
797	64137	64145
798	64139	64143
799	64140	64147
800	64142	64142
801	64143	64139
802	64143	64143
803	64143	64139
804	64143	64143
805	64140	64147
806	64140	64143
807	64139	64145
808	64142	64139
809	64142	64141
810	64142	64146
811	64139	64145
812	64137	64143
813	64139	64145
814	64145	64137
815	64144	64137
816	64143	64149
817	64136	64149
818	64136	64147
819	64143	64139
820	64145	64137
821	64145	64142
822	64141	64145
823	64138	64146
824	64141	64140
825	64143	64141
826	64143	64145
827	64138	64143
828	64139	64144
829	64144	64137
830	64144	64142
831	64142	64145
832	64136	64144
833	64143	64141
834	64143	64143
835	64139	64145
836	64139	64142
837	64144	64139
838	64143	64144
839	64137	64145
840	64141	64140
841	64142	64139
842	64145	64143
843	64138	64144
844	64145	64137
845	64143	64144
846	64137	64146
847	64142	64146
848	64135	64144
849	64143	64140
850	64141	64142
851	64144	64136
852	64144	64142
853	64143	64137
854	64142	64144
855	64142	64143
856	64137	64140
857	64144	64142
858	64144	64139
859	64143	64143
860	64141	64146
861	64136	64143
862	64142	64144
863	64140	64141
864	64141	64142
865	64143	64135
866	64144	64141
867	64144	64141
868	64142	64146
869	64141	64143
870	64140	64256
871	64141	64141
872	64144	64141
873	64143	64142
874	64144	64144
875	64136	64142
876	64141	64143
877	64141	64143
878	64142	64140
879	64141	64141
880	64143	64140
881	64142	64143
882	64142	64143
883	64700	64143
884	64141	64143
885	64141	64143
886	64138	64145
887	64140	64141
888	64143	64142
889	64144	64139
890	64141	64143
891	64141	64145
892	64141	64143
893	64138	64140
894	64141	64141
895	64143	64143
896	64136	64142
897	64144	64141
898	64141	64137
899	64141	64143
900	64141	64145
901	64134	64143
902	64142	64145
903	64143	64137
904	64144	64142
905	64144	64141
906	64135	64143
907	64141	64144
908	64142	64137
909	64142	64144
910	64143	64142
911	64140	64143
912	64143	64144
913	64136	64144
914	64141	64149
915	64135	64146
916	64141	64142
917	64140	64141
918	64144	64144
919	64139	64141
920	64145	64142
921	64137	64144
922	64143	64142
923	64140	64144
924	64142	64138
925	64144	64144
926	64143	64138
927	64144	64143
928	64136	64144
929	64142	64140
930	64142	64148
931	64140	64140
932	64144	64142
933	64138	64142
934	64144	64137
935	64142	64144
936	64137	64145
937	64142	64146
938	64137	64143
939	64143	64137
940	64145	64144
941	64141	64140
942	64144	64147
943	64136	64147
944	64143	64138
945	64142	64145
946	64142	64138
947	64145	64144
948	64138	64142
949	64145	64137
950	64143	64145
951	64138	64145
952	64138	64143
953	64143	64136
954	64144	64143
955	64139	64145
956	64145	64137
957	64144	64143
958	64139	64145
959	64136	64144
960	64142	64139
961	64144	64142
962	64139	64143
963	64145	64136
964	64144	64144
965	64136	64147
966	64142	64141
967	64142	64146
968	64136	64145
969	64144	64141
970	64143	64149
971	64145	64141
972	64142	64145
973	64138	64146
974	64140	64143
975	64142	64144
976	64142	64142
977	64144	64141
978	64143	64144
979	64143	64147
980	64138	64147
981	64138	64145
982	64137	64266
983	64138	64145
984	64139	64143
985	64140	64143
986	64945	64144
987	64146	64139
988	64143	64140
989	64142	64142
990	64138	64148
991	64137	64170
992	64146	64138
993	64141	64145
994	64140	64143
995	64140	64140
996	64144	64141
997	64144	64140
998	64139	64149
999	64139	64143
1000	64140	64147
