#ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS	STD
2268	1002	1002	1204	0	202	2	95	1.06
2269	1003	1003	1205	0	202	2	95	1.06
2270	1002	1002	1204	0	202	2	95	1.06
2271	1003	1003	1203	0	200	2	95	1.06
2272	1003	1003	1203	0	200	2	95	1.06
2273	1002	1002	1204	0	202	2	95	1.06
2274	1005	1004	1207	1	203	3	95	1.06
2275	1003	1002	1202	1	200	2	95	1.06
2276	1002	1002	1204	0	202	2	95	1.06
2277	1003	1003	1205	0	202	2	95	1.06
2278	1002	1002	1204	0	202	2	95	1.06
2279	998	998	1200	0	202	2	95	1.06
2280	1003	1003	1205	0	202	2	95	1.06
2281	1005	1004	1207	1	203	3	95	1.06
2282	1002	1002	1204	0	202	2	95	1.06
2283	1003	1003	1203	0	200	2	95	1.06
2284	1003	1003	1205	0	202	2	95	1.06
2285	1002	1002	1204	0	202	2	95	1.06
2286	1003	1003	1203	0	200	2	95	1.06
2287	1003	1003	1203	0	200	2	95	1.06
2288	1003	1003	1206	0	203	3	95	1.06
2289	1003	1003	1205	0	202	2	95	1.06
2290	1003	1003	1205	0	202	2	95	1.06
2291	1003	1003	1203	0	200	2	95	1.06
2292	999	999	1201	0	202	2	95	1.06
2293	1002	1002	1202	0	200	2	95	1.06
2294	1002	1002	1204	0	202	2	95	1.06
2295	1003	1003	1203	0	200	2	95	1.06
2296	1005	1004	1207	1	203	3	95	1.06
2297	1003	1003	1203	0	200	2	95	1.06
2298	1002	1002	1204	0	202	2	95	1.06
2299	1003	1003	1205	0	202	2	95	1.06
2300	1003	1002	1202	1	200	2	95	1.06
2301	1003	1002	1202	1	200	2	95	1.06
2302	1003	1003	1205	0	202	2	95	1.06
2303	1005	1004	1205	1	201	3	95	1.06
2304	1003	1003	1203	0	200	2	95	1.06
2305	1002	1001	1201	1	200	2	95	1.06
2306	1000	1000	1201	0	201	2	95	1.06
2307	1002	1002	1204	0	202	2	95	1.06
2308	1003	1003	1205	0	202	2	95	1.06
2309	1003	1003	1205	0	202	2	95	1.06
2310	1004	1003	1206	1	203	3	95	1.06
2311	1003	1003	1203	0	200	2	95	1.06
2312	1003	1003	1203	0	200	2	95	1.06
2313	1003	1003	1205	0	202	2	95	1.06
2314	1003	1003	1205	0	202	2	95	1.06
2315	1003	1003	1205	0	202	2	95	1.06
2316	1003	1003	1203	0	200	2	95	1.06
2317	1002	1002	1204	0	202	2	95	1.06
2318	1004	1003	1204	1	201	3	95	1.06
2319	998	998	1200	0	202	2	95	1.07
2320	1003	1003	1205	0	202	2	95	1.07
2321	1003	1003	1203	0	200	2	95	1.06
2322	1002	1002	1204	0	202	2	95	1.06
2323	1003	1003	1203	0	200	2	95	1.06
2324	1002	1002	1204	0	202	2	95	1.06
2325	1005	1004	1205	1	201	3	95	1.06
2326	1002	1002	1204	0	202	2	95	1.06
2327	1003	1003	1205	0	202	2	95	1.06
2328	1002	1002	1204	0	202	2	95	1.06
2329	1003	1003	1203	0	200	2	95	1.06
2330	1003	1003	1205	0	202	2	95	1.06
2331	1002	1002	1204	0	202	2	95	1.06
2332	1001	1000	1203	1	203	3	95	1.06
2333	1002	1002	1204	0	202	2	95	1.06
2334	1003	1003	1205	0	202	2	95	1.06
2335	1002	1002	1205	0	203	2	95	1.06
2336	1002	1002	1204	0	202	2	95	1.06
2337	1003	1003	1203	0	200	2	95	1.06
2338	1003	1003	1203	0	200	2	95	1.06
2339	1002	1002	1204	0	202	2	95	1.06
2340	1003	1003	1205	0	202	2	95	1.06
2341	1002	1002	1204	0	202	2	95	1.06
2342	1003	1003	1205	0	202	2	95	1.06
2343	1003	1003	1203	0	200	2	95	1.06
2344	1003	1003	1205	0	202	2	95	1.06
2345	1002	1002	1202	0	200	2	95	1.06
2346	1000	1000	1202	0	202	2	95	1.06
2347	1004	1003	1206	1	203	3	95	1.06
2348	1003	1003	1205	0	202	2	95	1.06
2349	1003	1003	1205	0	202	2	95	1.06
2350	1002	1002	1204	0	202	2	95	1.06
2351	1002	1002	1204	0	202	2	95	1.06
2352	1003	1003	1204	0	201	2	95	1.06
2353	1003	1003	1203	0	200	2	95	1.06
2354	1005	1004	1207	1	203	3	95	1.06
2355	1003	1003	1203	0	200	2	95	1.06
2356	1002	1002	1204	0	202	2	95	1.06
2357	1002	1002	1204	0	202	2	95	1.06
2358	1002	1002	1204	0	202	2	95	1.06
2359	999	999	1201	0	202	2	95	1.06
2360	1003	1003	1203	0	200	2	95	1.06
2361	1003	1003	1205	0	202	2	95	1.06
2362	1003	1003	1205	0	202	2	95	1.06
2363	1002	1002	1204	0	202	2	95	1.06
2364	1003	1003	1205	0	202	2	95	1.06
2365	1002	1002	1206	0	204	2	95	1.06
2366	1003	1003	1205	0	202	2	95	1.06
2367	1003	1003	1205	0	202	2	95	1.06
2368	1002	1003	1205	-1	202	2	95	1.06
2369	1005	1004	1205	1	201	3	95	1.06
2370	1003	1003	1203	0	200	2	95	1.06
2371	1002	1002	1204	0	202	2	95	1.06
2372	1000	999	1199	1	200	2	95	1.06
2373	1002	1002	1204	0	202	2	95	1.06
2374	1003	1003	1203	0	200	2	95	1.06
2375	1002	1002	1204	0	202	2	95	1.06
2376	1005	1004	1205	1	201	3	95	1.06
2377	1002	1002	1204	0	202	2	95	1.06
2378	1003	1003	1203	0	200	2	95	1.06
2379	1003	1003	1205	0	202	2	95	1.06
2380	1003	1003	1203	0	200	2	95	1.06
2381	1002	1002	1204	0	202	2	95	1.06
2382	1003	1003	1205	0	202	2	95	1.06
2383	1002	1002	1204	0	202	2	95	1.06
2384	1003	1003	1205	0	202	2	95	1.06
2385	1002	1002	1204	0	202	2	95	1.06
2386	999	999	1201	0	202	2	95	1.06
2387	1003	1003	1205	0	202	2	95	1.06
2388	1003	1003	1203	0	200	2	95	1.06
2389	1003	1003	1203	0	200	2	95	1.06
2390	1003	1003	1205	0	202	2	95	1.06
2391	1005	1004	1207	1	203	3	95	1.06
2392	1002	1002	1204	0	202	2	95	1.06
2393	1003	1003	1205	0	202	2	95	1.06
2394	1003	1003	1205	0	202	2	95	1.06
2395	1003	1003	1205	0	202	2	95	1.06
2396	1002	1002	1204	0	202	2	95	1.06
2397	1003	1003	1203	0	200	2	95	1.06
2398	1005	1004	1207	1	203	3	95	1.06
2399	999	999	1199	0	200	2	95	1.07
2400	1003	1003	1203	0	200	2	95	1.07
2401	1003	1003	1205	0	202	2	95	1.07
2402	1002	1002	1204	0	202	2	95	1.06
2403	1002	1002	1204	0	202	2	95	1.06
2404	1002	1002	1204	0	202	2	95	1.06
2405	1003	1003	1205	0	202	2	95	1.06
2406	1003	1003	1205	0	202	2	95	1.06
2407	1003	1003	1205	0	202	2	95	1.06
2408	1003	1003	1205	0	202	2	95	1.06
2409	1003	1003	1205	0	202	2	95	1.06
2410	1003	1003	1203	0	200	2	95	1.06
2411	1003	1003	1203	0	200	2	95	1.06
2412	1000	1000	1202	0	202	2	95	1.06
2413	1003	1002	1205	1	203	3	95	1.06
2414	1003	1003	1203	0	200	2	95	1.06
2415	1003	1003	1205	0	202	2	95	1.06
2416	1003	1003	1205	0	202	2	95	1.06
2417	1002	1002	1204	0	202	2	95	1.06
2418	1003	1003	1203	0	200	2	95	1.06
2419	1002	1002	1202	0	200	2	95	1.06
2420	1005	1004	1205	1	201	3	95	1.06
2421	1002	1002	1204	0	202	2	95	1.06
2422	1003	1003	1205	0	202	2	95	1.06
2423	1002	1002	1204	0	202	2	95	1.06
2424	1003	1003	1205	0	202	2	95	1.06
2425	1003	1003	1205	0	202	2	95	1.06
2426	999	998	1198	1	200	2	95	1.07
2427	1003	1003	1204	0	201	2	95	1.07
2428	1003	1003	1203	0	200	2	95	1.07
2429	1003	1003	1203	0	200	2	95	1.07
2430	1002	1002	1205	0	203	2	95	1.07
2431	1003	1003	1205	0	202	2	95	1.07
2432	1003	1003	1205	0	202	2	95	1.07
2433	1003	1003	1205	0	202	2	95	1.07
2434	1003	1003	1205	0	202	2	95	1.06
2435	1005	1004	1207	1	203	3	95	1.07
2436	1003	1003	1205	0	202	2	95	1.07
2437	1002	1002	1204	0	202	2	95	1.06
2438	1003	1003	1203	0	200	2	95	1.06
2439	999	999	1201	0	202	2	95	1.07
2440	1002	1002	1204	0	202	2	95	1.07
2441	1003	1003	1205	0	202	2	95	1.07
2442	1005	1004	1205	1	201	3	95	1.07
2443	1002	1002	1204	0	202	2	95	1.07
2444	1003	1003	1203	0	200	2	95	1.07
2445	1002	1002	1204	0	202	2	95	1.07
2446	1003	1003	1205	0	202	2	95	1.07
2447	1002	1002	1204	0	202	2	95	1.07
2448	1002	1002	1204	0	202	2	95	1.07
2449	1003	1003	1208	0	205	3	95	1.07
2450	1002	1002	1204	0	202	2	95	1.07
2451	1002	1002	1204	0	202	2	95	1.07
2452	1000	1000	1202	0	202	2	95	1.07
2453	1001	1001	1203	0	202	2	95	1.07
2454	1003	1003	1205	0	202	2	95	1.07
2455	1002	1002	1204	0	202	2	95	1.07
2456	1002	1002	1204	0	202	2	95	1.07
2457	1005	1004	1205	1	201	3	95	1.07
2458	1003	1003	1205	0	202	2	95	1.07
2459	1003	1003	1205	0	202	2	95	1.07
2460	1003	1003	1205	0	202	2	95	1.07
2461	1002	1002	1204	0	202	2	95	1.07
2462	1002	1002	1204	0	202	2	95	1.07
2463	1003	1003	1205	0	202	2	95	1.06
2464	1004	1003	1208	1	205	3	95	1.06
2465	1002	1002	1204	0	202	2	95	1.06
2466	998	998	1200	0	202	2	95	1.07
2467	1002	1002	1204	0	202	2	95	1.07
2468	1002	1002	1204	0	202	2	95	1.07
2469	1003	1003	1203	0	200	2	95	1.07
2470	1003	1003	1205	0	202	2	95	1.07
2471	1005	1004	1207	1	203	3	95	1.07
2472	1003	1003	1205	0	202	2	95	1.07
2473	1003	1003	1203	0	200	2	95	1.07
2474	1002	1002	1204	0	202	2	95	1.07
2475	1003	1003	1203	0	200	2	95	1.07
2476	1002	1002	1204	0	202	2	95	1.07
2477	1003	1003	1203	0	200	2	95	1.07
2478	1003	1003	1205	0	202	2	95	1.07
2479	1000	999	1202	1	203	3	95	1.07
2480	1002	1002	1204	0	202	2	95	1.07
2481	1003	1003	1205	0	202	2	95	1.07
2482	1003	1003	1205	0	202	2	95	1.07
2483	1002	1002	1204	0	202	2	95	1.07
2484	1003	1003	1205	0	202	2	95	1.07
2485	1003	1003	1205	0	202	2	95	1.07
2486	1004	1003	1206	1	203	3	95	1.07
2487	1003	1003	1205	0	202	2	95	1.07
2488	1003	1003	1205	0	202	2	95	1.07
2489	1002	1002	1206	0	204	2	95	1.07
2490	1002	1002	1204	0	202	2	95	1.07
2491	1003	1003	1205	0	202	2	95	1.07
2492	1000	1000	1202	0	202	2	95	1.07
2493	1003	1002	1203	1	201	3	95	1.07
2494	1003	1003	1205	0	202	2	95	1.07
2495	1002	1002	1204	0	202	2	95	1.07
2496	1003	1003	1205	0	202	2	95	1.07
2497	1003	1003	1205	0	202	2	95	1.07
2498	1003	1003	1205	0	202	2	95	1.07
2499	1003	1003	1203	0	200	2	95	1.07
2500	1002	1002	1204	0	202	2	95	1.07
2501	1004	1003	1206	1	203	3	95	1.07
2502	1002	1002	1206	0	204	2	95	1.07
2503	1002	1002	1204	0	202	2	95	1.07
2504	1002	1002	1204	0	202	2	95	1.07
2505	1002	1002	1203	0	201	2	95	1.07
2506	999	999	1199	0	200	2	95	1.07
2507	1003	1003	1205	0	202	2	95	1.07
2508	1005	1004	1207	1	203	3	95	1.07
2509	1003	1003	1205	0	202	2	95	1.07
2510	1003	1003	1205	0	202	2	95	1.07
2511	1003	1003	1203	0	200	2	95	1.07
2512	1003	1002	1202	1	200	2	95	1.07
2513	1002	1002	1204	0	202	2	95	1.07
2514	1002	1002	1204	0	202	2	95	1.07
2515	1004	1003	1206	1	203	3	95	1.07
2516	1002	1002	1204	0	202	2	95	1.07
2517	1003	1003	1205	0	202	2	95	1.07
2518	1003	1003	1205	0	202	2	95	1.07
2519	998	998	1200	0	202	2	95	1.07
2520	1003	1003	1203	0	200	2	95	1.07
2521	1003	1003	1205	0	202	2	95	1.07
2522	1003	1003	1203	0	200	2	95	1.07
2523	1004	1003	1206	1	203	3	95	1.07
2524	1003	1003	1203	0	200	2	95	1.07
2525	1003	1003	1205	0	202	2	95	1.07
2526	1002	1002	1204	0	202	2	95	1.07
2527	1003	1003	1205	0	202	2	95	1.07
2528	1003	1003	1203	0	200	2	95	1.07
2529	1003	1003	1205	0	202	2	95	1.07
2530	1004	1004	1207	0	203	3	95	1.07
2531	1003	1003	1203	0	200	2	95	1.07
2532	1001	1001	1203	0	202	2	95	1.07
2533	1000	1000	1202	0	202	2	95	1.07
2534	1003	1003	1205	0	202	2	95	1.07
2535	1003	1003	1205	0	202	2	95	1.07
2536	1003	1003	1203	0	200	2	95	1.07
2537	1005	1004	1207	1	203	3	95	1.07
2538	1003	1003	1205	0	202	2	95	1.07
2539	1003	1003	1205	0	202	2	95	1.07
2540	1003	1003	1203	0	200	2	95	1.07
2541	1002	1002	1204	0	202	2	95	1.07
2542	1003	1003	1205	0	202	2	95	1.07
2543	1002	1002	1204	0	202	2	95	1.07
2544	1003	1003	1203	0	200	2	95	1.07
2545	1005	1004	1207	1	203	3	95	1.07
2546	999	999	1201	0	202	2	95	1.07
2547	1003	1003	1203	0	200	2	95	1.07
2548	1002	1002	1204	0	202	2	95	1.07
2549	1003	1003	1205	0	202	2	95	1.07
2550	1003	1003	1204	0	201	2	95	1.07
2551	1002	1002	1204	0	202	2	95	1.07
2552	1005	1004	1207	1	203	3	95	1.07
2553	1002	1002	1204	0	202	2	95	1.07
2554	1002	1002	1204	0	202	2	95	1.07
2555	1003	1003	1204	0	201	2	95	1.07
2556	1002	1002	1204	0	202	2	95	1.07
2557	1002	1002	1204	0	202	2	95	1.07
2558	1003	1003	1203	0	200	2	95	1.07
2559	1000	999	1202	1	203	3	95	1.07
2560	1003	1003	1203	0	200	2	95	1.07
2561	1003	1003	1203	0	200	2	95	1.07
2562	1002	1002	1204	0	202	2	95	1.07
2563	1003	1003	1203	0	200	2	95	1.07
2564	1003	1003	1203	0	200	2	95	1.07
2565	1003	1002	1202	1	200	2	95	1.07
2566	1003	1003	1203	0	200	2	95	1.07
2567	1003	1002	1202	1	200	2	95	1.07
2568	1002	1002	1204	0	202	2	95	1.07
2569	1003	1003	1205	0	202	2	95	1.07
2570	1002	1002	1204	0	202	2	95	1.07
2571	1002	1002	1204	0	202	2	95	1.07
2572	1000	1000	1200	0	200	2	95	1.07
2573	1001	1001	1203	0	202	2	95	1.07
2574	1005	1004	1207	1	203	3	95	1.07
2575	1002	1002	1204	0	202	2	95	1.07
2576	1003	1003	1203	0	200	2	95	1.07
2577	1003	1003	1205	0	202	2	95	1.07
2578	1002	1002	1205	0	203	2	95	1.07
2579	1003	1003	1205	0	202	2	95	1.07
2580	1003	1003	1203	0	200	2	95	1.07
2581	1004	1003	1206	1	203	3	95	1.07
2582	1003	1003	1205	0	202	2	95	1.07
2583	1002	1002	1204	0	202	2	95	1.07
2584	1002	1002	1204	0	202	2	95	1.07
2585	1002	1002	1202	0	200	2	95	1.07
2586	1000	1000	1202	0	202	2	95	1.07
2587	1002	1002	1204	0	202	2	95	1.07
2588	1003	1003	1205	0	202	2	95	1.07
2589	1003	1003	1203	0	200	2	95	1.07
2590	1003	1003	1203	0	200	2	95	1.07
2591	1003	1003	1205	0	202	2	95	1.07
2592	1003	1003	1203	0	200	2	95	1.07
2593	1003	1003	1203	0	200	2	95	1.07
2594	1003	1003	1205	0	202	2	95	1.07
2595	1003	1003	1205	0	202	2	95	1.07
2596	1005	1004	1205	1	201	3	95	1.07
2597	1003	1003	1203	0	200	2	95	1.07
2598	1003	1003	1203	0	200	2	95	1.07
2599	998	999	1201	-1	202	2	95	1.07
2600	1003	1003	1205	0	202	2	95	1.07
2601	1003	1003	1203	0	200	2	95	1.07
2602	1003	1003	1203	0	200	2	95	1.07
2603	1005	1004	1207	1	203	3	95	1.07
2604	1002	1002	1204	0	202	2	95	1.07
2605	1002	1002	1204	0	202	2	95	1.07
2606	1003	1003	1203	0	200	2	95	1.07
2607	1003	1003	1205	0	202	2	95	1.07
2608	1003	1003	1205	0	202	2	95	1.07
2609	1002	1002	1204	0	202	2	95	1.07
2610	1003	1003	1208	0	205	3	95	1.07
2611	1003	1003	1205	0	202	2	95	1.07
2612	1000	1000	1200	0	200	2	95	1.07
2613	1002	1002	1202	0	200	2	95	1.07
2614	1003	1003	1205	0	202	2	95	1.07
2615	1003	1003	1203	0	200	2	95	1.07
2616	1002	1002	1204	0	202	2	95	1.07
2617	1002	1002	1204	0	202	2	95	1.07
2618	1005	1004	1205	1	201	3	95	1.07
2619	1003	1003	1205	0	202	2	95	1.07
2620	1003	1003	1205	0	202	2	95	1.07
2621	1002	1002	1204	0	202	2	95	1.07
2622	1003	1003	1205	0	202	2	95	1.07
2623	1003	1003	1205	0	202	2	95	1.07
2624	1002	1002	1204	0	202	2	95	1.07
2625	1003	1002	1203	1	201	3	95	1.07
2626	1000	1000	1202	0	202	2	95	1.07
2627	1002	1002	1203	0	201	2	95	1.07
2628	1002	1002	1204	0	202	2	95	1.07
2629	1003	1003	1205	0	202	2	95	1.07
2630	1002	1002	1204	0	202	2	95	1.07
2631	1003	1003	1203	0	200	2	95	1.07
2632	1003	1003	1205	0	202	2	95	1.07
2633	1003	1003	1203	0	200	2	95	1.07
2634	1002	1002	1204	0	202	2	95	1.07
2635	1003	1003	1203	0	200	2	95	1.07
2636	1002	1002	1204	0	202	2	95	1.07
2637	1003	1003	1205	0	202	2	95	1.07
2638	1003	1003	1205	0	202	2	95	1.07
2639	999	999	1201	0	202	2	95	1.07
2640	1005	1004	1205	1	201	3	95	1.07
2641	1002	1002	1204	0	202	2	95	1.07
2642	1003	1003	1203	0	200	2	95	1.07
2643	1003	1003	1203	0	200	2	95	1.07
2644	1003	1002	1202	1	200	2	95	1.07
2645	1003	1003	1205	0	202	2	95	1.07
2646	1003	1003	1205	0	202	2	95	1.07
2647	1004	1003	1206	1	203	3	95	1.07
2648	1002	1002	1204	0	202	2	95	1.07
2649	1003	1003	1203	0	200	2	95	1.07
2650	1003	1003	1204	0	201	2	95	1.07
2651	1003	1003	1204	0	201	2	95	1.07
2652	999	999	1199	0	200	2	95	1.07
2653	1002	1002	1202	0	200	2	95	1.07
2654	1003	1003	1203	0	200	2	95	1.07
2655	1003	1003	1205	0	202	2	95	1.07
2656	1003	1003	1205	0	202	2	95	1.07
2657	1003	1003	1205	0	202	2	95	1.07
2658	1003	1003	1203	0	200	2	95	1.07
2659	1003	1003	1203	0	200	2	95	1.07
2660	1003	1003	1203	0	200	2	95	1.07
2661	1003	1003	1203	0	200	2	95	1.07
2662	1005	1004	1205	1	201	3	95	1.07
2663	1003	1003	1205	0	202	2	95	1.07
2664	1002	1002	1204	0	202	2	95	1.07
2665	1001	1001	1203	0	202	2	95	1.07
2666	1000	1000	1202	0	202	2	95	1.07
2667	1003	1003	1205	0	202	2	95	1.07
2668	1002	1002	1204	0	202	2	95	1.07
2669	1004	1003	1206	1	203	3	95	1.07
2670	1003	1003	1205	0	202	2	95	1.07
2671	1002	1002	1204	0	202	2	95	1.07
2672	1002	1002	1204	0	202	2	95	1.07
2673	1003	1003	1203	0	200	2	95	1.07
2674	1002	1002	1204	0	202	2	95	1.07
2675	1003	1003	1203	0	200	2	95	1.07
2676	1003	1003	1203	0	200	2	95	1.07
2677	1003	1003	1203	0	200	2	95	1.07
2678	1003	1002	1202	1	200	2	95	1.07
2679	999	999	1201	0	202	2	95	1.07
2680	1003	1003	1203	0	200	2	95	1.07
2681	1003	1003	1203	0	200	2	95	1.07
2682	1002	1002	1204	0	202	2	95	1.07
2683	1003	1003	1203	0	200	2	95	1.07
2684	1005	1004	1207	1	203	3	95	1.07
2685	1003	1003	1205	0	202	2	95	1.07
2686	1003	1003	1205	0	202	2	95	1.07
2687	1003	1003	1203	0	200	2	95	1.07
2688	1002	1002	1204	0	202	2	95	1.07
2689	1003	1003	1205	0	202	2	95	1.07
2690	1002	1002	1206	0	204	2	95	1.07
2691	1005	1004	1205	1	201	3	95	1.07
2692	999	999	1201	0	202	2	95	1.07
2693	1002	1002	1204	0	202	2	95	1.07
2694	1003	1003	1205	0	202	2	95	1.07
2695	1003	1003	1203	0	200	2	95	1.07
2696	1003	1003	1205	0	202	2	95	1.07
2697	1003	1003	1205	0	202	2	95	1.07
2698	1004	1003	1206	1	203	3	95	1.07
2699	1003	1003	1205	0	202	2	95	1.07
2700	1003	1003	1205	0	202	2	95	1.07
2701	1003	1003	1205	0	202	2	95	1.07
2702	1003	1003	1203	0	200	2	95	1.07
2703	1002	1002	1204	0	202	2	95	1.07
2704	1003	1003	1205	0	202	2	95	1.07
2705	1001	1001	1201	0	200	2	95	1.07
2706	1003	1002	1204	1	202	3	95	1.07
2707	1003	1003	1205	0	202	2	95	1.07
2708	1003	1003	1203	0	200	2	95	1.07
2709	1002	1002	1204	0	202	2	95	1.07
2710	1003	1003	1205	0	202	2	95	1.07
2711	1003	1003	1205	0	202	2	95	1.07
2712	1003	1003	1203	0	200	2	95	1.07
2713	1005	1004	1205	1	201	3	95	1.07
2714	1002	1002	1204	0	202	2	95	1.07
2715	1003	1003	1205	0	202	2	95	1.07
2716	1003	1003	1205	0	202	2	95	1.07
2717	1003	1003	1205	0	202	2	95	1.07
2718	1002	1002	1204	0	202	2	95	1.07
2719	998	998	1200	0	202	2	95	1.07
2720	1003	1003	1205	0	202	2	95	1.07
2721	1003	1003	1203	0	200	2	95	1.07
2722	1002	1002	1204	0	202	2	95	1.07
2723	1003	1003	1203	0	200	2	95	1.07
2724	1003	1003	1205	0	202	2	95	1.07
2725	1003	1003	1205	0	202	2	95	1.07
2726	1002	1002	1206	0	204	2	95	1.07
2727	1003	1003	1205	0	202	2	95	1.07
2728	1005	1004	1205	1	201	3	95	1.07
2729	1003	1003	1205	0	202	2	95	1.07
2730	1003	1003	1205	0	202	2	95	1.07
2731	1002	1002	1204	0	202	2	95	1.07
2732	998	998	1200	0	202	2	95	1.07
2733	1002	1002	1205	0	203	2	95	1.07
2734	1002	1002	1204	0	202	2	95	1.07
2735	1004	1003	1206	1	203	3	95	1.07
2736	1003	1003	1203	0	200	2	95	1.07
2737	1003	1003	1205	0	202	2	95	1.07
2738	1003	1003	1205	0	202	2	95	1.07
2739	1003	1003	1205	0	202	2	95	1.07
2740	1002	1002	1206	0	204	2	95	1.07
2741	1003	1003	1205	0	202	2	95	1.07
2742	1003	1003	1207	0	204	2	95	1.07
2743	1003	1003	1205	0	202	2	95	1.07
2744	1003	1003	1203	0	200	2	95	1.07
2745	1000	1000	1202	0	202	2	95	1.07
2746	1000	1000	1202	0	202	2	95	1.07
2747	1003	1003	1203	0	200	2	95	1.07
2748	1003	1003	1203	0	200	2	95	1.07
2749	1003	1003	1205	0	202	2	95	1.07
2750	1005	1004	1205	1	201	3	95	1.07
2751	1002	1002	1204	0	202	2	95	1.07
2752	1002	1002	1204	0	202	2	95	1.07
2753	1003	1003	1205	0	202	2	95	1.07
2754	1003	1003	1205	0	202	2	95	1.07
2755	1002	1002	1205	0	203	2	95	1.07
2756	1002	1002	1204	0	202	2	95	1.07
2757	1005	1004	1205	1	201	3	95	1.07
2758	1002	1002	1204	0	202	2	95	1.07
2759	999	999	1201	0	202	2	95	1.07
2760	1002	1002	1204	0	202	2	95	1.07
2761	1003	1003	1203	0	200	2	95	1.07
2762	1003	1003	1205	0	202	2	95	1.07
2763	1003	1003	1205	0	202	2	95	1.07
2764	1003	1003	1205	0	202	2	95	1.07
2765	1002	1002	1204	0	202	2	95	1.07
2766	1002	1002	1204	0	202	2	95	1.07
2767	1002	1002	1204	0	202	2	95	1.07
2768	1003	1003	1205	0	202	2	95	1.07
2769	1003	1003	1203	0	200	2	95	1.07
2770	1003	1003	1205	0	202	2	95	1.07
2771	1002	1002	1204	0	202	2	95	1.07
2772	1000	999	1202	1	203	3	95	1.07
2773	1003	1003	1205	0	202	2	95	1.07
2774	1003	1003	1205	0	202	2	95	1.07
2775	1003	1003	1203	0	200	2	95	1.07
2776	1003	1003	1205	0	202	2	95	1.07
2777	1002	1002	1204	0	202	2	95	1.07
2778	1003	1003	1205	0	202	2	95	1.07
2779	1004	1003	1206	1	203	3	95	1.07
2780	1003	1003	1203	0	200	2	95	1.07
2781	1003	1003	1204	0	201	2	95	1.07
2782	1003	1003	1205	0	202	2	95	1.07
2783	1002	1002	1204	0	202	2	95	1.07
2784	1003	1003	1203	0	200	2	95	1.07
2785	1000	1000	1202	0	202	2	95	1.07
2786	1000	1000	1202	0	202	2	95	1.07
2787	1002	1002	1204	0	202	2	95	1.07
2788	1003	1003	1203	0	200	2	95	1.07
2789	1003	1003	1205	0	202	2	95	1.07
2790	1003	1003	1205	0	202	2	95	1.07
2791	1002	1002	1204	0	202	2	95	1.07
2792	1002	1002	1204	0	202	2	95	1.07
2793	1003	1003	1203	0	200	2	95	1.07
2794	1005	1004	1207	1	203	3	95	1.07
2795	1002	1002	1204	0	202	2	95	1.07
2796	1002	1002	1204	0	202	2	95	1.07
2797	1003	1003	1203	0	200	2	95	1.07
2798	1002	1002	1204	0	202	2	95	1.07
2799	1000	1000	1201	0	201	2	95	1.07
2800	1003	1003	1205	0	202	2	95	1.07
2801	1005	1004	1205	1	201	3	95	1.07
2802	1003	1003	1205	0	202	2	95	1.07
2803	1003	1003	1205	0	202	2	95	1.07
2804	1003	1003	1203	0	200	2	95	1.07
2805	1003	1003	1205	0	202	2	95	1.07
2806	1002	1002	1206	0	204	2	95	1.07
2807	1003	1003	1203	0	200	2	95	1.07
2808	1003	1003	1205	0	202	2	95	1.07
2809	1003	1003	1203	0	200	2	95	1.07
2810	1003	1003	1205	0	202	2	95	1.07
2811	1002	1002	1204	0	202	2	95	1.07
2812	998	998	1200	0	202	2	95	1.07
2813	1003	1003	1203	0	200	2	95	1.07
2814	1002	1002	1206	0	204	2	95	1.07
2815	1003	1003	1205	0	202	2	95	1.07
2816	1005	1004	1205	1	201	3	95	1.07
2817	1002	1002	1205	0	203	2	95	1.07
2818	1003	1003	1203	0	200	2	95	1.07
2819	1002	1002	1206	0	204	2	95	1.07
2820	1003	1003	1205	0	202	2	95	1.07
2821	1003	1003	1203	0	200	2	95	1.07
2822	1003	1003	1205	0	202	2	95	1.07
2823	1005	1004	1207	1	203	3	95	1.07
2824	1003	1003	1203	0	200	2	95	1.07
2825	999	999	1201	0	202	2	95	1.07
2826	1001	1001	1203	0	202	2	95	1.07
2827	1003	1003	1203	0	200	2	95	1.07
2828	1002	1002	1204	0	202	2	95	1.07
2829	1003	1003	1203	0	200	2	95	1.07
2830	1003	1003	1203	0	200	2	95	1.07
2831	1003	1003	1205	0	202	2	95	1.07
2832	1002	1002	1204	0	202	2	95	1.07
2833	1003	1003	1205	0	202	2	95	1.07
2834	1003	1003	1205	0	202	2	95	1.07
2835	1002	1002	1203	0	201	2	95	1.07
2836	1002	1002	1204	0	202	2	95	1.07
2837	1003	1003	1203	0	200	2	95	1.07
2838	1003	1002	1203	1	201	3	95	1.07
2839	1000	1000	1203	0	203	2	95	1.07
2840	1002	1002	1204	0	202	2	95	1.07
2841	1003	1003	1205	0	202	2	95	1.07
2842	1002	1002	1204	0	202	2	95	1.07
2843	1002	1002	1204	0	202	2	95	1.07
2844	1002	1002	1204	0	202	2	95	1.07
2845	1005	1004	1205	1	201	3	95	1.07
2846	1003	1003	1203	0	200	2	95	1.07
2847	1002	1002	1204	0	202	2	95	1.07
2848	1002	1002	1204	0	202	2	95	1.07
2849	1003	1003	1205	0	202	2	95	1.07
2850	1003	1003	1203	0	200	2	95	1.07
