#ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS	STD
4523	2006	2005	2208	1	203	3	95	1.38
4524	2005	2005	2207	0	202	2	95	1.38
4525	2005	2004	2206	1	202	2	95	1.38
4526	2005	2005	2207	0	202	2	95	1.38
4527	2006	2005	2208	1	203	3	95	1.38
4528	2003	2003	2205	0	202	2	95	1.38
4529	2005	2005	2207	0	202	2	95	1.38
4530	2005	2005	2207	0	202	2	95	1.38
4531	2007	2006	2207	1	201	3	95	1.38
4532	2005	2005	2205	0	200	2	95	1.38
4533	2001	2001	2201	0	200	2	95	1.38
4534	2005	2005	2207	0	202	2	95	1.38
4535	2005	2005	2210	0	205	3	95	1.38
4536	2005	2005	2205	0	200	2	95	1.38
4537	2005	2005	2207	0	202	2	95	1.38
4538	2002	2002	2202	0	200	2	95	1.38
4539	2005	2005	2205	0	200	2	95	1.38
4540	2007	2006	2208	1	202	3	95	1.38
4541	2005	2005	2207	0	202	2	95	1.38
4542	2005	2005	2207	0	202	2	95	1.38
4543	2005	2005	2207	0	202	2	95	1.38
4544	2003	2002	2205	1	203	3	95	1.38
4545	2005	2005	2207	0	202	2	95	1.38
4546	2005	2005	2207	0	202	2	95	1.38
4547	2005	2005	2207	0	202	2	95	1.38
4548	2007	2006	2209	1	203	3	95	1.38
4549	2001	2001	2203	0	202	2	95	1.38
4550	2005	2004	2204	1	200	2	95	1.38
4551	2005	2005	2205	0	200	2	95	1.38
4552	2007	2006	2207	1	201	3	95	1.38
4553	2005	2005	2205	0	200	2	95	1.38
4554	2004	2004	2206	0	202	2	95	1.38
4555	2004	2004	2206	0	202	2	95	1.38
4556	2007	2006	2209	1	203	3	95	1.38
4557	2005	2005	2207	0	202	2	95	1.38
4558	2005	2005	2207	0	202	2	95	1.38
4559	2005	2005	2205	0	200	2	95	1.38
4560	2001	2001	2201	0	200	2	95	1.38
4561	2005	2005	2207	0	202	2	95	1.38
4562	2005	2005	2205	0	200	2	95	1.38
4563	2005	2005	2205	0	200	2	95	1.38
4564	2005	2005	2207	0	202	2	95	1.38
4565	2003	2002	2205	1	203	3	95	1.38
4566	2005	2005	2205	0	200	2	95	1.38
4567	2005	2005	2205	0	200	2	95	1.38
4568	2005	2004	2204	1	200	2	95	1.38
4569	2007	2006	2207	1	201	3	95	1.38
4570	2005	2005	2205	0	200	2	95	1.38
4571	2002	2002	2204	0	202	2	95	1.38
4572	2005	2005	2207	0	202	2	95	1.38
4573	2007	2006	2209	1	203	3	95	1.38
4574	2005	2005	2207	0	202	2	95	1.38
4575	2005	2005	2207	0	202	2	95	1.38
4576	2001	2001	2203	0	202	2	95	1.38
4577	2007	2006	2209	1	203	3	95	1.38
4578	2005	2005	2207	0	202	2	95	1.38
4579	2005	2004	2206	1	202	2	95	1.38
4580	2005	2005	2207	0	202	2	95	1.38
4581	2003	2003	2206	0	203	3	95	1.38
4582	2004	2005	2205	-1	200	2	95	1.38
4583	2005	2005	2207	0	202	2	95	1.38
4584	2005	2005	2207	0	202	2	95	1.38
4585	2005	2005	2205	0	200	2	95	1.38
4586	2007	2006	2209	1	203	3	95	1.38
4587	2001	2001	2203	0	202	2	95	1.38
4588	2005	2005	2207	0	202	2	95	1.38
4589	2005	2005	2207	0	202	2	95	1.38
4590	2007	2006	2209	1	203	3	95	1.38
4591	2005	2005	2205	0	200	2	95	1.38
4592	2001	2001	2203	0	202	2	95	1.38
4593	2005	2005	2207	0	202	2	95	1.38
4594	2007	2006	2209	1	203	3	95	1.38
4595	2005	2005	2207	0	202	2	95	1.38
4596	2005	2005	2205	0	200	2	95	1.38
4597	2005	2005	2205	0	200	2	95	1.38
4598	2006	2004	2205	2	201	3	95	1.38
4599	2006	2005	2203	1	198	2	95	1.38
4600	2005	2005	2205	0	200	2	95	1.38
4601	2005	2005	2205	0	200	2	95	1.38
4602	2006	2006	2207	0	201	3	95	1.38
4603	2001	2001	2203	0	202	2	95	1.38
4604	2005	2005	2205	0	200	2	95	1.38
4605	2005	2005	2207	0	202	2	95	1.38
4606	2005	2005	2205	0	200	2	95	1.38
4607	2005	2006	2204	-1	198	2	95	1.38
4608	2002	2002	2204	0	202	2	95	1.38
4609	2005	2004	2204	1	200	2	95	1.38
4610	2006	2005	2205	1	200	2	95	1.38
4611	2006	2006	2207	0	201	3	95	1.38
4612	2005	2005	2205	0	200	2	95	1.38
4613	2005	2005	2207	0	202	2	95	1.38
4614	2001	2001	2203	0	202	2	95	1.38
4615	2007	2006	2207	1	201	3	95	1.38
4616	2005	2005	2207	0	202	2	95	1.38
4617	2005	2005	2207	0	202	2	95	1.38
4618	2005	2005	2207	0	202	2	95	1.38
4619	2003	2002	2205	1	203	3	95	1.38
4620	2005	2005	2207	0	202	2	95	1.38
4621	2005	2005	2207	0	202	2	95	1.38
4622	2005	2005	2207	0	202	2	95	1.38
4623	2007	2006	2209	1	203	3	95	1.38
4624	2003	2003	2205	0	202	2	95	1.38
4625	2004	2004	2206	0	202	2	95	1.38
4626	2005	2004	2206	1	202	2	95	1.38
4627	2007	2006	2209	1	203	3	95	1.38
4628	2005	2005	2207	0	202	2	95	1.38
4629	2005	2005	2205	0	200	2	95	1.38
4630	2001	2001	2201	0	200	2	95	1.38
4631	2005	2005	2207	0	202	2	95	1.38
4632	2005	2005	2208	0	203	3	95	1.38
4633	2005	2005	2207	0	202	2	95	1.38
4634	2005	2005	2205	0	200	2	95	1.38
4635	2001	2001	2203	0	202	2	95	1.38
4636	2007	2006	2207	1	201	3	95	1.38
4637	2005	2005	2207	0	202	2	95	1.38
4638	2005	2005	2205	0	200	2	95	1.38
4639	2005	2005	2207	0	202	2	95	1.38
4640	2007	2005	2206	2	201	3	95	1.38
4641	2003	2003	2205	0	202	2	95	1.38
4642	2005	2005	2207	0	202	2	95	1.38
4643	2005	2005	2207	0	202	2	95	1.38
4644	2007	2006	2209	1	203	3	95	1.38
4645	2005	2005	2207	0	202	2	95	1.38
4646	2001	2001	2203	0	202	2	95	1.38
4647	2005	2005	2207	0	202	2	95	1.38
4648	2007	2006	2207	1	201	3	95	1.38
4649	2005	2005	2206	0	201	2	95	1.38
4650	2005	2005	2207	0	202	2	95	1.38
4651	2002	2002	2204	0	202	2	95	1.38
4652	2006	2006	2207	0	201	2	95	1.38
4653	2005	2005	2207	0	202	2	95	1.38
4654	2005	2005	2207	0	202	2	95	1.38
4655	2005	2005	2207	0	202	2	95	1.38
4656	2005	2005	2205	0	200	2	95	1.38
4657	2003	2002	2205	1	203	3	95	1.38
4658	2005	2004	2204	1	200	2	95	1.38
4659	2005	2005	2205	0	200	2	95	1.38
4660	2005	2005	2207	0	202	2	95	1.38
4661	2007	2006	2208	1	202	3	95	1.38
4662	2001	2001	2203	0	202	2	95	1.38
4663	2005	2005	2205	0	200	2	95	1.38
4664	2005	2005	2205	0	200	2	95	1.38
4665	2007	2006	2207	1	201	3	95	1.38
4666	2005	2005	2207	0	202	2	95	1.38
4667	2003	2003	2205	0	202	2	95	1.38
4668	2005	2005	2203	0	198	2	95	1.38
4669	2007	2006	2209	1	203	3	95	1.38
4670	2005	2005	2205	0	200	2	95	1.38
4671	2005	2005	2205	0	200	2	95	1.38
4672	2005	2005	2205	0	200	2	95	1.38
4673	2003	2002	2204	1	202	3	95	1.38
4674	2005	2005	2205	0	200	2	95	1.38
4675	2005	2005	2205	0	200	2	95	1.38
4676	2005	2005	2207	0	202	2	95	1.38
4677	2005	2005	2206	0	201	2	95	1.38
4678	2002	2001	2199	1	198	2	95	1.38
4679	2005	2005	2207	0	202	2	95	1.38
4680	2005	2005	2207	0	202	2	95	1.38
4681	2005	2005	2207	0	202	2	95	1.38
4682	2007	2006	2209	1	203	3	95	1.38
4683	2005	2005	2207	0	202	2	95	1.38
4684	2003	2003	2203	0	200	2	95	1.38
4685	2005	2005	2205	0	200	2	95	1.38
4686	2007	2006	2209	1	203	3	95	1.38
4687	2005	2005	2207	0	202	2	95	1.38
4688	2005	2005	2207	0	202	2	95	1.38
4689	2001	2001	2202	0	201	2	95	1.38
4690	2007	2005	2208	2	203	3	95	1.38
4691	2005	2004	2206	1	202	2	95	1.38
4692	2005	2004	2204	1	200	2	95	1.38
4693	2005	2005	2207	0	202	2	95	1.38
4694	2004	2003	2206	1	203	3	95	1.38
4695	2005	2005	2207	0	202	2	95	1.38
4696	2005	2005	2206	0	201	2	95	1.38
4697	2005	2005	2205	0	200	2	95	1.38
4698	2005	2005	2209	0	204	2	95	1.38
4699	2005	2005	2205	0	200	2	95	1.38
4700	2002	2002	2202	0	200	2	95	1.38
4701	2005	2005	2205	0	200	2	95	1.38
4702	2005	2005	2205	0	200	2	95	1.38
4703	2007	2006	2207	1	201	3	95	1.38
4704	2005	2005	2207	0	202	2	95	1.38
4705	2001	2001	2203	0	202	2	95	1.38
4706	2005	2005	2207	0	202	2	95	1.38
4707	2007	2006	2209	1	203	3	95	1.38
4708	2005	2005	2207	0	202	2	95	1.38
4709	2005	2005	2207	0	202	2	95	1.38
4710	2166	2023	2364	143	341	4	96	1.41
4711	2007	2006	2209	1	203	3	95	1.41
4712	2005	2005	2207	0	202	2	95	1.40
4713	2005	2005	2207	0	202	2	95	1.40
4714	2005	2004	2202	1	198	2	95	1.40
4715	2007	2005	2206	2	201	3	95	1.40
4716	2002	2001	2203	1	202	2	95	1.41
4717	2005	2005	2207	0	202	2	95	1.41
4718	2005	2005	2205	0	200	2	95	1.41
4719	2007	2006	2209	1	203	3	95	1.41
4720	2005	2005	2207	0	202	2	95	1.40
4721	2001	2001	2203	0	202	2	95	1.41
4722	2005	2005	2207	0	202	2	95	1.41
4723	2007	2006	2209	1	203	3	95	1.41
4724	2005	2005	2207	0	202	2	95	1.41
4725	2005	2005	2207	0	202	2	95	1.41
4726	2003	2003	2205	0	202	2	95	1.41
4727	2004	2004	2206	0	202	2	95	1.41
4728	2005	2005	2206	0	201	2	95	1.41
4729	2121	2006	2320	115	314	3	96	1.41
4730	2005	2005	2207	0	202	2	95	1.40
4731	2005	2005	2205	0	200	2	95	1.40
4732	2004	2003	2202	1	199	3	95	1.40
4733	2005	2006	2204	-1	198	2	95	1.40
4734	2006	2005	2205	1	200	2	95	1.40
4735	2005	2005	2205	0	200	2	95	1.40
4736	2007	2006	2207	1	201	3	95	1.40
4737	2001	2001	2201	0	200	2	95	1.41
4738	2005	2005	2205	0	200	2	95	1.41
4739	2004	2005	2205	-1	200	2	95	1.41
4740	2007	2005	2208	2	203	3	95	1.41
4741	2005	2005	2205	0	200	2	95	1.40
4742	2003	2003	2205	0	202	2	95	1.40
4743	2004	2004	2206	0	202	2	95	1.40
4744	2007	2006	2207	1	201	3	95	1.40
4745	2005	2005	2207	0	202	2	95	1.40
4746	2005	2005	2207	0	202	2	95	1.40
4747	2005	2005	2207	0	202	2	95	1.40
4748	2003	2002	2205	1	203	3	95	1.40
4749	2005	2005	2207	0	202	2	95	1.40
4750	2005	2005	2207	0	202	2	95	1.40
4751	2005	2005	2206	0	201	2	95	1.40
4752	2005	2005	2207	0	202	2	95	1.40
4753	2001	2001	2203	0	202	2	95	1.41
4754	2005	2005	2207	0	202	2	95	1.40
4755	2005	2005	2207	0	202	2	95	1.40
4756	2005	2005	2205	0	200	2	95	1.40
4757	2007	2006	2208	1	202	3	95	1.40
4758	2004	2004	2204	0	200	2	95	1.40
4759	2004	2004	2204	0	200	2	95	1.40
4760	2005	2005	2205	0	200	2	95	1.40
4761	2007	2006	2207	1	201	3	95	1.40
4762	2005	2005	2205	0	200	2	95	1.40
4763	2005	2005	2205	0	200	2	95	1.40
4764	2001	2001	2203	0	202	2	95	1.40
4765	2007	2006	2209	1	203	3	95	1.40
4766	2005	2004	2202	1	198	2	95	1.40
4767	2005	2005	2205	0	200	2	95	1.40
4768	2005	2005	2207	0	202	2	95	1.40
4769	2003	2002	2203	1	201	3	95	1.40
4770	2005	2006	2204	-1	198	2	95	1.40
4771	2005	2005	2207	0	202	2	95	1.40
4772	2005	2005	2205	0	200	2	95	1.40
4773	2007	2006	2207	1	201	3	95	1.40
4774	2005	2005	2206	0	201	2	95	1.40
4775	2002	2002	2204	0	202	2	95	1.40
4776	2005	2005	2207	0	202	2	95	1.40
4777	2005	2005	2207	0	202	2	95	1.40
4778	2005	2005	2207	0	202	2	95	1.40
4779	2005	2005	2207	0	202	2	95	1.40
4780	2001	2001	2203	0	202	2	95	1.40
4781	2005	2005	2207	0	202	2	95	1.40
4782	2007	2006	2209	1	203	3	95	1.40
4783	2004	2005	2205	-1	200	2	95	1.40
4784	2005	2005	2203	0	198	2	95	1.40
4785	2002	2003	2202	-1	199	2	95	1.40
4786	2007	2006	2209	1	203	3	95	1.40
4787	2005	2005	2207	0	202	2	95	1.40
4788	2005	2005	2203	0	198	2	95	1.40
4789	2005	2005	2207	0	202	2	95	1.40
4790	2007	2006	2207	1	201	3	95	1.40
4791	2003	2002	2202	1	200	2	95	1.40
4792	2005	2005	2207	0	202	2	95	1.40
4793	2005	2005	2205	0	200	2	95	1.40
4794	2007	2006	2207	1	201	3	95	1.40
4795	2005	2005	2207	0	202	2	95	1.40
4796	2001	2001	2201	0	200	2	95	1.40
4797	2005	2005	2205	0	200	2	95	1.40
4798	2007	2006	2209	1	203	3	95	1.40
4799	2005	2005	2207	0	202	2	95	1.40
4800	2005	2005	2207	0	202	2	95	1.40
4801	2003	2003	2205	0	202	2	95	1.40
4802	2005	2005	2205	0	200	2	95	1.40
4803	2007	2006	2209	1	203	3	95	1.40
4804	2005	2005	2205	0	200	2	95	1.40
4805	2005	2005	2205	0	200	2	95	1.40
4806	2005	2005	2205	0	200	2	95	1.40
4807	2004	2003	2205	1	202	3	95	1.40
4808	2005	2005	2205	0	200	2	95	1.40
4809	2006	2005	2205	1	200	2	95	1.40
4810	2005	2005	2206	0	201	2	95	1.40
4811	2007	2006	2209	1	203	3	95	1.40
4812	2001	2001	2203	0	202	2	95	1.40
4813	2005	2005	2205	0	200	2	95	1.40
4814	2005	2005	2207	0	202	2	95	1.40
4815	2007	2006	2207	1	201	3	95	1.40
4816	2005	2005	2207	0	202	2	95	1.40
4817	2004	2004	2206	0	202	2	95	1.40
4818	2004	2004	2206	0	202	2	95	1.40
4819	2007	2006	2209	1	203	3	95	1.40
4820	2005	2005	2207	0	202	2	95	1.40
4821	2005	2005	2205	0	200	2	95	1.40
4822	2005	2005	2207	0	202	2	95	1.40
4823	2001	2001	2205	0	204	2	95	1.40
4824	2005	2005	2205	0	200	2	95	1.40
4825	2005	2005	2207	0	202	2	95	1.40
4826	2005	2005	2207	0	202	2	95	1.40
4827	2005	2005	2207	0	202	2	95	1.40
4828	2001	2001	2206	0	205	3	95	1.40
4829	2005	2005	2207	0	202	2	95	1.40
4830	2005	2005	2207	0	202	2	95	1.40
4831	2005	2005	2207	0	202	2	95	1.40
4832	2007	2006	2207	1	201	3	95	1.40
4833	2003	2004	2204	-1	200	2	95	1.40
4834	2004	2003	2203	1	200	2	95	1.40
4835	2005	2005	2207	0	202	2	95	1.40
4836	2007	2006	2207	1	201	3	95	1.40
4837	2005	2005	2207	0	202	2	95	1.40
4838	2005	2005	2205	0	200	2	95	1.40
4839	2001	2001	2201	0	200	2	95	1.40
4840	2007	2006	2209	1	203	3	95	1.40
4841	2005	2005	2205	0	200	2	95	1.40
4842	2005	2005	2205	0	200	2	95	1.40
4843	2005	2005	2205	0	200	2	95	1.40
4844	2003	2002	2205	1	203	3	95	1.40
4845	2005	2005	2207	0	202	2	95	1.40
4846	2005	2005	2205	0	200	2	95	1.40
4847	2005	2005	2207	0	202	2	95	1.40
4848	2005	2005	2207	0	202	2	95	1.40
4849	2005	2005	2207	0	202	2	95	1.40
4850	2003	2003	2205	0	202	2	95	1.40
4851	2005	2005	2207	0	202	2	95	1.40
4852	2005	2005	2207	0	202	2	95	1.40
4853	2007	2006	2207	1	201	3	95	1.40
4854	2005	2005	2205	0	200	2	95	1.40
4855	2001	2001	2201	0	200	2	95	1.40
4856	2005	2005	2205	0	200	2	95	1.40
4857	2007	2006	2209	1	203	3	95	1.40
4858	2005	2005	2207	0	202	2	95	1.40
4859	2006	2006	2204	0	198	2	95	1.40
4860	2002	2002	2204	0	202	2	95	1.40
4861	2007	2006	2207	1	201	3	95	1.40
4862	2005	2005	2207	0	202	2	95	1.40
4863	2005	2005	2205	0	200	2	95	1.40
4864	2005	2004	2204	1	200	2	95	1.40
4865	2007	2006	2209	1	203	3	95	1.40
4866	2002	2002	2202	0	200	2	95	1.40
4867	2005	2005	2207	0	202	2	95	1.40
4868	2005	2005	2207	0	202	2	95	1.40
4869	2007	2006	2207	1	201	3	95	1.40
4870	2005	2005	2207	0	202	2	95	1.40
4871	2000	2000	2202	0	202	2	95	1.41
4872	2005	2005	2205	0	200	2	95	1.41
4873	2005	2004	2206	1	202	2	95	1.41
4874	2006	2006	2208	0	202	2	95	1.41
4875	2005	2005	2207	0	202	2	95	1.40
4876	2003	2003	2205	0	202	2	95	1.40
4877	2005	2005	2205	0	200	2	95	1.40
4878	2007	2006	2209	1	203	3	95	1.40
4879	2005	2005	2207	0	202	2	95	1.40
4880	2005	2005	2207	0	202	2	95	1.40
4881	2005	2004	2206	1	202	2	95	1.40
4882	2004	2003	2206	1	203	3	95	1.40
4883	2004	2005	2205	-1	200	2	95	1.40
4884	2005	2005	2207	0	202	2	95	1.40
4885	2005	2005	2207	0	202	2	95	1.40
4886	2007	2006	2207	1	201	3	95	1.40
4887	2000	2001	2201	-1	200	2	95	1.40
4888	2005	2005	2205	0	200	2	95	1.40
4889	2005	2005	2207	0	202	2	95	1.40
4890	2007	2006	2207	1	201	3	95	1.40
4891	2005	2005	2205	0	200	2	95	1.40
4892	2002	2002	2204	0	202	2	95	1.40
4893	2005	2005	2205	0	200	2	95	1.40
4894	2007	2006	2209	1	203	3	95	1.40
4895	2005	2005	2205	0	200	2	95	1.40
4896	2005	2004	2204	1	200	2	95	1.40
4897	2005	2005	2205	0	200	2	95	1.40
4898	2001	2001	2203	0	202	2	95	1.41
4899	2004	2005	2205	-1	200	2	95	1.40
4900	2005	2005	2205	0	200	2	95	1.40
4901	2005	2005	2207	0	202	2	95	1.40
4902	2005	2005	2207	0	202	2	95	1.40
4903	2002	2002	2203	0	201	3	95	1.40
4904	2005	2005	2207	0	202	2	95	1.40
4905	2005	2005	2205	0	200	2	95	1.40
4906	2005	2005	2205	0	200	2	95	1.40
4907	2007	2006	2209	1	203	3	95	1.40
4908	2003	2003	2205	0	202	2	95	1.40
4909	2005	2005	2204	0	199	2	95	1.40
4910	2005	2005	2207	0	202	2	95	1.40
4911	2007	2006	2209	1	203	3	95	1.40
4912	2005	2005	2207	0	202	2	95	1.40
4913	2005	2005	2207	0	202	2	95	1.40
4914	2001	2000	2200	1	200	2	95	1.41
4915	2007	2006	2207	1	201	3	95	1.41
4916	2005	2005	2207	0	202	2	95	1.41
4917	2005	2005	2207	0	202	2	95	1.41
4918	2005	2005	2207	0	202	2	95	1.41
4919	2001	2001	2205	0	204	2	95	1.41
4920	2005	2005	2205	0	200	2	95	1.41
4921	2005	2005	2207	0	202	2	95	1.41
4922	2005	2005	2207	0	202	2	95	1.41
4923	2005	2005	2207	0	202	2	95	1.41
4924	2006	2005	2208	1	203	3	95	1.41
4925	2004	2003	2205	1	202	2	95	1.41
4926	2005	2005	2207	0	202	2	95	1.41
4927	2005	2005	2207	0	202	2	95	1.40
4928	2007	2006	2207	1	201	3	95	1.40
4929	2005	2005	2205	0	200	2	95	1.40
4930	2001	2000	2202	1	202	2	95	1.41
4931	2005	2005	2207	0	202	2	95	1.41
4932	2007	2006	2208	1	202	3	95	1.41
4933	2005	2005	2207	0	202	2	95	1.41
4934	2005	2005	2207	0	202	2	95	1.41
4935	2001	2002	2202	-1	200	2	95	1.41
4936	2007	2006	2207	1	201	3	95	1.41
4937	2005	2004	2204	1	200	2	95	1.41
4938	2005	2005	2207	0	202	2	95	1.41
4939	2005	2005	2207	0	202	2	95	1.41
4940	2007	2005	2208	2	203	3	95	1.41
4941	2003	2003	2205	0	202	2	95	1.41
4942	2005	2005	2207	0	202	2	95	1.41
4943	2005	2005	2207	0	202	2	95	1.41
4944	2005	2005	2207	0	202	2	95	1.41
4945	2005	2005	2207	0	202	2	95	1.41
4946	2001	2001	2203	0	202	2	95	1.41
4947	2005	2005	2207	0	202	2	95	1.41
4948	2005	2005	2205	0	200	2	95	1.41
4949	2007	2006	2207	1	201	3	95	1.41
4950	2005	2005	2207	0	202	2	95	1.41
4951	2002	2002	2202	0	200	2	95	1.41
4952	2005	2005	2207	0	202	2	95	1.41
4953	2007	2006	2207	1	201	3	95	1.41
4954	2005	2005	2205	0	200	2	95	1.41
4955	2005	2005	2205	0	200	2	95	1.41
4956	2005	2005	2205	0	200	2	95	1.41
4957	2004	2003	2206	1	203	3	95	1.41
4958	2005	2005	2207	0	202	2	95	1.41
4959	2005	2005	2207	0	202	2	95	1.41
4960	2005	2005	2207	0	202	2	95	1.41
4961	2007	2006	2209	1	203	3	95	1.41
4962	2001	2001	2203	0	202	2	95	1.41
4963	2005	2005	2207	0	202	2	95	1.41
4964	2005	2005	2207	0	202	2	95	1.41
4965	2007	2006	2209	1	203	3	95	1.41
4966	2005	2005	2207	0	202	2	95	1.41
4967	2003	2003	2203	0	200	2	95	1.41
4968	2005	2005	2207	0	202	2	95	1.41
4969	2005	2005	2207	0	202	2	95	1.41
4970	2007	2006	2209	1	203	3	95	1.41
4971	2005	2005	2207	0	202	2	95	1.41
4972	2005	2005	2207	0	202	2	95	1.40
4973	2002	2002	2202	0	200	2	95	1.41
4974	2007	2006	2209	1	203	3	95	1.41
4975	2005	2005	2207	0	202	2	95	1.41
4976	2005	2005	2206	0	201	2	95	1.41
4977	2005	2005	2207	0	202	2	95	1.40
4978	2003	2002	2205	1	203	3	95	1.41
4979	2005	2005	2205	0	200	2	95	1.41
4980	2005	2005	2207	0	202	2	95	1.40
4981	2004	2005	2205	-1	200	2	95	1.40
4982	2007	2006	2207	1	201	3	95	1.40
4983	2003	2002	2204	1	202	2	95	1.41
4984	2005	2005	2207	0	202	2	95	1.41
4985	2005	2005	2207	0	202	2	95	1.40
4986	2007	2006	2209	1	203	3	95	1.40
4987	2005	2005	2207	0	202	2	95	1.40
4988	2005	2005	2207	0	202	2	95	1.40
4989	2002	2001	2203	1	202	2	95	1.41
4990	2007	2005	2206	2	201	3	95	1.41
4991	2004	2005	2205	-1	200	2	95	1.41
4992	2005	2005	2205	0	200	2	95	1.41
4993	2005	2005	2205	0	200	2	95	1.40
4994	2001	2001	2201	0	200	2	95	1.41
4995	2005	2005	2206	0	201	3	95	1.41
4996	2005	2005	2207	0	202	2	95	1.41
4997	2005	2005	2205	0	200	2	95	1.41
4998	2005	2005	2207	0	202	2	95	1.41
4999	2004	2003	2206	1	203	3	95	1.41
5000	2005	2005	2205	0	200	2	95	1.41
5001	2005	2005	2205	0	200	2	95	1.40
5002	2005	2005	2207	0	202	2	95	1.40
5003	2007	2006	2209	1	203	3	95	1.40
5004	2005	2005	2207	0	202	2	95	1.40
5005	2001	2001	2203	0	202	2	95	1.41
5006	2005	2004	2202	1	198	2	95	1.41
5007	2007	2006	2209	1	203	3	95	1.41
5008	2005	2005	2205	0	200	2	95	1.41
5009	2005	2005	2205	0	200	2	95	1.41
5010	2001	2001	2201	0	200	2	95	1.41
5011	2007	2005	2208	2	203	3	95	1.41
5012	2005	2005	2205	0	200	2	95	1.41
5013	2005	2005	2207	0	202	2	95	1.41
5014	2005	2005	2207	0	202	2	95	1.41
5015	2003	2003	2207	0	204	2	95	1.41
5016	2004	2004	2206	0	202	2	95	1.41
5017	2005	2005	2207	0	202	2	95	1.41
5018	2005	2005	2205	0	200	2	95	1.41
5019	2005	2005	2205	0	200	2	95	1.40
5020	2007	2006	2207	1	201	3	95	1.40
5021	2001	2001	2203	0	202	2	95	1.41
5022	2005	2005	2207	0	202	2	95	1.41
5023	2005	2005	2207	0	202	2	95	1.41
5024	2007	2006	2209	1	203	3	95	1.41
5025	2005	2005	2207	0	202	2	95	1.41
5026	2001	2001	2201	0	200	2	95	1.41
5027	2005	2005	2205	0	200	2	95	1.41
5028	2007	2006	2209	1	203	3	95	1.41
5029	2005	2005	2207	0	202	2	95	1.41
5030	2005	2005	2205	0	200	2	95	1.41
5031	2004	2004	2205	0	201	2	95	1.41
5032	2006	2005	2206	1	201	3	95	1.41
5033	2005	2005	2207	0	202	2	95	1.41
5034	2005	2005	2207	0	202	2	95	1.41
5035	2005	2005	2207	0	202	2	95	1.41
5036	2007	2006	2209	1	203	3	95	1.41
5037	2001	2001	2203	0	202	2	95	1.41
5038	2005	2005	2207	0	202	2	95	1.41
5039	2005	2005	2207	0	202	2	95	1.41
5040	2005	2005	2207	0	202	2	95	1.41
5041	2005	2005	2207	0	202	2	95	1.41
5042	2001	2001	2203	0	202	2	95	1.41
5043	2005	2005	2207	0	202	2	95	1.41
5044	2005	2005	2207	0	202	2	95	1.41
5045	2007	2006	2207	1	201	3	95	1.41
5046	2005	2005	2206	0	201	2	95	1.41
5047	2003	2003	2205	0	202	2	95	1.41
5048	2004	2004	2206	0	202	2	95	1.41
5049	2007	2006	2207	1	201	3	95	1.41
5050	2005	2005	2207	0	202	2	95	1.41
5051	2005	2005	2205	0	200	2	95	1.41
5052	2005	2005	2205	0	200	2	95	1.41
5053	2003	2002	2205	1	203	3	95	1.41
5054	2005	2005	2206	0	201	2	95	1.41
5055	2005	2005	2205	0	200	2	95	1.41
5056	2005	2005	2206	0	201	2	95	1.41
5057	2007	2006	2209	1	203	3	95	1.41
5058	2001	2001	2203	0	202	2	95	1.41
5059	2005	2005	2205	0	200	2	95	1.41
5060	2005	2005	2205	0	200	2	95	1.41
5061	2007	2005	2208	2	203	3	95	1.41
5062	2005	2005	2205	0	200	2	95	1.41
5063	2004	2003	2203	1	200	2	95	1.41
5064	2004	2004	2206	0	202	2	95	1.41
5065	2005	2005	2206	0	201	2	95	1.41
5066	2005	2005	2207	0	202	2	95	1.41
5067	2005	2005	2203	0	198	2	95	1.41
5068	2005	2005	2205	0	200	2	95	1.40
5069	2002	2002	2200	0	198	2	95	1.41
5070	2006	2006	2207	0	201	3	95	1.41
5071	2005	2004	2204	1	200	2	95	1.41
5072	2005	2005	2205	0	200	2	95	1.40
5073	2005	2005	2207	0	202	2	95	1.40
5074	2003	2002	2205	1	203	3	95	1.41
5075	2005	2005	2207	0	202	2	95	1.41
5076	2005	2005	2207	0	202	2	95	1.40
5077	2005	2005	2207	0	202	2	95	1.40
5078	2007	2006	2209	1	203	3	95	1.40
5079	2003	2003	2205	0	202	2	95	1.40
5080	2004	2004	2206	0	202	2	95	1.40
5081	2005	2005	2207	0	202	2	95	1.40
5082	2007	2006	2209	1	203	3	95	1.40
5083	2005	2005	2207	0	202	2	95	1.40
5084	2005	2005	2205	0	200	2	95	1.40
5085	2001	2001	2201	0	200	2	95	1.41
5086	2007	2005	2208	2	203	3	95	1.40
5087	2005	2005	2207	0	202	2	95	1.40
5088	2005	2005	2207	0	202	2	95	1.40
5089	2004	2005	2205	-1	200	2	95	1.40
5090	2001	2001	2203	0	202	2	95	1.41
5091	2005	2005	2203	0	198	2	95	1.41
5092	2005	2005	2207	0	202	2	95	1.41
5093	2005	2005	2207	0	202	2	95	1.40
5094	2005	2005	2207	0	202	2	95	1.40
5095	2006	2004	2207	2	203	3	95	1.40
5096	2004	2004	2206	0	202	2	95	1.40
5097	2005	2004	2204	1	200	2	95	1.40
5098	2004	2005	2205	-1	200	2	95	1.40
5099	2006	2006	2207	0	201	3	95	1.40
5100	2005	2005	2203	0	198	2	95	1.40
5101	2001	2001	2201	0	200	2	95	1.40
5102	2006	2005	2205	1	200	2	95	1.40
