ITERNUM	METIME
1	64140
2	64142
3	64262
4	64137
5	64138
6	64138
7	64140
8	64140
9	64140
10	64147
11	64146
12	64142
13	64141
14	64139
15	64142
16	64137
17	64144
18	64139
19	64146
20	64140
21	64143
22	64143
23	64142
24	64146
25	64144
26	64145
27	64144
28	64143
29	64142
30	64138
31	64146
32	64144
33	64144
34	64143
35	64138
36	64144
37	64142
38	64142
39	64144
40	64145
41	64144
42	64143
43	64144
44	64143
45	64142
46	64144
47	64148
48	64141
49	64142
50	64137
51	64142
52	64139
53	64145
54	64145
55	64138
56	64144
57	64142
58	64136
59	64144
60	64142
61	64140
62	64145
63	64145
64	64137
65	64141
66	64145
67	64143
68	64701
69	64143
70	64145
71	64145
72	64135
73	64143
74	64143
75	64138
76	64145
77	64144
78	64146
79	64144
80	64136
81	64142
82	64141
83	64146
84	64142
85	64144
86	64145
87	64141
88	64140
89	64142
90	64143
91	64146
92	64144
93	64143
94	64141
95	64141
96	64141
97	64141
98	64143
99	64141
100	64143
101	64140
102	64143
103	64142
104	64141
105	64141
106	64142
107	64144
108	64143
109	64141
110	64142
111	64142
112	64141
113	64143
114	64145
115	64146
116	64140
117	64140
118	64140
119	64144
120	64141
121	64145
122	64144
123	64144
124	64143
125	64141
126	64142
127	64140
128	64145
129	64142
130	64145
131	64140
132	64137
133	64141
134	64141
135	64145
136	64143
137	64143
138	64143
139	64141
140	64141
141	64140
142	64141
143	64145
144	64143
145	64142
146	64141
147	64141
148	64144
149	64144
150	64138
151	64144
152	64138
153	64142
154	64143
155	64142
156	64144
157	64142
158	64144
159	64146
160	64144
161	64142
162	64144
163	64144
164	64145
165	64145
166	64145
167	64139
168	64138
169	64140
170	64142
171	64142
172	64145
173	64139
174	64144
175	64147
176	64143
177	64139
178	64142
179	64142
180	64941
181	64145
182	64141
183	64139
184	64143
185	64144
186	64143
187	64136
188	64139
189	64146
190	64145
191	64141
192	64137
193	64144
194	64143
195	64141
196	64143
197	64140
198	64138
199	64138
200	64138
201	64137
202	64137
203	64142
204	64145
205	64145
206	64145
207	64142
208	64145
209	64139
210	64140
211	64140
212	64142
213	64138
214	64138
215	64142
216	64144
217	64147
218	64147
219	64145
220	64145
221	64144
222	64137
223	64138
224	64139
225	64144
226	64143
227	64147
228	64142
229	64143
230	64140
231	64139
232	64139
233	64144
234	64145
235	64142
236	64139
237	64142
238	64137
239	64142
240	64147
241	64146
242	64146
243	64138
244	64144
245	64143
246	64137
247	64147
248	64142
249	64146
250	64143
251	64141
252	64138
253	64141
254	64143
255	64143
256	64145
257	64144
258	64140
259	64141
260	64142
261	64142
262	64142
263	64143
264	64142
265	64143
266	64144
267	64140
268	64141
269	64140
270	64142
271	64143
272	64141
273	64140
274	64140
275	64140
276	64146
277	64144
278	64143
279	64142
280	64142
281	64140
282	64141
283	64141
284	64144
285	64142
286	64140
287	64143
288	64143
289	64141
290	64143
291	64135
292	64706
293	64144
294	64136
295	64141
296	64143
297	64135
298	64142
299	64141
300	64144
301	64144
302	64145
303	64143
304	64143
305	64137
306	64142
307	64138
308	64147
309	64147
310	64143
311	64139
312	64143
313	64143
314	64139
315	64140
316	64141
317	64141
318	64144
319	64148
320	64144
321	64144
322	64146
323	64141
324	64144
325	64139
326	64144
327	64139
328	64142
329	64141
330	64140
331	64145
332	64140
333	64142
334	64144
335	64138
336	64139
337	64146
338	64144
339	64146
340	64143
341	64141
342	64140
343	64141
344	64142
345	64144
346	64142
347	64141
348	64142
349	64140
350	64140
351	64163
352	64145
353	64139
354	64137
355	64138
356	64137
357	64141
358	64143
359	64147
360	64145
361	64145
362	64138
363	64139
364	64137
365	64145
366	64145
367	64147
368	64145
369	64139
370	64139
371	64139
372	64145
373	64144
374	64145
375	64139
376	64139
377	64140
378	64142
379	64145
380	64142
381	64139
382	64139
383	64145
384	64142
385	64143
386	64137
387	64137
388	64142
389	64147
390	64147
391	64139
392	64137
393	64141
394	64143
395	64147
396	64146
397	64141
398	64141
399	64143
400	64144
401	64136
402	64143
403	64145
404	64143
405	64141
406	64144
407	64143
408	64137
409	64143
410	64144
411	64145
412	64138
413	64145
414	64144
415	64141
416	64136
417	64143
418	64147
419	64142
420	64143
421	64147
422	64262
423	64145
424	64137
425	64145
426	64147
427	64147
428	64141
429	64144
430	64145
431	64142
432	64139
433	64141
434	64145
435	64154
436	64143
437	64137
438	64142
439	64143
