ITERNUM	METIME
1	4005
2	4010
3	4012
4	4012
5	4010
6	4003
7	4010
8	4010
9	4012
10	4012
11	4005
12	4010
13	4010
14	4007
15	4012
16	4010
17	4012
18	4010
19	4004
20	4010
21	4010
22	4012
23	4012
24	4003
25	4010
26	4010
27	4010
28	4012
29	4005
30	4012
31	4010
32	4010
33	4010
34	4007
35	4012
36	4012
37	4007
38	4010
39	4009
40	4010
41	4012
42	4006
43	4010
44	4010
45	4010
46	4010
47	4005
48	4012
49	4010
50	4010
51	4010
52	4003
53	4012
54	4012
55	4012
56	4010
57	4004
58	4010
59	4012
60	4012
61	4012
62	4004
63	4010
64	4010
65	4010
66	4012
67	4007
68	4010
69	4010
70	4009
71	4010
72	4008
73	4012
74	4010
75	4007
76	4010
77	4006
78	4012
79	4012
80	4009
81	4010
82	4007
83	4010
84	4012
85	4009
86	4012
87	4008
88	4010
89	4010
90	4007
91	4012
92	4010
93	4010
94	4010
95	4006
96	4010
97	4009
98	4012
99	4010
100	4008
101	4010
102	4006
103	4012
104	4012
105	4010
106	4010
107	4010
108	4127
109	4012
110	4005
111	4012
112	4010
113	4005
114	4010
115	4010
116	4012
117	4012
118	4005
119	4010
120	4010
121	4003
122	4012
123	4012
124	4010
125	4010
126	4007
127	4010
128	4012
129	4005
130	4010
131	4010
132	4010
133	4010
134	4010
135	4012
136	4012
137	4003
138	4010
139	4010
140	4012
141	4012
142	4010
143	4010
144	4010
145	4003
146	4010
147	4012
148	4012
149	4010
150	4006
151	4010
152	4010
153	4006
154	4012
155	4010
156	4010
157	4010
158	4003
159	4012
160	4012
161	4009
162	4010
163	4010
164	4010
165	4012
166	4005
167	4012
168	4010
169	4010
170	4010
171	4008
172	4012
173	4012
174	4003
175	4010
176	4010
177	4010
178	4012
179	4005
180	4010
181	4010
182	4009
183	4010
184	4009
185	4012
186	4012
187	4004
188	4010
189	4010
190	4010
191	4012
192	4005
193	4010
194	4010
195	4010
196	4010
197	4008
198	4012
199	4010
200	4005
201	4010
202	4010
203	4012
204	4012
205	4005
206	4010
207	4010
208	4010
209	4012
210	4005
211	4012
212	4010
213	4009
214	4010
215	4007
216	4012
217	4012
218	4005
219	4010
220	4010
221	4010
222	4012
223	4005
224	4010
225	4010
226	4010
227	4010
228	4006
229	4012
230	4012
231	4003
232	4010
233	4010
234	4012
235	4012
236	4012
237	4010
238	4010
239	4003
240	4010
241	4012
242	4007
243	4010
244	4010
245	4010
246	4010
247	4008
248	4012
249	4010
250	4003
251	4010
252	4010
253	4012
254	4012
255	4012
256	4010
257	4010
258	4003
259	4012
260	4012
261	4008
262	4010
263	4010
264	4010
265	4010
266	4005
267	4012
268	4010
269	4004
270	4010
271	4010
272	4012
273	4012
274	4005
275	4010
276	4010
277	4003
278	4012
279	4012
280	4012
281	4010
282	4005
283	4010
284	4012
285	4005
286	4012
287	4010
288	4010
289	4010
290	4005
291	4012
292	4012
293	4004
294	4010
295	4010
296	4010
297	4012
298	4005
299	4010
300	4010
301	4007
302	4010
303	4012
304	4012
305	4012
306	4003
307	4010
308	4010
309	4012
310	4012
311	4011
312	4010
313	4010
314	4004
315	4010
316	4012
317	4012
318	4010
319	4005
320	4010
321	4010
322	4008
323	4012
324	4010
325	4010
326	4010
327	4003
328	4012
329	4012
330	4012
331	4010
332	4006
333	4010
334	4012
335	4007
336	4012
337	4010
338	4010
339	4010
340	4003
341	4012
342	4012
343	4010
344	4010
345	4005
346	4010
347	4012
348	4007
349	4010
350	4011
351	4010
352	4010
353	4010
354	4012
355	4012
356	4003
357	4010
358	4010
359	4005
360	4012
361	4012
362	4010
363	4010
364	4010
365	4010
366	4012
367	4006
368	4010
369	4010
370	4003
371	4010
372	4012
373	4011
374	4010
375	4010
376	4010
377	4010
378	4006
379	4012
380	4012
381	4003
382	4010
383	4010
384	4010
385	4012
386	4012
387	4010
388	4010
389	4003
390	4010
391	4012
392	4007
393	4012
394	4010
395	4010
396	4010
397	4008
398	4012
399	4012
400	4003
401	4010
402	4010
403	4010
404	4012
405	4012
406	4010
407	4010
408	4003
409	4010
410	4012
411	4009
412	4012
413	4010
414	4010
415	4010
416	4005
417	4012
418	4012
419	4005
420	4010
421	4010
422	4010
423	4012
424	4005
425	4010
426	4010
427	4004
428	4010
429	4012
430	4012
431	4010
432	4004
433	4010
434	4010
435	4007
436	4012
437	4012
438	4010
439	4010
440	4003
441	4012
442	4012
443	4008
444	4010
445	4010
446	4010
447	4010
448	4005
449	4012
450	4010
451	4008
452	4010
453	4010
454	4012
455	4012
456	4005
457	4010
458	4010
459	4010
460	4012
461	4009
462	4012
463	4010
464	4004
465	4010
466	4010
467	4012
468	4012
469	4003
470	4010
471	4010
472	4007
473	4012
474	4012
475	4010
476	4010
477	4003
478	4010
479	4012
480	4012
481	4012
482	4005
483	4011
484	4010
485	4008
486	4012
487	4012
488	4010
489	4010
490	4003
491	4010
492	4012
493	4012
494	4010
495	4004
496	4010
497	4010
498	4009
499	4012
500	4010
501	4010
502	4010
503	4003
504	4012
505	4012
506	4012
507	4010
508	4003
509	4010
510	4010
511	4012
512	4012
513	4005
514	4010
515	4010
516	4006
517	4012
518	4012
519	4010
520	4010
521	4004
522	4010
523	4012
524	4012
525	4012
526	4004
527	4010
528	4010
529	4012
530	4012
531	4005
532	4010
533	4010
534	4009
535	4010
536	4008
537	4012
538	4010
539	4006
540	4010
541	4009
542	4012
543	4012
544	4003
545	4010
546	4010
547	4010
548	4012
549	4005
550	4012
551	4010
552	4010
553	4010
554	4003
555	4012
556	4014
557	4011
558	4010
559	4003
560	4010
561	4012
562	4012
563	4010
564	4003
565	4010
566	4010
567	4012
568	4012
569	4005
570	4010
571	4010
572	4010
