ITERNUM	METIME
1	32066
2	32067
3	32066
4	32066
5	32068
6	32073
7	32072
8	32074
9	32072
10	32075
11	32073
12	32070
13	32066
14	32066
15	32067
16	32066
17	32068
18	32066
19	32073
20	32074
21	32072
22	32078
23	32072
24	32067
25	32067
26	32067
27	32066
28	32075
29	32073
30	32075
31	32069
32	32069
33	32066
34	32069
35	32072
36	32072
37	32073
38	32067
39	32068
40	32067
41	32070
42	32072
43	32073
44	32073
45	32072
46	32072
47	32066
48	32066
49	32066
50	32069
51	32066
52	32075
53	32074
54	32072
55	32073
56	32066
57	32067
58	32074
59	32069
60	32068
61	32070
62	32069
63	32073
64	32067
65	32068
66	32071
67	32067
68	32073
69	32068
70	32070
71	32074
72	32069
73	32074
74	32068
75	32068
76	32069
77	32068
78	32073
79	32071
80	32069
81	32071
82	32069
83	32069
84	32068
85	32073
86	32068
87	32074
88	32069
89	32069
90	32072
91	32069
92	32070
93	32068
94	32071
95	32068
96	32073
97	32069
98	32074
99	32068
100	32073
101	32069
102	32073
103	32071
104	32074
105	32068
106	32069
107	32068
108	32071
109	32068
110	32070
111	32068
112	32070
113	32068
114	32070
115	32068
116	32068
117	32069
118	32068
119	32074
120	32069
121	32070
122	32072
123	32070
124	32069
125	32068
126	32068
127	32075
128	32069
129	32069
130	32068
131	32068
132	32076
133	32068
134	32072
135	32067
136	32071
137	32071
138	32069
139	32068
140	32069
141	32076
142	32068
143	32070
144	32070
145	32070
146	32068
147	32069
148	32068
149	32068
150	32068
151	32069
152	32070
153	32069
154	32071
155	32068
156	32069
157	32068
158	32068
159	32074
160	32069
161	32069
162	32073
163	32071
164	32068
165	32070
166	32068
167	32074
168	32067
169	32068
170	32069
171	32068
172	32075
173	32068
174	32076
175	32068
176	32068
177	32068
178	32068
179	32073
180	32069
181	32073
182	32069
183	32071
184	32068
185	32074
186	32073
187	32073
188	32073
189	32072
190	32073
191	32072
192	32074
193	32072
194	32071
195	32068
196	32066
197	32066
198	32068
199	32068
200	32070
201	32072
202	32072
203	32074
204	32072
205	32075
206	32073
207	32073
208	32073
209	32068
210	32067
211	32066
212	32066
213	32067
214	32068
215	32074
216	32065
217	32072
218	32071
219	32064
220	32072
221	32072
222	32064
223	32074
224	32071
225	32067
226	32072
227	32072
228	32071
229	32064
230	32072
231	32072
232	32063
233	32071
234	32074
235	32064
236	32073
237	32070
238	32069
239	32071
240	32068
241	32065
242	32071
243	32072
244	32064
245	32079
246	32073
247	32074
248	32065
249	32073
250	32072
251	32073
252	32065
253	32066
254	32069
255	32073
256	32074
257	32073
258	32069
259	32065
260	32065
261	32069
262	32072
263	32072
264	32072
265	32073
266	32066
267	32067
268	32066
269	32070
270	32073
271	32072
272	32072
273	32072
274	32072
275	32072
276	32070
277	32065
278	32068
279	32067
280	32068
281	32072
282	32073
283	32072
284	32073
285	32073
286	32068
287	32068
288	32066
289	32068
290	32066
291	32072
292	32072
293	32074
294	32072
295	32066
296	32066
297	32067
298	32072
299	32072
300	32074
301	32067
302	32066
303	32068
304	32068
305	32073
306	32072
307	32068
308	32066
309	32068
310	32072
311	32069
312	32073
313	32070
314	32068
315	32069
316	32068
317	32076
318	32071
319	32071
320	32071
321	32068
322	32068
323	32068
324	32073
325	32068
326	32071
327	32069
328	32068
329	32071
330	32069
331	32071
332	32068
333	32069
334	32068
335	32068
336	32069
337	32068
338	32076
339	32069
340	32070
341	32069
342	32071
343	32069
344	32070
345	32070
346	32070
347	32068
348	32069
349	32074
350	32070
351	32070
352	32069
353	32068
354	32069
355	32070
356	32069
357	32069
358	32068
359	32069
360	32073
361	32069
362	32070
363	32068
364	32075
365	32070
366	32069
367	32068
368	32074
369	32070
370	32069
371	32071
372	32069
373	32071
374	32070
375	32070
376	32065
377	32100
378	32070
379	32070
380	32068
381	32069
382	32072
383	32069
384	32072
385	32064
386	32070
387	32071
388	32070
389	32069
390	32070
391	32068
392	32069
393	32072
394	32069
395	32070
396	32069
397	32070
398	32070
399	32068
400	32070
401	32072
402	32072
403	32069
404	32071
405	32070
406	32071
407	32069
408	32071
409	32065
410	32070
411	32072
412	32070
413	32072
414	32065
415	32072
416	32070
417	32068
418	32070
419	32070
420	32071
421	32071
422	32071
423	32068
424	32071
425	32069
426	32069
427	32069
428	32069
429	32066
430	32069
431	32070
432	32069
433	32071
434	32069
435	32071
436	32069
437	32069
438	32069
439	32070
440	32070
441	32070
442	32070
443	32069
444	32072
445	32070
446	32071
447	32070
448	32069
449	32070
450	32069
451	32069
452	32070
453	32071
454	32070
455	32072
456	32070
457	32069
458	32069
459	32069
460	32070
461	32069
462	32070
463	32069
464	32072
465	32070
466	32073
467	32069
468	32070
469	32070
470	32069
471	32070
472	32069
473	32069
474	32070
475	32071
476	32070
477	32071
478	32069
479	32069
480	32069
481	32072
482	32069
483	32070
484	32070
485	32069
486	32075
487	32068
488	32069
489	32066
490	32073
491	32068
492	32067
493	32074
494	32067
495	32070
496	32073
497	32070
498	32067
499	32073
500	32067
501	32067
502	32073
503	32073
504	32067
505	32073
506	32071
507	32067
508	32071
509	32067
510	32073
511	32067
512	32068
513	32068
514	32068
515	32076
516	32067
517	32074
518	32073
519	32074
520	32073
521	32067
522	32067
523	32066
524	32073
525	32072
526	32073
527	32066
528	32069
529	32071
530	32073
531	32066
532	32067
533	32065
534	32065
535	32066
536	32068
537	32069
538	32067
539	32068
540	32066
541	32123
542	32066
543	32065
544	32066
545	32067
546	32066
547	32067
548	32074
549	32072
550	32068
551	32065
552	32065
553	32065
554	32071
555	32073
556	32072
557	32072
558	32073
559	32075
560	32073
561	32074
562	32073
563	32072
564	32073
565	32073
566	32072
567	32069
568	32070
569	32067
570	32069
571	32066
572	32069
573	32071
574	32073
575	32072
576	32071
577	32066
578	32066
