"ITERNUM"	"METIME1"	"METIME2"
1	513135	513125
2	513135	513130
3	513127	513135
4	513129	513129
5	513148	513132
6	513140	513142
7	513131	513132
8	513130	513134
9	513141	513137
10	513137	513931
11	513139	513132
12	513129	513131
13	513140	513131
14	513137	513258
15	513135	513139
16	513128	513139
17	513135	513135
18	513135	513129
19	513136	513126
20	513144	513139
21	513135	513140
22	513134	513128
23	513140	513134
24	513129	513699
25	513134	513130
26	513137	513131
27	513140	513136
28	513133	513251
29	513134	513131
30	513130	513139
31	513149	513130
32	513131	513136
33	513130	513127
34	513144	513137
35	513139	513137
36	513136	513131
37	513134	513136
38	513139	513947
39	513133	513130
40	513138	513131
41	513139	513129
42	513134	513258
43	513141	513139
44	513142	513175
45	513130	513129
46	513143	513132
47	513133	513137
48	513141	513135
49	513134	513134
50	513134	513137
51	513134	513131
52	513135	513692
53	513143	513135
54	513129	513130
55	513139	513187
56	513140	513374
57	513135	513141
58	513139	513134
59	513134	513133
60	513135	513139
61	513132	513127
62	513132	513136
63	513133	513130
64	513137	513138
65	513137	513143
66	513136	513941
67	513135	513127
68	513133	513130
69	513145	513129
70	513135	513123
71	513261	513138
72	513142	513139
73	513135	513137
74	513124	513135
75	513130	513129
76	513143	513125
77	513134	513135
78	513131	513131
79	513142	513138
80	513136	544891
81	513137	513126
82	513144	513130
83	513143	513129
84	513129	513130
85	513256	513139
86	513137	513148
87	513136	513136
88	513138	513132
89	513139	513131
90	513142	513139
91	513140	513130
92	513132	513132
93	513140	513137
94	513135	513725
95	513137	513136
96	513132	513132
97	513136	513139
98	513133	513134
99	513255	513136
100	513135	513131
101	513142	513130
102	513134	513136
103	513134	513134
104	513136	513133
105	513136	513129
106	513132	513132
107	513132	513136
108	513137	513940
109	513137	513136
110	513134	513126
111	513132	513140
112	513141	513137
113	513251	513131
114	513143	513128
115	513139	513133
116	513135	513129
117	513135	513127
118	513145	513131
119	513141	513129
120	513140	513136
121	513134	513128
122	513136	513136
123	513137	513139
124	513138	513712
125	513135	513129
126	513133	513134
127	513263	513134
128	513162	513130
129	513139	513129
130	513135	513133
131	513138	513131
132	513140	513134
133	513141	513133
134	513137	513134
135	513137	513135
136	513138	513134
137	513138	513133
138	513137	513924
139	513140	513197
140	513138	513131
141	513381	513125
142	513136	513139
143	513134	513134
144	513140	513134
145	513135	513144
146	513138	513141
147	513130	513129
148	513139	513138
149	513137	513136
150	513138	513129
151	513133	513130
152	513136	542902
153	513136	513136
154	513133	513134
155	513268	513132
156	513137	513140
157	513138	513132
158	513140	513132
159	513132	513137
160	513143	513136
161	513140	513131
162	513139	513137
163	513139	513136
164	513146	513133
165	513130	513149
166	513136	513743
167	513135	513134
168	513143	513138
169	513257	513129
170	513133	513142
171	513140	513132
172	513136	513129
173	513138	513128
174	513133	513147
175	513141	513141
176	513132	513131
177	513139	513135
178	513149	513137
179	513137	513134
180	513130	513926
181	513142	513132
182	513144	513130
183	513259	513130
184	513137	513131
185	513145	513132
186	513137	513138
187	513135	513131
188	513140	513136
189	513137	513137
190	513141	513138
191	513142	513129
192	513143	513136
193	513133	513134
194	513140	513742
195	513138	513139
196	513142	513138
197	513266	513132
198	513134	513135
199	513136	513129
200	513134	513133
201	513133	513135
