"ITERNUM"	"METIME1"	"METIME2"
570	4009	4010
571	4011	4010
572	4004	4010
573	4009	4012
574	4009	4005
575	4009	4012
576	4009	4010
577	4004	4010
578	4011	4010
579	4011	4004
580	4009	4012
581	4009	4012
582	4002	4010
583	4011	4010
584	4011	4004
585	4011	4010
586	4009	4012
587	4003	4012
588	4009	4010
589	4009	4004
590	4011	4011
591	4011	4010
592	4002	4012
593	4009	4012
594	4009	4012
595	4002	4010
596	4011	4010
597	4011	4006
598	4009	4010
599	4009	4012
600	4009	4005
601	4009	4010
602	4011	4010
603	4010	4004
604	4011	4010
605	4009	4012
606	4002	4012
607	4009	4010
608	4009	4010
609	4004	4010
610	4011	4010
611	4009	4008
612	4007	4012
613	4009	4012
614	4009	4002
615	4011	4010
616	4011	4010
617	4007	4007
618	4009	4012
619	4009	4012
620	4002	4010
621	4011	4010
622	4011	4010
623	4004	4010
624	4009	4012
625	4009	4005
626	4009	4010
627	4011	4010
628	4011	4003
629	4011	4010
630	4009	4012
631	4003	4011
632	4009	4010
633	4009	4010
634	4004	4010
635	4011	4010
636	4010	4007
637	4008	4014
638	4009	4012
639	4009	4003
640	4011	4010
641	4012	4010
642	4002	4011
643	4009	4012
644	4009	4012
645	4002	4010
646	4011	4010
647	4013	4003
648	4011	4010
649	4009	4012
650	4009	4005
651	4009	4010
652	4011	4010
653	4004	4010
654	4011	4010
655	4009	4012
656	4004	4012
657	4009	4012
658	4009	4003
659	4011	4010
660	4011	4010
661	4006	4008
662	4009	4012
663	4009	4012
664	4002	4010
665	4011	4010
666	4011	4006
667	4010	4010
668	4009	4012
669	4009	4005
670	4009	4010
671	4011	4010
672	4004	4010
673	4011	4010
674	4009	4011
675	4005	4012
676	4009	4010
677	4009	4003
678	4011	4010
679	4011	4010
680	4003	4010
681	4009	4012
682	4009	4012
683	4003	4010
684	4011	4010
685	4011	4003
686	4009	4012
687	4009	4012
688	4005	4009
689	4009	4010
690	4011	4010
691	4004	4010
692	4011	4010
693	4009	4005
694	4009	4012
695	4009	4010
696	4007	4007
697	4011	4010
698	4011	4010
699	4002	4012
700	4009	4012
701	4009	4003
702	4009	4010
703	4011	4010
704	4006	4008
705	4009	4012
706	4009	4012
707	4002	4012
708	4009	4010
709	4011	4003
710	4011	4010
711	4009	4012
712	4003	4011
713	4009	4012
714	4009	4010
715	4005	4010
716	4011	4010
717	4011	4003
718	4009	4012
719	4009	4012
720	4002	4010
721	4011	4010
722	4011	4008
723	4008	4010
724	4009	4012
725	4009	4005
726	4009	4010
727	4009	4010
728	4004	4010
729	4011	4010
730	4009	4006
731	4009	4012
732	4009	4012
733	4006	4006
734	4011	4010
735	4011	4010
736	4002	4012
737	4009	4012
738	4009	4005
739	4009	4010
740	4011	4010
741	4004	4010
742	4011	4010
743	4009	4009
744	4006	4012
745	4009	4010
746	4008	4004
747	4011	4010
748	4011	4010
749	4002	4012
750	4009	4012
751	4009	4005
752	4009	4010
753	4011	4010
754	4004	4010
755	4009	4012
756	4009	4009
757	4007	4012
758	4009	4010
759	4010	4005
760	4011	4010
761	4011	4010
762	4002	4012
763	4009	4012
764	4009	4003
765	4011	4010
766	4011	4010
767	4004	4010
768	4009	4012
769	4009	4007
770	4009	4012
771	4009	4010
772	4008	4006
773	4011	4010
774	4009	4012
775	4004	4012
776	4009	4012
777	4009	4003
778	4011	4011
779	4011	4010
780	4004	4010
781	4009	4012
782	4009	4005
783	4009	4010
784	4011	4010
785	4004	4010
786	4011	4010
787	4009	4007
788	4009	4012
789	4009	4010
790	4005	4007
791	4011	4010
792	4011	4009
793	4004	4012
794	4009	4012
795	4009	4005
796	4009	4010
797	4011	4010
798	4004	4010
799	4009	4012
800	4009	4006
801	4009	4012
802	4009	4010
803	4004	4010
804	4011	4011
805	4011	4003
806	4009	4012
807	4009	4012
808	4002	4010
809	4011	4010
810	4011	4004
811	4011	4010
812	4009	4012
813	4004	4010
814	4009	4012
815	4009	4007
816	4009	4010
817	4011	4010
818	4006	4008
819	4009	4012
820	4009	4011
821	4005	4010
822	4011	4010
823	4010	4004
824	4011	4010
825	4009	4012
826	4003	4012
827	4009	4010
828	4011	4004
829	4011	4010
830	4011	4010
831	4002	4012
832	4009	4012
833	4009	4003
834	4009	4010
835	4011	4010
836	4004	4010
837	4009	4012
838	4009	4005
839	4009	4012
840	4009	4010
841	4005	4010
842	4011	4010
843	4009	4005
844	4009	4012
845	4009	4012
846	4002	4010
847	4011	4010
848	4011	4004
849	4011	4010
850	4009	4012
851	4002	4012
852	4009	4010
853	4011	4003
854	4011	4010
855	4011	4010
856	4002	4012
857	4009	4012
858	4009	4003
859	4009	4010
860	4011	4010
861	4005	4010
862	4009	4012
863	4009	4005
864	4009	4012
865	4009	4010
866	4004	4010
867	4011	4010
868	4009	4005
869	4009	4012
870	4009	4012
871	4002	4010
872	4011	4010
873	4011	4003
874	4011	4010
875	4009	4012
876	4002	4012
877	4009	4010
878	4011	4004
879	4011	4010
880	4011	4010
881	4003	4012
882	4009	4012
883	4009	4003
884	4009	4010
885	4011	4010
886	4004	4010
887	4009	4012
888	4009	4006
889	4009	4012
890	4009	4010
891	4004	4010
892	4011	4010
893	4011	4003
894	4009	4012
895	4009	4012
896	4003	4010
897	4011	4010
898	4010	4004
899	4011	4010
900	4009	4010
901	4006	4012
902	4009	4010
903	4006	4007
904	4011	4010
905	4011	4007
906	4007	4012
907	4009	4012
908	4003	4011
909	4009	4010
910	4011	4004
911	4011	4011
912	4009	4012
913	4002	4012
914	4009	4012
915	4009	4004
916	4011	4010
917	4011	4010
918	4004	4010
919	4009	4012
920	4009	4006
921	4009	4010
922	4011	4010
923	4005	4010
924	4011	4010
925	4009	4005
926	4009	4012
927	4009	4011
928	4005	4010
929	4011	4010
930	4008	4006
931	4009	4012
932	4009	4008
933	4008	4012
934	4009	4010
935	4004	4010
936	4011	4010
937	4011	4003
938	4009	4012
939	4009	4012
940	4003	4010
941	4011	4010
942	4011	4004
943	4011	4010
944	4009	4012
945	4002	4012
946	4009	4010
947	4009	4004
948	4011	4010
949	4011	4009
950	4005	4012
951	4009	4012
952	4005	4009
953	4009	4010
954	4011	4005
955	4011	4010
956	4009	4012
957	4002	4012
958	4009	4012
959	4009	4010
960	4003	4010
961	4011	4010
962	4011	4010
963	4001	4012
964	4009	4012
965	4009	4010
966	4003	4010
967	4011	4010
968	4011	4010
969	4001	4012
970	4009	4012
971	4009	4012
972	4003	4008
973	4011	4010
974	4011	4010
975	4007	4006
976	4009	4012
977	4009	4012
978	4006	4005
979	4011	4010
980	4011	4010
981	4009	4004
982	4009	4012
983	4009	4012
984	4008	4003
985	4009	4010
986	4011	4010
987	4011	4002
988	4009	4012
989	4009	4012
990	4009	4004
991	4220	4347
992	4011	4010
993	4009	4004
994	4011	4010
995	4009	4012
996	4008	4005
997	4009	4010
998	4009	4010
999	4010	4003
1000	4011	4010
