ITERNUM	METIME
1	256570
2	256571
3	256573
4	256567
5	257135
6	256568
7	256576
8	256570
9	256575
10	256575
11	256572
12	256571
13	256814
14	256576
15	256568
16	256567
17	256574
18	256565
19	256581
20	256575
21	256571
22	256573
23	256572
24	256574
25	256575
26	256576
27	256573
28	256569
29	256572
30	256571
31	256579
32	256565
33	257365
34	256567
35	256574
36	256572
37	256575
38	256579
39	256575
40	256570
41	256704
42	256566
43	256564
44	256568
45	256570
46	256581
47	256572
48	256575
49	256575
50	256570
51	256573
52	256570
53	256577
54	256575
55	256573
56	256575
57	256567
58	256566
59	256572
60	256572
61	257133
62	256572
63	256569
64	256569
65	256571
66	256580
67	256570
68	256564
69	256691
70	256570
71	256569
72	256577
73	256574
74	256574
75	256568
76	256576
77	256577
78	256576
79	256575
80	256572
81	256570
82	256576
83	256573
84	256579
85	256573
86	256565
87	256569
88	256571
89	256571
90	256576
91	256574
92	256582
93	256567
94	256572
95	256571
96	256565
97	256691
98	256576
99	256568
100	256565
101	256573
102	256566
103	256576
104	256570
105	256568
106	256571
107	256575
108	256571
109	256575
110	256577
111	256568
112	256570
113	256572
114	256569
115	256574
116	256568
117	256572
118	256574
119	256579
120	256565
121	256567
122	256576
123	256565
124	256576
125	256687
126	256571
127	256574
128	256575
129	256577
130	256572
131	256575
132	256575
133	256570
134	256575
135	256577
136	256575
137	256569
138	256571
139	256564
140	256575
141	256575
142	256571
143	256575
144	256571
145	257377
146	256578
147	256573
148	256577
149	256573
150	256582
151	256570
152	256567
153	256696
154	256566
155	256569
156	256573
157	256611
158	256572
159	256567
160	256566
161	256568
162	256576
163	256569
164	256574
165	256563
166	256571
167	256566
168	256570
169	256578
170	256571
171	256573
172	256577
173	257137
174	256567
175	256574
176	256575
177	256566
178	256576
179	256565
180	256565
181	256809
182	256566
183	256574
184	256576
185	256580
186	256571
187	256571
188	256565
189	256574
190	256572
191	256569
192	256575
193	256570
194	256568
195	256573
196	256565
197	256566
198	256569
199	256576
200	256576
201	257376
202	256566
203	256568
204	256575
205	256573
206	256571
207	256577
208	256565
209	256695
210	256575
211	256571
212	256570
213	256578
214	256573
215	256572
216	256566
217	256570
218	256571
219	256571
220	256568
221	256572
222	256563
223	256565
224	256570
225	256570
226	256571
227	256579
228	256569
229	257128
230	256572
231	256569
232	256576
233	256564
234	256574
235	256570
236	256567
237	256571
238	256566
239	256571
240	256576
241	256582
242	256569
243	256577
244	256566
245	256564
246	256571
247	256571
248	256570
249	256568
250	256575
251	256575
252	256564
253	256567
254	256564
255	256575
256	256572
257	257377
258	256573
259	256570
260	256571
261	256571
262	256575
263	256573
264	256569
265	256569
266	256573
267	256573
268	256565
269	256575
270	256578
271	256566
272	256572
273	256573
274	256565
275	256565
276	256565
277	256568
278	256573
279	256573
280	256570
281	256573
282	256569
283	256570
284	256565
285	257132
286	256573
287	256567
288	256569
289	256576
290	256567
291	256577
292	256565
293	256568
294	256566
295	256569
296	256568
297	256571
298	256571
299	256578
300	256579
301	256572
302	256568
303	256571
304	256563
305	256575
306	256580
307	256579
308	256569
309	256571
310	256573
311	256569
312	256570
313	257376
314	256578
315	256568
316	256572
317	256572
318	256572
319	256570
320	256570
321	256567
322	256573
323	256572
324	256565
325	256575
326	256567
327	256567
328	256578
329	256570
330	256569
331	256575
332	256571
333	256571
334	256576
335	256569
336	256575
337	256571
338	256570
339	256567
340	256573
341	257136
342	256572
343	256566
344	256570
345	256577
346	256569
347	256622
348	256572
349	256575
350	256567
351	256571
352	256572
353	256573
354	256569
355	256565
356	256569
357	256571
358	256569
359	256577
360	256578
361	256570
362	256570
363	256570
364	256566
365	256573
366	256571
367	256575
368	256573
369	257386
370	256575
371	256571
372	256571
373	256571
374	256577
375	256567
376	256569
377	256568
378	256575
379	256577
380	256574
381	256565
382	256571
383	256565
384	256565
385	256574
386	256571
387	256569
388	256566
389	256579
390	256564
391	256566
392	256565
393	256568
394	256579
395	256564
396	256567
397	257138
398	256564
399	256568
400	256567
401	256570
402	256574
403	256569
404	256568
405	256567
406	256573
407	256566
408	256570
409	256572
410	256570
411	256569
412	256570
413	256570
414	256571
415	256564
416	256574
417	256576
418	256572
419	256570
420	256567
421	256566
422	256573
423	256572
424	256567
425	257366
426	256570
427	256574
428	256566
429	256568
430	256574
431	256570
432	256571
433	256571
434	256569
435	256566
436	256575
437	256570
438	256570
439	256573
440	256574
441	256567
442	256565
443	256569
444	256575
445	256573
446	256574
447	256569
448	256571
449	256572
450	256572
451	256569
452	256572
453	256574
454	256565
455	256566
456	256565
457	256565
458	256566
459	256567
460	256570
461	256572
462	256575
463	256578
464	256577
465	256570
466	256569
467	256576
468	256570
469	256570
470	256564
471	256576
472	256565
473	256572
474	256569
475	256568
476	256571
477	256570
478	256567
479	256572
480	256572
481	256574
482	256571
483	256569
484	256567
485	256576
486	256573
487	256572
488	256568
489	256568
490	256573
491	256568
492	256566
493	256576
494	256568
495	256567
496	256574
497	256568
498	256566
499	256573
500	256567
501	256571
502	256565
503	256575
504	256566
505	256574
506	256562
507	256564
508	256573
509	256574
510	256573
511	256581
512	256575
513	256567
514	256565
515	256620
516	256570
517	256571
518	256576
519	256577
520	256571
521	256571
522	256570
523	256564
524	256571
525	256571
526	256570
527	256578
528	256565
529	256564
530	256573
531	256564
532	256567
533	256566
534	256577
535	256577
536	256573
537	256570
538	256577
539	256577
540	256565
541	256567
542	256566
543	256567
544	256575
545	256580
546	256570
547	256566
548	256567
549	256569
550	256581
551	256572
552	256575
553	256577
554	256572
555	256570
556	256573
557	256569
558	256569
559	256569
560	256571
561	256576
562	256578
563	256563
564	256573
565	256570
566	256567
567	256567
568	256578
569	256571
570	256568
571	256580
572	256565
573	256574
574	256576
575	256567
576	256568
577	256567
578	256572
579	256576
580	256566
581	256567
582	256566
583	256576
584	256573
585	256572
586	256575
587	256573
588	256567
589	256575
590	256571
591	256572
592	256572
593	256569
594	256569
595	256570
596	256564
597	256574
598	256571
599	256564
600	256574
601	256570
602	256692
603	256570
604	256566
605	256571
606	256570
607	256578
608	256572
609	256570
610	256573
611	256567
612	256566
613	256566
614	256565
615	256572
616	256572
617	256569
618	256576
619	256572
620	256567
621	256565
622	256569
623	256570
624	256564
625	256572
626	256570
627	256570
628	256573
629	256565
630	256691
631	256570
632	256562
633	256573
634	256568
635	256570
636	256571
637	256565
638	256570
639	256572
640	256570
641	256577
642	256570
643	256569
644	256568
645	256576
646	256567
647	256573
648	256573
649	256573
650	256574
651	256567
652	256568
653	256575
654	256565
655	256572
656	256567
657	256566
658	256691
659	256567
660	256567
661	256601
662	256573
663	256577
664	256577
665	256566
666	256571
667	256577
668	256569
669	256573
670	256570
671	256576
672	256576
673	256568
674	256567
675	256568
676	256571
677	256570
678	256570
679	256567
680	256570
681	256569
682	256564
683	256571
684	256573
685	256572
686	256807
687	256568
688	256564
689	256561
690	256575
691	256568
692	256577
693	256565
694	256570
695	256577
696	256572
697	256573
698	256575
699	256571
700	256567
701	256567
702	256568
703	256573
704	256574
705	256573
706	256565
707	256573
708	256569
709	256565
710	256574
711	256571
712	256571
713	256566
714	256702
715	256576
716	256575
717	256568
718	256574
719	256570
720	256572
721	256567
722	256572
723	256562
724	256572
725	256574
726	256565
727	256566
728	256570
729	256573
730	256578
731	256563
732	256573
733	256571
734	256568
735	256577
736	256575
737	256573
738	256568
739	256573
740	256570
741	256577
742	256698
743	256573
744	256571
745	256569
746	256570
747	256565
748	256575
749	256576
750	256563
751	256571
752	256577
753	256578
754	256565
755	256573
756	256570
757	256572
758	256566
759	256571
760	256574
761	256571
762	256566
763	256570
764	256567
765	256566
766	256567
767	256576
768	256567
769	256570
770	256689
771	256568
772	256574
773	256569
774	256570
775	256568
776	256573
777	256564
778	256572
779	256570
780	256568
781	256572
782	256575
783	256566
784	256578
785	256572
786	256564
787	256568
788	256577
789	256569
790	256568
791	256569
792	256574
793	256579
