ITERNUM	METIME
1	1026264
2	1026265
3	1026258
4	1026264
5	1026513
6	1026269
7	1026265
8	1026274
9	1026267
10	1026269
11	1026272
12	1026396
13	1026266
14	1026266
15	1026276
16	1026261
17	1026265
18	1026267
19	1026396
20	1026264
21	1026261
22	1026274
23	1026259
24	1026258
25	1026255
26	1026397
27	1026272
28	1026276
29	1026276
30	1026266
31	1026262
32	1026278
33	1026391
34	1026267
35	1026262
36	1026268
37	1026269
38	1026261
39	1026274
40	1026380
41	1026305
42	1026264
43	1026278
44	1026264
45	1026265
46	1026267
47	1026504
48	1026278
49	1026268
50	1026284
51	1026267
52	1026265
53	1026258
54	1026398
55	1026278
56	1026286
57	1026268
58	1026281
59	1026266
60	1026264
61	1026393
62	1026268
63	1026265
64	1026265
65	1026278
66	1026271
67	1026264
68	1026386
69	1026276
70	1026266
71	1026270
72	1026262
73	1026257
74	1026269
75	1026386
76	1026273
77	1026263
78	1026270
79	1026269
80	1026262
81	1026263
82	1026254
83	1026307
84	1026270
85	1026273
86	1026266
87	1026268
88	1026265
89	1026393
90	1026261
91	1026269
92	1026277
93	1026267
94	1026270
95	1026271
96	1026272
97	1026264
98	1026263
99	1026266
100	1026262
101	1026266
102	1026281
103	1026267
104	1026261
105	1026268
106	1026274
107	1026262
108	1026269
109	1026270
110	1026264
111	1026253
112	1026266
113	1026276
114	1026266
115	1026269
116	1026272
117	1026260
118	1026263
119	1026269
120	1026285
121	1026272
122	1026270
123	1026263
124	1026260
125	1026268
126	1026263
127	1026274
128	1026261
129	1026272
130	1026266
131	1026274
132	1026265
133	1026261
134	1026262
135	1026266
136	1026265
137	1026269
138	1026274
139	1026265
140	1026263
141	1026272
142	1026262
143	1026264
144	1026266
145	1026264
146	1026271
147	1026276
148	1026276
149	1026270
150	1026266
151	1026268
152	1026271
153	1026259
154	1026277
155	1026270
156	1026269
157	1026267
158	1026262
159	1026268
160	1026265
161	1026267
162	1026275
163	1026265
164	1026268
165	1026846
166	1026269
167	1026301
168	1026265
169	1026273
170	1026266
171	1026272
172	1027056
173	1026328
174	1026260
175	1026269
176	1026267
177	1026268
178	1026262
179	1055953
180	1026260
181	1026255
182	1026263
183	1026273
184	1026266
185	1026274
186	1026881
187	1026261
188	1026262
189	1026264
190	1026267
191	1026269
192	1026266
193	1027060
194	1026265
195	1026267
196	1026263
197	1026272
198	1026259
199	1026269
200	1026882
201	1026261
202	1026262
203	1026257
204	1026271
205	1026257
206	1026280
207	1027052
208	1026263
209	1026301
210	1026269
211	1026268
212	1026266
213	1026276
214	1026869
215	1026329
216	1026266
217	1026263
218	1026269
219	1026269
220	1026266
221	1027045
222	1026258
223	1026268
224	1026265
225	1026270
226	1026273
227	1026271
228	1026874
229	1026257
230	1026269
231	1026262
232	1026262
233	1026262
234	1026275
235	1027058
236	1026276
237	1026272
238	1026264
239	1026264
240	1026262
241	1026268
242	1026883
243	1026261
244	1026273
245	1026261
246	1026265
247	1026261
248	1026278
249	1026260
250	1026262
251	1026292
252	1026267
253	1026265
254	1026269
255	1026266
256	1026260
257	1026327
258	1026266
259	1026277
260	1026263
261	1026265
262	1026260
263	1026257
264	1026275
265	1026265
266	1026270
267	1026260
268	1026274
269	1026267
270	1026275
271	1026276
272	1026272
273	1026264
274	1026262
275	1026261
276	1026266
277	1026267
278	1026279
279	1026276
280	1026268
281	1026268
282	1026259
283	1026275
284	1026266
285	1026278
286	1026264
287	1026264
288	1026251
289	1026255
290	1026277
291	1026261
292	1026269
293	1026284
294	1026269
295	1026276
296	1026269
297	1026266
298	1026267
299	1026329
300	1026270
301	1026266
302	1026261
303	1026275
304	1026265
305	1026269
306	1026268
307	1026274
308	1026267
309	1026265
310	1026275
311	1026264
312	1026268
313	1026267
314	1026266
315	1026265
316	1026259
317	1026264
318	1026266
319	1026266
320	1026267
321	1026258
322	1026258
323	1026265
324	1026265
325	1026274
326	1026259
327	1026269
328	1026261
329	1026265
330	1026263
331	1026269
332	1026268
333	1027070
334	1026272
335	1026259
336	1026272
337	1026267
338	1026261
339	1026271
340	1026855
341	1026331
342	1026266
343	1026263
344	1026266
345	1026267
346	1026269
347	1027088
348	1026269
349	1026274
350	1026259
351	1026274
352	1026272
353	1026269
354	1058692
355	1026268
356	1026263
357	1026266
358	1026265
359	1026265
360	1026268
361	1026850
362	1026275
363	1026265
364	1026263
365	1026260
366	1026274
367	1026272
368	1027061
369	1026273
370	1026386
371	1026265
372	1026255
373	1026258
374	1026272
375	1026858
376	1026271
377	1026388
378	1026295
379	1026263
380	1026269
381	1026270
382	1027067
383	1026325
384	1026390
385	1026262
386	1026259
387	1026261
388	1026269
389	1026852
390	1026267
391	1026396
392	1026271
393	1026281
394	1026264
395	1026264
396	1059264
397	1026275
398	1026389
399	1026268
400	1026269
401	1026264
402	1026260
403	1026836
404	1026277
405	1026385
406	1026274
407	1026271
408	1026264
409	1026259
410	1027070
411	1026266
412	1026382
413	1026261
414	1026262
415	1026265
416	1026266
417	1026271
418	1026265
419	1026393
420	1026292
421	1026268
422	1026270
423	1026267
424	1026266
425	1026326
426	1026512
427	1026262
428	1026273
429	1026260
430	1026260
431	1026264
432	1026279
433	1026400
434	1026268
435	1026272
436	1026257
437	1026257
438	1026264
439	1026265
440	1026388
441	1026266
442	1026275
443	1026264
444	1026271
445	1026267
446	1026284
447	1026390
448	1026281
449	1026267
450	1026265
451	1026271
452	1026262
453	1026278
454	1026385
455	1026267
456	1026269
457	1026273
458	1026266
459	1026278
460	1026267
461	1026394
462	1026267
463	1026260
464	1026260
465	1026264
466	1026271
467	1026267
468	1026519
469	1026272
470	1026267
471	1026264
472	1026268
473	1026267
474	1026274
475	1026389
476	1026268
477	1026267
478	1026260
479	1026265
480	1026265
481	1026270
482	1026388
483	1026273
484	1026265
485	1026260
486	1026265
487	1026259
488	1026263
489	1026381
490	1026277
491	1026265
492	1026270
493	1026262
494	1026263
495	1026269
496	1026391
497	1026266
498	1026268
499	1026264
500	1026268
501	1026269
502	1026265
503	1026387
504	1026298
505	1026264
506	1026257
507	1026255
508	1026255
509	1026260
510	1026518
511	1026276
512	1026261
513	1026266
514	1026266
515	1026267
516	1026273
517	1026401
518	1026280
519	1026268
520	1026263
521	1026269
522	1026265
523	1026286
524	1026394
525	1026285
526	1026265
527	1026273
528	1026260
529	1026257
530	1026268
531	1026392
532	1027066
533	1026263
534	1026277
535	1026262
536	1026270
537	1026264
538	1026390
539	1026851
540	1026259
541	1026264
542	1026265
543	1026261
544	1026267
545	1026388
546	1027091
547	1026272
548	1026257
549	1026265
550	1026260
551	1026259
552	1026508
553	1026858
554	1026264
555	1026265
556	1026255
557	1026260
558	1026270
559	1026396
560	1027084
561	1026270
562	1026279
563	1026282
564	1026264
565	1026270
566	1026396
567	1026854
568	1026260
569	1026274
570	1026264
571	1026265
572	1026270
573	1026383
574	1027068
575	1026265
576	1026272
577	1026268
578	1026265
579	1026265
580	1026400
581	1026250
582	1026257
583	1026267
584	1026267
585	1026266
586	1026277
587	1026398
588	1026303
589	1026268
590	1026266
591	1026278
592	1026263
593	1026267
594	1026514
595	1026273
596	1026270
597	1026267
598	1026267
599	1026266
600	1026273
601	1026408
602	1026269
603	1026259
604	1026281
605	1026268
606	1026269
607	1026267
608	1026385
609	1026271
610	1026270
611	1026277
612	1026265
613	1026268
614	1026266
615	1026391
616	1026268
617	1026269
618	1026272
619	1026267
620	1026270
621	1026266
622	1026389
623	1026264
624	1026260
625	1026269
626	1026263
627	1026259
628	1026261
629	1026380
630	1026297
631	1026264
632	1026274
633	1026270
634	1026263
635	1026271
636	1026506
637	1026271
638	1026264
639	1026276
640	1026269
641	1026267
642	1026269
643	1026386
644	1026282
645	1026255
646	1026269
647	1026267
648	1026271
649	1026267
650	1026266
651	1026270
652	1026270
653	1026275
654	1026270
655	1026269
656	1026258
657	1026266
658	1026265
659	1026268
660	1026273
661	1026262
662	1026283
663	1026258
664	1026269
665	1026262
666	1026271
667	1026265
668	1026273
669	1026269
670	1026265
671	1026262
672	1026268
673	1026265
674	1026273
675	1026277
676	1026270
677	1026275
678	1026267
679	1026272
680	1026266
681	1026277
682	1026267
683	1026264
684	1026266
685	1026274
686	1026276
687	1026268
688	1026273
689	1026266
690	1026286
691	1026260
692	1026266
693	1026273
694	1026268
695	1026277
696	1026269
697	1026863
698	1026264
699	1026273
700	1026270
701	1026267
702	1026270
703	1026274
704	1027077
705	1026262
706	1026268
707	1026267
708	1026268
709	1026283
710	1026269
711	1026847
712	1026264
713	1026272
714	1026260
715	1026267
716	1026274
717	1026266
718	1027077
719	1026264
720	1026325
721	1026274
722	1026265
723	1026272
724	1026262
725	1026865
726	1026263
727	1026272
728	1026272
729	1026262
730	1026261
731	1026265
732	1027072
733	1026271
734	1026267
735	1026268
736	1026273
737	1026271
738	1026266
739	1026865
740	1026259
741	1026269
742	1026266
743	1026278
744	1026270
745	1026271
746	1027068
747	1026271
748	1026270
749	1026272
750	1026273
751	1026269
752	1026274
753	1026274
754	1026271
755	1026849
756	1026259
757	1026256
758	1026269
759	1026258
760	1026278
761	1026264
762	1027119
763	1026269
764	1026266
765	1026270
766	1026268
767	1026274
768	1026269
769	1026276
770	1026266
771	1026272
772	1026267
773	1026269
774	1026269
775	1026263
776	1026266
777	1026262
778	1026273
779	1026263
780	1026273
781	1026268
782	1026272
783	1026265
784	1026268
785	1026272
786	1026259
787	1026275
788	1026265
789	1026271
790	1026268
791	1026272
792	1026274
793	1026269
794	1026262
795	1026270
796	1026269
797	1026274
798	1026276
799	1026267
800	1026264
801	1026265
802	1026273
803	1026260
804	1026333
805	1026269
806	1026262
807	1026263
808	1026264
809	1026262
810	1026261
811	1026278
812	1026265
813	1026264
814	1026256
815	1026256
816	1026267
817	1026277
818	1026270
819	1026262
820	1026265
821	1026267
822	1026272
823	1026266
824	1026266
825	1026272
826	1026267
827	1026262
828	1026274
829	1026267
830	1026264
831	1026266
832	1026270
833	1026266
834	1026264
835	1026276
836	1026266
837	1026267
838	1026268
839	1026270
840	1026266
841	1026291
842	1026267
843	1026268
844	1026265
845	1026266
846	1026336
847	1026266
848	1026257
849	1026270
850	1026276
851	1026273
852	1026258
853	1026280
