SAMPLE_SIZE	STD
1000	1.39626234947038
2000	1.38925484145539
3000	1.37736025158384
4000	1.37492728671772
5000	1.40510313605962
6000	1.69798516157675
7000	1.65504525632434
8000	1.62391781692748
9000	1.60159656841291
10000	1.58443410501772
11000	1.56848088177317
12000	1.55609852299696
13000	1.54420666417604
14000	1.5322779981394
15000	1.52235741544561
16000	1.51462285079447
17000	1.50789480957049
18000	1.50406078993277
19000	1.49825809271277
20000	1.49256898185922
