ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	2078	2078	2079	0	-1	2	147
2	2080	2079	2080	1	0	2	147
3	2077	2077	2078	0	-1	2	147
4	2076	2077	2078	-1	-2	2	147
5	2078	2078	2079	0	-1	2	146
6	2080	2078	2082	2	-2	5	148
7	2079	2078	2080	1	-1	3	146
8	2081	2080	2082	1	-1	3	150
9	2078	2078	2079	0	-1	2	146
10	2089	2081	2090	8	-1	5	153
11	2078	2078	2079	0	-1	2	148
12	2079	2079	2080	0	-1	2	147
13	2080	2079	2082	1	-2	4	148
14	2078	2078	2079	0	-1	2	147
15	2078	2077	2078	1	0	2	146
16	2083	2078	2084	5	-1	4	147
17	2077	2076	2077	1	0	2	146
18	2079	2079	2080	0	-1	2	149
19	2078	2078	2079	0	-1	2	147
20	2080	2079	2082	1	-2	3	147
21	2078	2078	2080	0	-2	2	147
22	2078	2077	2079	1	-1	2	146
23	2079	2078	2079	1	0	2	147
24	2080	2079	2082	1	-2	3	146
25	2079	2079	2080	0	-1	2	149
26	2078	2078	2079	0	-1	2	146
27	2079	2079	2080	0	-1	2	147
28	2080	2079	2081	1	-1	3	147
29	2078	2077	2079	1	-1	3	147
30	2075	2075	2077	0	-2	3	147
31	2080	2079	2082	1	-2	3	147
32	2088	2080	2090	8	-2	6	152
33	2078	2078	2080	0	-2	2	147
34	2078	2078	2080	0	-2	2	146
35	2080	2079	2081	1	-1	3	148
36	2078	2078	2079	0	-1	2	146
37	2078	2078	2079	0	-1	2	146
38	2085	2079	2086	6	-1	4	148
39	2078	2078	2080	0	-2	2	146
40	2079	2079	2080	0	-1	2	148
41	2078	2078	2079	0	-1	2	147
42	2079	2078	2081	1	-2	3	147
43	2076	2076	2077	0	-1	2	148
44	2077	2078	2079	-1	-2	2	147
45	2078	2078	2079	0	-1	2	147
46	2080	2079	2081	1	-1	3	147
47	2078	2078	2080	0	-2	2	146
48	2078	2078	2080	0	-2	2	147
49	2080	2079	2081	1	-1	3	146
50	2078	2078	2080	0	-2	2	147
51	2079	2079	2080	0	-1	2	146
52	2078	2078	2079	0	-1	2	149
53	2080	2079	2081	1	-1	3	146
54	2089	2080	2091	9	-2	5	153
55	2077	2077	2079	0	-2	2	147
56	2077	2076	2077	1	0	2	147
57	2078	2078	2080	0	-2	3	147
58	2079	2079	2080	0	-1	2	147
59	2078	2078	2080	0	-2	2	146
60	2084	2079	2085	5	-1	5	147
61	2078	2078	2079	0	-1	2	146
62	2078	2078	2079	0	-1	2	148
63	2078	2078	2080	0	-2	3	147
64	2080	2079	2081	1	-1	3	146
65	2078	2079	2080	-1	-2	2	148
66	2078	2078	2079	0	-1	2	147
67	2078	2078	2080	0	-2	2	148
68	2080	2078	2080	2	0	3	148
69	2076	2076	2077	0	-1	2	148
70	2077	2076	2078	1	-1	3	147
71	2079	2078	2079	1	0	2	148
72	2078	2078	2079	0	-1	2	146
73	2080	2079	2082	1	-2	3	148
74	2079	2078	2078	1	1	1	147
75	2080	2079	2081	1	-1	3	147
76	2088	2083	2089	5	-1	4	152
77	2077	2077	2078	0	-1	2	147
78	2079	2079	2080	0	-1	2	147
79	2080	2079	2081	1	-1	3	146
80	2078	2078	2079	0	-1	2	146
81	2078	2078	2079	0	-1	2	146
82	2082	2076	2082	6	0	3	147
83	2077	2077	2078	0	-1	2	146
84	2078	2078	2079	0	-1	2	147
85	2079	2078	2080	1	-1	3	147
86	2080	2079	2082	1	-2	3	147
87	2078	2078	2079	0	-1	2	146
88	2079	2079	2080	0	-1	2	148
89	2078	2078	2080	0	-2	2	146
90	2081	2080	2082	1	-1	3	148
91	2078	2078	2080	0	-2	2	146
92	2078	2078	2079	0	-1	2	146
93	2081	2079	2080	2	1	2	148
94	2080	2079	2082	1	-2	4	146
95	2078	2077	2079	1	-1	3	148
96	2076	2075	2077	1	-1	2	147
97	2081	2079	2080	2	1	2	147
98	2083	2078	2084	5	-1	6	152
99	2078	2078	2079	0	-1	2	147
100	2078	2078	2079	0	-1	2	147
101	2080	2079	2081	1	-1	3	148
102	2078	2078	2079	0	-1	2	146
103	2078	2078	2079	0	-1	2	148
104	2084	2079	2086	5	-2	3	146
105	2080	2079	2080	1	0	2	147
106	2078	2078	2080	0	-2	3	147
107	2079	2078	2079	1	0	2	149
108	2078	2077	2079	1	-1	3	146
109	2077	2077	2078	0	-1	2	147
110	2078	2078	2079	0	-1	2	147
111	2079	2079	2080	0	-1	2	147
112	2081	2079	2080	2	1	2	147
113	2078	2078	2080	0	-2	3	146
114	2078	2078	2079	0	-1	2	147
115	2078	2078	2079	0	-1	2	146
116	2078	2077	2078	1	0	2	147
117	2079	2078	2080	1	-1	3	147
118	2293	2141	2287	152	6	33	351
119	2080	2079	2081	1	-1	3	146
120	2088	2081	2089	7	-1	5	154
121	2076	2074	2076	2	0	2	146
122	2079	2079	2081	0	-2	2	149
123	2078	2078	2079	0	-1	2	147
124	2078	2078	2080	0	-2	3	147
125	2079	2078	2079	1	0	2	148
126	2080	2079	2081	1	-1	3	147
127	2078	2078	2079	0	-1	2	147
128	2079	2079	2080	0	-1	2	147
129	2078	2078	2079	0	-1	2	146
130	2081	2079	2081	2	0	3	148
131	2078	2078	2080	0	-2	2	146
132	2078	2078	2080	0	-2	2	147
133	2078	2077	2079	1	-1	3	146
134	2077	2076	2078	1	-1	2	149
135	2078	2078	2079	0	-1	2	146
136	2078	2078	2080	0	-2	2	147
137	2080	2079	2082	1	-2	4	147
138	2079	2078	2080	1	-1	3	147
139	2079	2078	2080	1	-1	3	147
140	2078	2078	2079	0	-1	2	146
141	2080	2079	2081	1	-1	3	147
142	2088	2083	2089	5	-1	3	151
143	2078	2078	2079	0	-1	2	147
144	2080	2079	2081	1	-1	3	148
145	2077	2077	2078	0	-1	2	147
146	2076	2075	2076	1	0	2	146
147	2085	2080	2086	5	-1	4	148
148	2078	2078	2079	0	-1	2	146
149	2078	2078	2080	0	-2	2	148
150	2079	2078	2078	1	1	1	147
151	2081	2079	2081	2	0	3	147
152	2079	2078	2079	1	0	2	147
153	2078	2078	2079	0	-1	2	147
154	2081	2080	2082	1	-1	3	148
155	2078	2078	2079	0	-1	2	146
156	2078	2078	2079	0	-1	2	148
157	2076	2076	2078	0	-2	2	146
158	2078	2077	2079	1	-1	3	147
159	2080	2079	2081	1	-1	3	147
160	2078	2078	2079	0	-1	2	149
161	2078	2078	2079	0	-1	2	146
162	2078	2077	2078	1	0	2	146
163	2078	2078	2080	0	-2	2	147
164	2078	2078	2080	0	-2	2	147
