RUNID	ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
17580	1	32056	32052	32254	4	202	4	93
17580	2	32082	32078	32280	4	202	4	93
17580	3	32055	32052	32253	3	201	4	93
17580	4	32082	32079	32279	3	200	4	93
17580	5	32083	32078	32281	5	203	5	93
17580	6	32055	32053	32252	2	199	4	93
17580	7	32081	32077	32279	4	202	5	93
17580	8	32056	32053	32252	3	199	4	93
17580	9	32084	32078	32280	6	202	5	93
17580	10	32082	32079	32280	3	201	4	93
17580	11	32055	32052	32253	3	201	4	93
17580	12	32082	32078	32279	4	201	4	93
17580	13	32071	32066	32267	5	201	5	93
17580	14	32070	32066	32268	4	202	5	93
17580	15	32082	32078	32279	4	201	4	93
17580	16	32056	32052	32254	4	202	4	93
17580	17	32081	32078	32279	3	201	4	93
17580	18	32081	32078	32278	3	200	5	93
17580	19	32057	32052	32254	5	202	5	93
17580	20	32082	32079	32278	3	199	4	93
17580	21	32055	32052	32253	3	201	4	93
17580	22	32082	32077	32280	5	203	5	93
17580	23	32082	32077	32277	5	200	5	93
17580	24	32056	32053	32254	3	201	4	93
17580	25	32082	32077	32277	5	200	5	93
17580	26	32057	32053	32255	4	202	4	93
17580	27	32082	32078	32278	4	200	5	93
17580	28	32082	32077	32279	5	202	5	93
17580	29	32056	32052	32255	4	203	4	93
17580	30	32084	32079	32281	5	202	4	93
17580	31	32056	32053	32254	3	201	4	93
17580	32	32082	32077	32279	5	202	5	93
17580	33	32082	32077	32278	5	201	6	93
17580	34	32057	32054	32254	3	200	4	93
17580	35	32081	32079	32278	2	199	4	93
17580	36	32056	32053	32253	3	200	4	93
17580	37	32081	32077	32279	4	202	5	93
17580	38	32084	32080	32280	4	200	4	93
17580	39	32056	32052	32252	4	200	5	93
17580	40	32081	32078	32279	3	201	4	93
17580	41	32064	32060	32259	4	199	4	93
17580	42	32076	32073	32273	3	200	4	93
17580	43	32082	32078	32277	4	199	4	93
17580	44	32056	32053	32254	3	201	4	93
17580	45	32081	32076	32279	5	203	5	93
17580	46	32075	32070	32272	5	202	4	93
17580	47	32065	32063	32262	2	199	4	93
17580	48	32081	32078	32278	3	200	4	93
17580	49	32056	32052	32255	4	203	4	93
17580	50	32084	32079	32281	5	202	4	93
17580	51	32080	32076	32276	4	200	5	93
17580	52	32059	32054	32256	5	202	5	93
17580	53	32081	32078	32277	3	199	4	93
17580	54	32061	32057	32258	4	201	5	93
17580	55	32082	32077	32279	5	202	5	93
17580	56	32081	32078	32278	3	200	5	93
17580	57	32056	32053	32253	3	200	5	93
17580	58	32083	32078	32281	5	203	5	93
17580	59	32059	32054	32257	5	203	6	93
17580	60	32081	32079	32278	2	199	4	93
17580	61	32082	32077	32280	5	203	6	93
17580	62	32058	32053	32255	5	202	4	93
17580	63	32081	32078	32278	3	200	5	93
17580	64	32056	32053	32254	3	201	4	93
17580	65	32081	32079	32278	2	199	4	93
17580	66	32085	32081	32282	4	201	5	93
17580	67	32054	32051	32251	3	200	5	93
17580	68	32083	32079	32279	4	200	5	93
17580	69	32056	32053	32252	3	199	4	93
17580	70	32081	32078	32279	3	201	4	93
17580	71	32081	32078	32279	3	201	5	93
17580	72	32056	32054	32253	2	199	4	93
17580	73	32082	32076	32277	6	201	6	93
17580	74	32056	32053	32253	3	200	5	93
17580	75	32083	32079	32281	4	202	4	93
17580	76	32082	32078	32278	4	200	5	93
17580	77	32056	32052	32253	4	201	4	93
17580	78	32081	32079	32278	2	199	4	93
17580	79	32059	32053	32257	6	204	6	93
17580	80	32081	32077	32277	4	200	5	93
17580	81	32082	32078	32277	4	199	4	93
17580	82	32059	32055	32258	4	203	4	93
17580	83	32083	32078	32281	5	203	5	93
17580	84	32057	32052	32253	5	201	5	93
17580	85	32081	32077	32279	4	202	5	93
17580	86	32081	32078	32279	3	201	4	93
17580	87	32058	32054	32254	4	200	4	93
17580	88	32080	32077	32277	3	200	5	93
17580	89	32056	32052	32252	4	200	5	93
17580	90	32081	32078	32277	3	199	4	93
17580	91	32084	32079	32279	5	200	4	93
17580	92	32057	32054	32255	3	201	4	93
17580	93	32081	32077	32279	4	202	5	93
17580	94	32055	32052	32252	3	200	5	93
17580	95	32087	32083	32284	4	201	5	93
17580	96	32082	32078	32279	4	201	4	93
17580	97	32056	32053	32253	3	200	5	93
17580	98	32082	32078	32278	4	200	5	93
17580	99	32059	32055	32257	4	202	4	93
