ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	259424	255114	259270	4310	4156	8	97
2	259519	255367	259379	4152	4012	9	97
3	258662	254382	258418	4280	4036	9	97
4	258195	253869	258055	4326	4186	9	97
5	259394	255021	259154	4373	4133	8	97
6	258764	254445	258594	4319	4149	10	97
7	258080	253928	257952	4152	4024	5	97
8	259716	254836	259587	4880	4751	11	98
9	258235	253890	258063	4345	4173	8	97
10	258142	253774	257961	4368	4187	8	97
11	259559	255312	259351	4247	4039	7	97
12	258724	254638	258659	4086	4021	7	97
13	258446	254175	258369	4271	4194	10	97
14	258477	254159	258340	4318	4181	7	97
15	258555	254366	258354	4189	3988	8	97
16	258124	253945	257962	4179	4017	8	97
17	259148	254739	258882	4409	4143	6	97
18	260514	256187	260341	4327	4154	8	97
19	258466	254162	258335	4304	4173	8	97
20	259743	255384	259571	4359	4187	6	97
21	258009	253886	257886	4123	4000	8	97
22	258497	254195	258353	4302	4158	8	97
23	259065	254661	258834	4404	4173	7	97
24	258555	254183	258334	4372	4151	10	97
25	259085	254880	258886	4205	4006	6	97
26	263174	258798	263115	4376	4317	10	97
27	258712	254574	258586	4138	4012	8	97
28	258655	254358	258510	4297	4152	7	97
29	258896	254518	258670	4378	4152	7	97
30	258871	254578	258742	4293	4164	8	97
31	259544	255123	259295	4421	4172	8	97
32	257827	253662	257681	4165	4019	7	97
33	257872	253576	257747	4296	4171	9	97
34	259039	254635	258830	4404	4195	8	97
35	259063	254752	258911	4311	4159	8	97
36	260965	256724	260879	4241	4155	6	97
37	258586	254476	258475	4110	3999	7	97
38	257770	253514	257682	4256	4168	10	97
39	259611	255256	259426	4355	4170	8	97
40	258750	254338	258502	4412	4164	9	97
