ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	531970	523771	532167	8199	8396	9	100
2	409853	403657	410051	6196	6394	11	99
3	530636	522556	530834	8080	8278	9	99
4	532197	524092	532400	8105	8308	8	99
5	532735	524616	532933	8119	8317	9	99
6	413307	406968	413505	6339	6537	10	99
7	532590	524497	532794	8093	8297	8	99
8	530550	522457	530754	8093	8297	8	99
9	532756	524671	532954	8085	8283	7	99
10	422186	415699	422383	6487	6684	6	99
11	530660	522566	530862	8094	8296	10	99
12	532467	524391	532669	8076	8278	10	99
13	533811	525702	534013	8109	8311	9	99
14	436006	429365	436202	6641	6837	10	99
15	532489	524388	532688	8101	8300	10	99
16	532974	524899	533171	8075	8272	8	99
17	533133	525062	533333	8071	8271	8	99
18	452731	445789	452925	6942	7136	11	99
19	530659	522565	530854	8094	8289	10	99
20	530970	522868	531172	8102	8304	8	99
21	530911	522824	531112	8087	8288	6	99
22	471624	464385	471819	7239	7434	8	99
23	530308	522417	530505	7891	8088	7	99
24	530579	522703	530781	7876	8078	8	99
25	530001	521970	530198	8031	8228	9	99
26	492482	484168	492679	8314	8511	12	100
27	407856	401559	408054	6297	6495	10	99
28	530631	522701	530826	7930	8125	7	99
29	532614	524592	532958	8022	8366	10	100
30	531333	523455	531534	7878	8079	7	99
31	443436	436625	443635	6811	7010	10	99
32	532842	524858	533040	7984	8182	10	99
33	532015	524072	532211	7943	8139	7	99
34	531804	523726	532000	8078	8274	8	99
35	483442	476051	483636	7391	7585	8	99
36	407180	400826	407377	6354	6551	9	99
37	530536	522471	530736	8065	8265	9	99
38	530274	522357	530474	7917	8117	8	99
39	531008	523071	531209	7937	8138	8	99
40	455919	448841	456114	7078	7273	8	99
