ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	367794	362279	367976	5515	5697	7	99
2	368254	362577	368427	5677	5850	8	99
3	367542	362023	367720	5519	5697	8	99
4	368026	362327	368195	5699	5868	7	99
5	368694	363027	368862	5667	5835	7	99
6	367706	362172	367876	5534	5704	12	99
7	341560	336300	341723	5260	5423	9	99
8	367961	362243	368130	5718	5887	7	99
9	368049	362375	368224	5674	5849	8	99
10	367813	362283	367996	5530	5713	7	99
11	367634	361920	367768	5714	5848	7	99
12	367856	362333	368030	5523	5697	8	99
13	368036	362381	368226	5655	5845	7	99
14	367974	362294	368156	5680	5862	7	99
15	367915	362320	368035	5595	5715	8	99
16	368057	362368	368236	5689	5868	8	99
17	368719	362225	368890	6494	6665	9	100
18	354990	349579	355142	5411	5563	9	99
19	367944	362240	368119	5704	5879	8	99
20	367751	362219	367931	5532	5712	8	99
21	367969	362270	368138	5699	5868	7	99
22	368084	362520	368251	5564	5731	9	99
23	367488	361981	367682	5507	5701	9	99
24	367887	362169	368060	5718	5891	10	99
25	367722	362140	367862	5582	5722	8	99
26	367850	362181	368027	5669	5846	10	99
27	367870	362354	368198	5516	5844	8	99
28	367804	362273	367983	5531	5710	9	99
29	367912	362266	368088	5646	5822	8	99
30	340865	335655	341052	5210	5397	9	99
31	368022	362522	368207	5500	5685	8	99
32	367696	362038	367865	5658	5827	8	99
33	367655	362170	367826	5485	5656	5	99
34	368042	362520	368226	5522	5706	8	99
35	368000	362302	368164	5698	5862	8	99
36	367678	362151	367848	5527	5697	8	99
37	368135	362456	368306	5679	5850	6	99
38	367749	362097	367919	5652	5822	10	99
39	367885	362244	368067	5641	5823	9	100
40	368225	362590	368398	5635	5808	9	99
