ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	26203	25703	26385	500	682	6	99
2	26252	25771	26437	481	666	7	99
3	26026	25700	26219	326	519	5	99
4	25955	25471	26134	484	663	6	99
5	25812	25316	25990	496	674	6	99
6	26071	25737	26261	334	524	5	99
7	26185	25689	26364	496	675	7	99
8	26225	25730	26403	495	673	6	99
9	26060	25738	26251	322	513	5	99
10	26221	25740	26399	481	659	6	99
11	26220	25735	26399	485	664	5	99
12	26035	25717	26229	318	512	6	99
13	26191	25706	26371	485	665	6	99
14	26231	25726	26409	505	683	6	99
15	26008	25694	26204	314	510	7	99
16	26186	25707	26374	479	667	5	99
17	26201	25721	26382	480	661	7	99
18	26053	25725	26239	328	514	6	99
19	26183	25718	26382	465	664	6	99
20	26212	25719	26396	493	677	6	99
21	25974	25645	26158	329	513	7	99
22	25857	25366	26042	491	676	6	99
23	25775	25279	25957	496	678	7	99
24	25699	25365	25886	334	521	8	99
25	25755	25260	25937	495	677	7	99
26	25805	25320	25990	485	670	7	99
27	26047	25730	26242	317	512	5	99
28	26202	25708	26378	494	670	6	99
29	26210	25718	26394	492	676	7	99
30	26009	25677	26203	332	526	6	99
31	26225	25739	26404	486	665	6	99
32	26206	25722	26388	484	666	7	99
33	26056	25744	26250	312	506	7	99
34	26202	25715	26380	487	665	6	99
35	26218	25730	26402	488	672	4	99
36	26051	25720	26233	331	513	6	99
37	26333	25837	26511	496	674	6	99
38	26174	25687	26352	487	665	6	99
39	26065	25723	26237	342	514	6	99
40	26221	25738	26407	483	669	6	99
