ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS
1	72541	72515	72543	26	-2	12	150
2	72492	72471	72494	21	-2	9	150
3	72540	72516	72541	24	-1	11	149
4	72500	72471	72501	29	-1	10	149
5	72541	72521	72543	20	-2	10	149
6	72507	72482	72508	25	-1	11	150
7	72551	72522	72550	29	1	12	156
8	72511	72483	72513	28	-2	12	150
9	72506	72483	72508	23	-2	12	150
10	72541	72513	72542	28	-1	12	150
11	72501	72478	72500	23	1	9	150
12	72550	72524	72551	26	-1	11	155
13	72515	72485	72514	30	1	9	150
14	72504	72484	72505	20	-1	10	150
15	72538	72518	72536	20	2	9	149
16	72511	72479	72513	32	-2	13	155
17	72548	72518	72550	30	-2	11	150
18	72510	72487	72510	23	0	9	150
19	72506	72481	72508	25	-2	9	150
20	72540	72518	72541	22	-1	10	150
21	72514	72490	72514	24	0	10	155
22	72517	72491	72517	26	0	9	149
23	72545	72521	72546	24	-1	10	149
24	72503	72480	72503	23	0	11	149
25	72541	72508	72540	33	1	12	156
26	72528	72500	72528	28	0	11	150
27	72507	72479	72508	28	-1	13	150
28	72543	72517	72543	26	0	11	150
29	72504	72479	72505	25	-1	11	150
30	72514	72487	72514	27	0	9	156
31	72552	72519	72553	33	-1	13	150
32	72506	72482	72508	24	-2	9	150
33	72534	72507	72536	27	-2	12	148
34	72530	72501	72531	29	-1	11	155
35	72515	72483	72516	32	-1	10	150
36	103110	75166	103027	27944	83	558	2843
37	72510	72485	72509	25	1	10	149
38	72510	72486	72510	24	0	10	148
39	72550	72518	72552	32	-2	15	155
40	72514	72485	72515	29	-1	10	150
41	72510	72489	72513	21	-3	9	150
42	73077	72657	73076	420	1	13	151
43	72508	72481	72510	27	-2	11	150
44	72515	72489	72517	26	-2	12	156
45	72550	72521	72552	29	-2	13	150
46	72508	72486	72508	22	0	10	150
47	72508	72489	72510	19	-2	9	150
48	72550	72521	72552	29	-2	15	156
49	72515	72483	72515	32	0	10	149
50	72520	72485	72519	35	1	11	149
51	72539	72518	72541	21	-2	10	150
52	72504	72480	72504	24	0	11	150
53	72515	72484	72517	31	-2	14	156
54	72549	72521	72550	28	-1	11	150
55	72507	72485	72509	22	-2	10	149
56	72505	72482	72506	23	-1	12	149
57	72550	72515	72552	35	-2	14	155
58	72514	72484	72515	30	-1	10	149
59	72505	72482	72505	22	0	11	150
60	72541	72518	72541	23	0	11	150
61	72513	72491	72513	22	0	10	150
62	72521	72493	72521	28	0	11	156
63	72546	72519	72546	27	0	8	150
64	72521	72494	72522	27	-1	14	150
65	72671	72499	72672	172	-1	12	150
66	72520	72493	72521	27	-1	12	156
67	72549	72520	72550	29	-1	10	148
68	72671	72502	72672	169	-1	12	149
69	72509	72484	72508	25	1	8	150
70	72667	72495	72669	172	-2	14	150
71	72552	72522	72554	30	-2	12	156
72	72677	72502	72678	175	-1	13	149
73	72513	72487	72513	26	0	11	150
74	72699	72521	72701	178	-2	15	150
75	72521	72490	72521	31	0	12	156
76	72519	72488	72518	31	1	10	150
77	72670	72500	72670	170	0	10	150
78	72542	72513	72544	29	-2	11	150
79	72666	72496	72668	170	-2	10	150
80	72518	72492	72520	26	-2	10	156
81	72708	72524	72707	184	1	12	150
82	72507	72486	72509	21	-2	9	150
